,Company,Address,SIC2,Latitude,Longitude,NeighborSIC52,NeighborSIC53,NeighborSIC54,NeighborSIC55,NeighborSIC56,NeighborSIC57,NeighborSIC58,NeighborSIC59,NeighborSIC60,NeighborSIC61,NeighborSIC62,NeighborSIC63,NeighborSIC64,NeighborSIC65,NeighborSIC66,NeighborSIC67,NeighborSIC68,NeighborSIC69,NeighborSIC70,NeighborSIC71,NeighborSIC72,NeighborSIC73,NeighborSIC74,NeighborSIC75,NeighborSIC76,NeighborSIC77,NeighborSIC78,NeighborSIC79,NeighborSIC80,NeighborSIC81,NeighborSIC82,NeighborSIC83,NeighborSIC84
327549,WESTERN NOODLES,429 N WESTERN AVE STE 10,58,34.0788,118.3093,,1.0,1.0,,1.0,,3.0,3.0,,,,,,,,1.0,,,,,6.0,1.0,,2.0,,,,1.0,2.0,,2.0,,
327553,EL FLORIDITA RESTAURANT,1253 VINE ST STE 3,58,34.0938,118.3267,,,3.0,1.0,,1.0,11.0,3.0,,,1.0,,6.0,1.0,,,,,,,4.0,7.0,,,1.0,,3.0,,10.0,,,,
327565,RINCONCITO MI,2770 LEONIS BLVD,58,33.9999,118.2199,,,,,,,1.0,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,
327573,LEGOURMAND CAFE,1737 S LA CIENEGA BLVD,58,34.0531,118.3806,5.0,3.0,18.0,3.0,23.0,26.0,22.0,84.0,1.0,3.0,3.0,,5.0,41.0,,13.0,,,1.0,,49.0,290.0,,9.0,15.0,,35.0,18.0,42.0,12.0,8.0,13.0,1.0
327603,CAFE INTERNATIONAL,530 S HILL ST,58,34.0444,118.2406,,4.0,6.0,,21.0,7.0,24.0,33.0,4.0,2.0,2.0,1.0,1.0,2.0,,2.0,,,3.0,,13.0,29.0,,6.0,7.0,,3.0,2.0,10.0,3.0,5.0,3.0,1.0
327613,TG SNACK SHOP,810 S SPRING ST,58,34.0427,118.2538,1.0,,,,5.0,,2.0,3.0,1.0,,,,,1.0,,,,,,,1.0,39.0,,1.0,,,1.0,2.0,,,,,
327618,THREE JS CITY CLUB,1029 S SANTA FE AVE,58,34.0369,118.2414,4.0,4.0,18.0,6.0,29.0,5.0,14.0,23.0,1.0,,5.0,,2.0,8.0,,3.0,,,3.0,,11.0,61.0,,17.0,24.0,,2.0,1.0,10.0,5.0,1.0,7.0,2.0
327621,CLUB LOBBY INN,11915 AVALON BLVD,58,33.9252,118.2739,2.0,2.0,8.0,9.0,5.0,6.0,11.0,20.0,,3.0,,,1.0,4.0,,,,,,,36.0,56.0,,16.0,11.0,,,7.0,9.0,1.0,4.0,14.0,
327624,MARIPOSA CAFE,9318 S BROADWAY,58,33.9516,118.2779,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
327629,EDOYA TERIYAKI,934 S LOS ANGELES ST,58,34.0401,118.2547,,1.0,,,11.0,,15.0,5.0,,,,,,,,1.0,,,,,2.0,6.0,,,1.0,,,,,,,,
327671,SETHAS RESTAURANT,707 E 10TH ST,58,34.0358,118.2513,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
327674,KESTE DEMENA RESTAURANT,5779 VENICE BLVD,58,34.0429,118.3645,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
327678,JJS SANDWICH SHOP,119 E 6TH ST,58,34.0451,118.2495,,,,,8.0,,1.0,1.0,,1.0,,,,,,,,,,,5.0,15.0,,,,,,2.0,,,,,
327681,PHO 79 RESTAURANT,727 N BROADWAY STE 120,58,34.0609,118.2391,1.0,1.0,5.0,,5.0,2.0,10.0,13.0,,,,,,,,1.0,,,,,2.0,2.0,,,2.0,,1.0,,1.0,1.0,,,
327702,PHO HOA VIETNAMESE RESTAURANT,818 N SPRING ST STE 103,58,34.0624,118.2364,,,,,3.0,,3.0,5.0,,,,,,,,1.0,,,,,2.0,6.0,,,,,,2.0,,,,,
327703,DO SOON YEE RESTAURANT,957 CRENSHAW BLVD,58,34.0454,118.3396,11.0,5.0,18.0,22.0,38.0,43.0,47.0,117.0,2.0,6.0,5.0,1.0,4.0,34.0,,11.0,,,7.0,,88.0,350.0,,47.0,51.0,,45.0,44.0,38.0,13.0,20.0,28.0,6.0
327709,DON S TERIYAKI,109 E 6TH ST,58,34.0447,118.25200000000001,,4.0,9.0,2.0,65.0,7.0,31.0,56.0,6.0,3.0,,,,9.0,,1.0,,,1.0,,10.0,20.0,,,7.0,,,5.0,2.0,5.0,3.0,2.0,
327721,ROSALINDS ETHOPIAN RESTAURANT,1044 S FAIRFAX AVE,58,34.0569,118.3642,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
327728,PEPE OBRIEN MEXICAN DINER,6258 WILSHIRE BLVD,58,34.0632,118.3646,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
327730,CRIMINAL COURT SNACK BAR,210 W TEMPLE ST,58,34.0549,118.2428,,,,1.0,,,4.0,,,,,,,,,1.0,,,,,,5.0,,,,,,,,6.0,,3.0,
327746,RICKIES TAKE TEN,5219 E BEVERLY BLVD,58,34.0319,118.1528,,,,,,,2.0,1.0,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,1.0,,,
327747,ABE YUZURU,131 S LA BREA AVE,58,34.0727,118.3442,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
327754,PENDAR KING,1027 WEST BLVD,58,34.0556,118.331,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
327755,MR JIMS PIT BAR B QUE,3809 S VERMONT AVE,58,34.0166,118.2917,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
327758,MIDNIGHT PIZZA,2638 CRENSHAW BLVD,58,34.0312,118.3349,,,,,,,2.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
327806,SIAM MANIA CORP,7450 BEVERLY BLVD,58,34.0704,118.3492,,4.0,19.0,9.0,47.0,29.0,42.0,98.0,5.0,4.0,5.0,2.0,7.0,45.0,,12.0,,,4.0,,60.0,345.0,,13.0,40.0,,56.0,42.0,38.0,16.0,10.0,22.0,3.0
327809,MOOL RAE BANG A RESTAURANT,4135 W PICO BLVD,58,34.0478,118.3257,1.0,,4.0,,,1.0,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
327815,KS CHARBURGER,3533 S WESTERN AVE,58,34.0282,118.3187,9.0,1.0,20.0,14.0,28.0,17.0,22.0,44.0,1.0,2.0,2.0,,5.0,18.0,,1.0,,,2.0,,47.0,161.0,,29.0,34.0,,8.0,13.0,17.0,2.0,10.0,15.0,3.0
327825,PIKME-UP,5437 W 6TH ST,58,34.065,118.3443,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
327826,NAJIS PIZZA EXPRESS,1601 N LA BREA AVE,58,34.0998,118.3448,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
327847,MILANOS PIZZA,2843 CRENSHAW BLVD,58,34.0303,118.3352,,,1.0,,,,5.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
327851,CABO CABO CABO,10250 SANTA MONICA BLVD,58,34.06,118.4197,1.0,6.0,16.0,1.0,151.0,13.0,55.0,129.0,1.0,1.0,1.0,,1.0,4.0,,,,,,,23.0,18.0,,3.0,5.0,,2.0,3.0,4.0,,2.0,,3.0
327854,AKBAR MASHTI INC,1525 N LA BREA AVE,58,34.0986,118.3445,,,,,3.0,2.0,3.0,1.0,,,,,2.0,1.0,,,,,,,3.0,3.0,,,3.0,,,1.0,4.0,,,,
327875,HUACHITO RESTAURANT,5248 E BEVERLY BLVD,58,34.0264,118.1532,2.0,7.0,26.0,28.0,35.0,26.0,45.0,54.0,3.0,3.0,1.0,1.0,7.0,30.0,,2.0,,,2.0,,44.0,138.0,,39.0,40.0,,3.0,6.0,33.0,6.0,8.0,17.0,
327886,UPTOWN TACO,3217 CAHUENGA BLVD W,58,34.1285,118.3476,2.0,,,,,1.0,3.0,,,,,,,,,,,,,,,3.0,,,,,6.0,2.0,,,,,
327919,DNIPA HUT CORP,628 N VERMONT AVE,58,34.0826,118.2915,,,,,1.0,2.0,1.0,4.0,1.0,,2.0,,6.0,,,,,,,,7.0,2.0,,,1.0,,,1.0,9.0,,1.0,2.0,
327954,CLUB CHALLESE,2043 W MANCHESTER AVE,58,33.96,118.3147,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
327956,ARTS CHILI DOG,1410 W FLORENCE AVE,58,33.9744,118.3007,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
327961,J&J COFFEE SHOP,1108 S BROADWAY,58,34.0401,118.2582,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
327977,PRESS CLUB CABARET,600 W PICO BLVD,58,34.0399,118.2671,,,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
327981,GUATELINDA NIGHT CLUB,4916 HOLLYWOOD BLVD,58,34.1016,118.2965,,,,,,,5.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
327991,SEREES COFFEE SHOP,2800 S GRAND AVE,58,34.0246,118.2733,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
327997,MASSOUD KABABI RESTAURANT,504 E 12TH ST,58,34.0347,118.2553,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,
328001,MARJO CORPORATION,624 W 12TH ST FL 2,58,34.0416,118.2653,2.0,6.0,16.0,13.0,137.0,17.0,33.0,49.0,6.0,,2.0,,6.0,12.0,,4.0,,,3.0,,27.0,86.0,,28.0,21.0,,2.0,7.0,10.0,5.0,7.0,9.0,
328003,ABE TOMYOA & KAZUMI,4339 W SUNSET BLVD,58,34.0953,118.2833,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328007,EL USULUTECO,4021 BEVERLY BLVD,58,34.0763,118.2967,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328009,LAWRYS RESTAURANTS INC,2980 LOS FELIZ BLVD,58,34.1255,118.2642,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328015,CHACO ROOM II INC,2904-06 LOS FELIZ BLVD,58,34.1123,118.2604,6.0,2.0,7.0,8.0,13.0,15.0,23.0,42.0,1.0,3.0,1.0,,7.0,14.0,,2.0,,,1.0,,40.0,282.0,,12.0,48.0,,33.0,18.0,20.0,7.0,7.0,6.0,2.0
328024,SALISBURY MANOR RESTAURANT,1190 W ADAMS BLVD,58,34.0283,118.2883,2.0,3.0,14.0,16.0,37.0,14.0,28.0,46.0,2.0,1.0,2.0,,8.0,23.0,,7.0,,,1.0,,30.0,118.0,,10.0,14.0,,14.0,7.0,16.0,1.0,17.0,19.0,2.0
328042,COATEPEQUE RESTAURANT,121 S HOOVER ST,58,34.0721,118.2845,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
328045,JADE GARDEN RESTAURANT,654 N HOOVER ST,58,34.0829,118.2842,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328065,FELIX BAR,653 W FLORENCE AVE,58,33.9747,118.2852,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
328078,MARILYNS GRILL,4000 W SUNSET BLVD,58,34.0924,118.2805,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,1.0,,,,,1.0,1.0,,
328089,LEONARDOS HOT SPOT,6618 WEST BLVD,58,33.9881,118.3344,1.0,5.0,22.0,11.0,40.0,24.0,34.0,76.0,3.0,3.0,6.0,1.0,6.0,46.0,,11.0,,,6.0,,72.0,247.0,,29.0,35.0,,15.0,17.0,22.0,10.0,21.0,36.0,
328091,ARETAMA NITE CLUB,2416 BELLEVUE AVE APT 217,58,34.0746,118.271,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
328094,ILOPANGO,900 N VERMONT AVE,58,34.0898,118.294,5.0,4.0,17.0,9.0,20.0,25.0,30.0,52.0,2.0,1.0,2.0,,6.0,14.0,,3.0,,,3.0,,36.0,129.0,,24.0,27.0,,24.0,9.0,32.0,3.0,2.0,7.0,1.0
328107,CHI DYNASTY,1813 HILLHURST AVE,58,34.1038,118.2875,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328132,ELGIN TEXAS BARBECUE,2164 W FLORENCE AVE,58,33.9531,118.3077,5.0,5.0,20.0,20.0,30.0,37.0,30.0,77.0,2.0,1.0,1.0,1.0,5.0,35.0,,5.0,,,,,73.0,219.0,,41.0,41.0,,6.0,12.0,10.0,4.0,15.0,42.0,
328185,TEN TEN HOUSE,8310 W 3RD ST,58,34.0725,118.3704,,,,,1.0,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
328191,WHITTAKER LEROY,10800 S SAN PEDRO ST,58,33.9381,118.2693,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328203,GENGHIS COHEN RESTAURANT INC,740 N FAIRFAX AVE,58,34.0844,118.3612,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328206,GARFIELD STEVE,8719 SANTA MONICA BLVD,58,34.0873,118.3807,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328208,ROSSO E NERO INC,7371 MELROSE AVE,58,34.0835,118.3504,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328222,REMOLINO BAR,604 E 7TH ST,58,34.0404,118.2467,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328230,TAKAYA RESTAURANT,305 E 1ST ST,58,34.0629,118.2381,1.0,5.0,16.0,5.0,27.0,13.0,48.0,71.0,11.0,1.0,4.0,1.0,7.0,19.0,,5.0,,,,,16.0,68.0,,9.0,30.0,,5.0,17.0,19.0,15.0,3.0,6.0,4.0
328231,TITIS RESTAURANT,456 S HILL,58,34.0444,118.2406,,4.0,6.0,,21.0,7.0,24.0,33.0,4.0,2.0,2.0,1.0,1.0,2.0,,2.0,,,3.0,,13.0,29.0,,6.0,7.0,,3.0,2.0,10.0,3.0,5.0,3.0,1.0
328238,KIM KEE RESTAURANT,676 N SPRING ST,58,34.0593,118.2379,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328240,KEI CORPORATION,110 S CENTRAL AVE,58,34.0629,118.2381,1.0,5.0,16.0,5.0,27.0,13.0,48.0,71.0,11.0,1.0,4.0,1.0,7.0,19.0,,5.0,,,,,16.0,68.0,,9.0,30.0,,5.0,17.0,19.0,15.0,3.0,6.0,4.0
328253,PEPE TAM,9411 W PICO BLVD,58,34.0554,118.3941,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328259,PANTRYS PIZZA,1976 S LA CIENEGA BLVD,58,34.0408,118.3766,,,1.0,,,3.0,1.0,1.0,,,,,,,,2.0,,,,,2.0,9.0,,,1.0,,3.0,,,,,,
328272,RIB STOP,8739 LA TIJERA BLVD,58,33.9576,118.3941,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,
328289,GYRO TIME,5581 W MANCHESTER AVE,58,33.96,118.37799999999999,,,1.0,,2.0,,12.0,5.0,1.0,,,1.0,1.0,1.0,,,,,,,12.0,3.0,,,1.0,,,,1.0,,1.0,,
328291,WOK EXPRESS,6511 1/4 S SEPULVEDA BLVD,58,33.9629,118.3924,2.0,3.0,13.0,17.0,31.0,27.0,38.0,97.0,2.0,12.0,10.0,,15.0,29.0,,9.0,,,,,52.0,344.0,,30.0,20.0,,24.0,23.0,43.0,10.0,13.0,11.0,
328293,CAFE TIJUANA,4402 HUNTINGTON DR S,58,34.0817,118.19,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
328314,COJUTEPEQUE RESTAURANT,2610 W 3RD ST,58,34.0656,118.2783,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
328317,MIDAMI JAPANESE RESTAURANT,3922 W 3RD ST,58,34.0688,118.2994,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,
328322,LAS TUNAS RESTAURANT,3603 W 3RD ST,58,34.0691,118.2943,,,5.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
328325,LUNG WOOL DO RESTAURANT,232 S AVENUE 57,58,34.1065,118.1924,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328326,THAI KITCHEN,851 S VERMONT AVE,58,34.0597,118.3013,2.0,2.0,11.0,1.0,13.0,17.0,30.0,29.0,2.0,2.0,1.0,,11.0,18.0,,4.0,,,4.0,,31.0,74.0,,6.0,12.0,,8.0,7.0,23.0,10.0,6.0,9.0,
328327,HAN BAT SHUL LUNG TANG,4163 W 5TH ST,58,34.0654,118.3095,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
328341,ALTA ENTERPRISES INC,3959 WILSHIRE BLVD,58,34.0618,118.3131,,,3.0,,4.0,5.0,10.0,8.0,2.0,,,,,,,1.0,,,,,12.0,9.0,,,2.0,,1.0,3.0,2.0,,,,
328354,KKANGTONGSOKAEBARAN,3601 W 6TH ST,58,34.0664,118.31,,4.0,11.0,3.0,13.0,10.0,29.0,31.0,2.0,1.0,3.0,2.0,4.0,22.0,,6.0,,,2.0,,26.0,69.0,,2.0,10.0,,7.0,8.0,28.0,6.0,3.0,6.0,
328360,ZODIAC ROOM,1903 W OLYMPIC BLVD,58,34.0509,118.2777,,,,,,,5.0,,,,1.0,,,,,,,,5.0,,,2.0,,1.0,,,,1.0,,,,,
328369,TAZUMAL CAFE,1705 W PICO BLVD,58,34.0452,118.2779,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
328370,NAM GUNG,3514 W 8TH ST,58,34.0575,118.307,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,
328376,FILL MORE FINGERS,3790 WILSHIRE BLVD,58,34.0615,118.3087,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
328381,PARK VIEW CAFE DELI,3012 WILSHIRE BLVD,58,34.0616,118.2872,,,,,,,2.0,4.0,,2.0,,,,4.0,,6.0,,,1.0,,4.0,20.0,,2.0,3.0,,1.0,3.0,1.0,2.0,1.0,1.0,
328391,NAK WON HOUSE,1001 S VERMONT AVE,58,34.0524,118.2917,,,4.0,,2.0,,4.0,4.0,1.0,,,,1.0,,,,,,,,5.0,1.0,,1.0,,,,4.0,5.0,2.0,,,
328392,NUNO PASCUAL,1201 VENICE BLVD,58,34.048,118.2932,4.0,5.0,28.0,13.0,32.0,26.0,31.0,60.0,2.0,2.0,1.0,,8.0,18.0,,5.0,,,3.0,,61.0,122.0,,13.0,38.0,,6.0,10.0,32.0,2.0,5.0,2.0,
328395,DORAJI BEER BAR,2122 W 11TH ST,58,34.048,118.2932,4.0,5.0,28.0,13.0,32.0,26.0,31.0,60.0,2.0,2.0,1.0,,8.0,18.0,,5.0,,,3.0,,61.0,122.0,,13.0,38.0,,6.0,10.0,32.0,2.0,5.0,2.0,
328401,MING PALACE RESTAURANT,4170 BEVERLY BLVD,58,34.0761,118.2999,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328404,CHIK KABBAB,3603 W 6TH ST,58,34.0637,118.3005,,,2.0,,2.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
328408,TIPP THAI CUISINE,2034 VALLEY ST,58,34.0645,118.271,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
328429,MOSTLY YOGURT,8400 LINCOLN BLVD,58,33.9615,118.4205,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,
328430,FOOD SNACK BAR,13344 S MAIN ST,58,33.9108,118.2737,,,,,,,2.0,3.0,,,,,,1.0,,1.0,,,,,,4.0,,,,,,1.0,,,,,
328434,LAS MARAQUIEAS RESTAURANT,107 W 5TH ST,58,34.0469,118.2486,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328438,NINE ZERO SEVEN CLUB,907 S HILL ST,58,34.0429,118.2574,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
328441,TACO FACTORY,6254 SANTA MONICA BLVD,58,34.0907,118.3222,4.0,,14.0,8.0,22.0,29.0,24.0,44.0,2.0,1.0,,,4.0,13.0,,3.0,,,3.0,,44.0,139.0,,19.0,11.0,,69.0,29.0,8.0,2.0,4.0,6.0,4.0
328444,EL NUEVO ATECOZOL RESTAURANT,371 N WESTERN AVE,58,34.0777,118.3093,,,,1.0,1.0,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
328461,COFFEE MOCCA,1123 VINE ST,58,34.0914,118.3267,,,1.0,,3.0,,2.0,,,,,,,1.0,,,,,,,6.0,2.0,,,1.0,,1.0,3.0,4.0,,,,
328467,ZUMAYAS MEXICAN CUISINE,5722 MELROSE AVE,58,34.0833,118.3242,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328471,LE PETIT GREEK RESTAURANT,127 N LARCHMONT BLVD,58,34.0735,118.3238,,,1.0,,,,3.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,
328483,HUNGRYS BURGER,6248 SANTA MONICA BLVD,58,34.0906,118.3254,,,,,,,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,2.0,1.0,,,,
328489,SUL AK JUNG RESTAURANT,379 N WESTERN AVE,58,34.0778,118.3093,1.0,,,,1.0,2.0,4.0,2.0,,1.0,,,,4.0,,,,,,,3.0,5.0,,,1.0,,,,1.0,,2.0,,
328491,THREE CLUBS INC,1123 VINE ST STE 1,58,34.0914,118.3267,,,1.0,,3.0,,2.0,,,,,,,1.0,,,,,,,6.0,2.0,,,1.0,,1.0,3.0,4.0,,,,
328495,PRIZZIS PICCAS,5923 FRANKLIN AVE,58,34.1053,118.3185,,,,,,,3.0,,,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,
328499,SOMMITH RESTAURANT,474 N WESTERN AVE,58,34.0795,118.3089,,,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
328507,INTREPID SLUG INC,6530 W SUNSET BLVD,58,34.0978,118.3326,,,,,,1.0,2.0,,,,,,,,,,,,,,,2.0,,,,,3.0,,,,,,
328508,SIAM GARDEN RESTAURANT,6268 W SUNSET BLVD,58,34.0978,118.3256,,,,,,,10.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
328510,SUSIES FOOD TO GO,905 SEWARD ST,58,34.0873,118.3333,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328511,NOSHI SUSHI,4430 BEVERLY BLVD,58,34.0761,118.305,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,2.0,,,,2.0,,,,,,,,
328520,MARIANO ROCKY INC,3377 WILSHIRE BLVD,58,34.0619,118.2973,,,,,3.0,1.0,14.0,4.0,,,,,,2.0,,1.0,,,1.0,,2.0,6.0,,,,,,6.0,1.0,1.0,,,
328528,JENEFERS BAR & GRILL INC,1055 WILSHIRE BLVD,58,34.0522,118.2628,,,1.0,,,1.0,6.0,3.0,3.0,5.0,3.0,2.0,4.0,19.0,,11.0,,,,,3.0,32.0,,1.0,1.0,,2.0,2.0,10.0,34.0,3.0,12.0,
328535,LOS ARRIEROS RESTAURANT,2619 W SUNSET BLVD,58,34.0801,118.2698,,,1.0,,,1.0,3.0,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,2.0,,,,
328538,EL HERRADERO,1744 W 6TH ST,58,34.0578,118.2713,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
328545,CUSCATLAN CAFE,2200 W 8TH ST,58,34.0627,118.2768,1.0,4.0,12.0,5.0,13.0,4.0,27.0,24.0,4.0,,,,7.0,24.0,,2.0,,,,,32.0,54.0,,2.0,12.0,,2.0,4.0,40.0,13.0,6.0,7.0,
328546,UNION SNACK SHOP,1610 W 7TH ST,58,34.0539,118.2714,,3.0,6.0,,20.0,4.0,1.0,13.0,,,,,,4.0,,,,,,,2.0,11.0,,2.0,1.0,,1.0,1.0,1.0,,,,
328552,BAMBOO BROILER FILIPINO BBQ,2206 W SUNSET BLVD,58,34.0779,118.2662,,,2.0,,,1.0,5.0,1.0,,1.0,,,,1.0,,,,,,,2.0,,,,,,,3.0,4.0,,,,
328553,TIVEREIDS NIGHT CLUB,756 S ALVARADO ST,58,34.0555,118.2772,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328557,HO HO FISH & DELI INC,1309 LOGAN ST,58,34.0791,118.2597,6.0,5.0,35.0,14.0,40.0,39.0,50.0,106.0,2.0,2.0,3.0,2.0,9.0,41.0,,6.0,,,3.0,,57.0,373.0,,22.0,83.0,,50.0,35.0,40.0,21.0,7.0,18.0,2.0
328558,HILLS BURGER RESTAURANT,2024 W 7TH ST,58,34.0559,118.27600000000001,,3.0,,,2.0,,2.0,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,
328569,EAST GARDEN,2005 W 8TH ST,58,34.0545,118.2767,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,
328570,RED 8 RESTAURANT,1714 W TEMPLE ST,58,34.0686,118.2634,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
328571,KING BOWL,2214 W SUNSET BLVD,58,34.0779,118.2662,,,2.0,,,1.0,5.0,1.0,,1.0,,,,1.0,,,,,,,2.0,,,,,,,3.0,4.0,,,,
328574,FOO CHOW RESTAURANT,949 N HILL ST,58,34.0656,118.2382,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328580,MOUNTAIN CAFE,3055 W 8TH ST,58,34.0578,118.2932,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
328596,CHINESE ROYAL,3278 W SLAUSON AVE,58,33.9889,118.3292,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328602,M&N CREOLE RESTAURANT,2707 W 54TH ST,58,33.9933,118.3227,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,1.0,
328603,BANK COCKTAIL LOUNGE,4732 S NORMANDIE AVE,58,34.0027,118.2865,4.0,6.0,33.0,18.0,27.0,17.0,34.0,56.0,2.0,,3.0,,3.0,18.0,,2.0,,,6.0,,40.0,106.0,,26.0,19.0,,8.0,11.0,12.0,3.0,2.0,25.0,
328662,CIROS RESTAURANT,705 N EVERGREEN AVE,58,34.0468,118.1985,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328704,LOS LLENITOS,5018 WHITTIER BLVD,58,34.021,118.161,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
328717,BOCA DEL RIO,3706 WHITTIER BLVD,58,34.0242,118.1933,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,5.0,,,,
328718,LOS MOLCAJETES,3401 E 1ST ST,58,34.0372,118.1948,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328733,KOI JAPANESE RESTAURANT,225 S MEDNIK AVE,58,34.0264,118.1532,2.0,7.0,26.0,28.0,35.0,26.0,45.0,54.0,3.0,3.0,1.0,1.0,7.0,30.0,,2.0,,,2.0,,44.0,138.0,,39.0,40.0,,3.0,6.0,33.0,6.0,8.0,17.0,
328739,JUANITOS RESTAURANT,4214 FLORAL DR,58,34.044000000000004,118.1753,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
