,Company,Address,SIC2,Latitude,Longitude,NeighborSIC52,NeighborSIC53,NeighborSIC54,NeighborSIC55,NeighborSIC56,NeighborSIC57,NeighborSIC58,NeighborSIC59,NeighborSIC60,NeighborSIC61,NeighborSIC62,NeighborSIC63,NeighborSIC64,NeighborSIC65,NeighborSIC66,NeighborSIC67,NeighborSIC68,NeighborSIC69,NeighborSIC70,NeighborSIC71,NeighborSIC72,NeighborSIC73,NeighborSIC74,NeighborSIC75,NeighborSIC76,NeighborSIC77,NeighborSIC78,NeighborSIC79,NeighborSIC80,NeighborSIC81,NeighborSIC82,NeighborSIC83,NeighborSIC84
48696,CALIFORNIA FRESH DELI INC,10960 WILSHIRE BLVD,58,34.058,118.4459,,,3.0,,2.0,7.0,3.0,7.0,2.0,6.0,10.0,,2.0,40.0,,31.0,,,,,4.0,61.0,,4.0,1.0,,39.0,31.0,5.0,48.0,4.0,2.0,
48734,BENTO EXPRESS INC,649 N NEW HAMPSHIRE AVE,58,34.0826,118.29299999999999,,,,,,,1.0,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,
48850,TACOS GALORE,2214 S CLOVERDALE AVE,58,34.0289,118.3534,2.0,1.0,11.0,18.0,24.0,31.0,27.0,78.0,2.0,2.0,2.0,,6.0,21.0,,5.0,,,4.0,,50.0,185.0,,26.0,39.0,,12.0,12.0,22.0,7.0,9.0,17.0,
48915,DIANE S FOODS INC,5445 E OLYMPIC BLVD,58,34.0157,118.1552,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
48950,SWILL WINE BAR LLC,1820 INDUSTRIAL ST,58,34.0356,118.2339,,,,,1.0,,2.0,2.0,,,,,,2.0,,,,,,,2.0,6.0,,,,,1.0,2.0,,,,,
48952,MIYAKO EXPRESS INC,5600 W MANCHESTER AVE,58,33.9597,118.3789,,,,,,1.0,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
48998,PARK PUB LLC,6301 W 3RD ST,58,34.0713,118.3591,,1.0,,,9.0,,2.0,4.0,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,
49117,BRENTWOOD RESTAURANT & LOUNGE,148 S BARRINGTON AVE,58,34.0646,118.469,,,,,2.0,1.0,6.0,,,1.0,,,,2.0,,1.0,,,,,6.0,2.0,,,2.0,,,,1.0,1.0,,,
49121,PHO 21 II,432 E 2ND ST,58,34.0473,118.23899999999999,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,
49137,SCHOOL FOOD ENTERPRISES INC,621 S WESTERN AVE STE 301,58,34.0627,118.3092,,,1.0,,1.0,,4.0,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,
49158,HUSH,1800 S MAIN ST,58,34.0317,118.2637,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,
49215,HI TEK 26 INC,904 E 11TH ST STE C,58,34.0327,118.2492,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
49229,BAMBOO CREATIONS INC,1548 W PICO BLVD,58,34.0441,118.2761,,,,,,2.0,2.0,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,
49239,SUBWAY SANDWICHES & SALADS,8781 W PICO BLVD,58,34.0548,118.3833,,,,,,1.0,2.0,3.0,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,
49308,COUNTRY CLUB,805 S GENESEE AVE,58,34.0607,118.3595,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
49368,YUM YUM EXPRESS,287 S ATLANTIC BLVD,58,34.0325,118.1536,,,1.0,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
49388,SUSHI KINGZ,3357 CAHUENGA BLVD W,58,34.1309,118.3512,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,2.0,2.0,,,,,1.0,,,,,,
49400,DAMORES PIZZA,8369 W 3RD ST,58,34.073,118.3724,,,1.0,,1.0,,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
49502,RAYS HAIR LOUNGE,3351 DESCANSO DR,58,34.0791,118.2597,6.0,5.0,35.0,14.0,40.0,39.0,50.0,106.0,2.0,2.0,3.0,2.0,9.0,41.0,,6.0,,,3.0,,57.0,373.0,,22.0,83.0,,50.0,35.0,40.0,21.0,7.0,18.0,2.0
49507,CHARM MILL CORP,3465 W 6TH ST STE 150,58,34.0637,118.29700000000001,,,3.0,,8.0,2.0,9.0,6.0,,,,,,1.0,,3.0,,,,,7.0,4.0,,,,,,5.0,,,1.0,,
49614,FRIDAS MEXICAN RESTAURANT,1100 S BEVERLY DR STE 208,58,34.056999999999995,118.3965,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,5.0,2.0,,2.0,,,,3.0,1.0,,1.0,1.0,
49720,NATHANS FAMOUS KOSHER REST,9216 W PICO BLVD,58,34.0551,118.3925,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
49775,HOUSE OF PHO,818 N SPRING ST STE 103,58,34.0624,118.2364,,,,,3.0,,3.0,5.0,,,,,,,,1.0,,,,,2.0,6.0,,,,,,2.0,,,,,
49787,SORABOL KOREAN RESTAURANT,10250 STA MON BLVD,58,34.0601,118.4202,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
49798,CABANA CLUB,6714 HOLLYWOOD BLVD,58,34.1014,118.3366,,,,,,,4.0,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,
49803,SUSANAS RESTAURANT,5218 S VERMONT AVE,58,33.9948,118.2913,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
49804,TACOS Y MARISCOS EL RINCON,6407 S VERMONT AVE,58,33.9812,118.292,,,1.0,,,,2.0,,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,
49806,SOUTHWESTERN CHURCH OF GOD,1561 W FLORENCE AVE,58,33.9747,118.304,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
50066,CHATTER BOX,4009 W OLYMPIC BLVD,58,34.054,118.3208,,,,,,2.0,3.0,,,,,,,,,,,,,,3.0,1.0,,,1.0,,,1.0,,,,,
50070,COFFEE QUEEN & SNACKS,6185 N FIGUEROA ST,58,34.115,118.185,,,2.0,,3.0,,2.0,2.0,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,
50106,KARUNA,1193 N VERMONT AVE,58,34.0932,118.2918,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
50220,TENNO SUSHI,207 S CENTRAL AVE,58,34.0629,118.2381,1.0,5.0,16.0,5.0,27.0,13.0,48.0,71.0,11.0,1.0,4.0,1.0,7.0,19.0,,5.0,,,,,16.0,68.0,,9.0,30.0,,5.0,17.0,19.0,15.0,3.0,6.0,4.0
50249,VEGAN HOUSE,2703 W SUNSET BLVD,58,34.0791,118.2597,6.0,5.0,35.0,14.0,40.0,39.0,50.0,106.0,2.0,2.0,3.0,2.0,9.0,41.0,,6.0,,,3.0,,57.0,373.0,,22.0,83.0,,50.0,35.0,40.0,21.0,7.0,18.0,2.0
50258,PAVILION CATERERS,135 N GRAND AVE,58,34.0561,118.2485,,,,,,,7.0,2.0,,,,,,,,,,,,,1.0,2.0,,1.0,,,,8.0,,,,2.0,
50296,EL CASERIO SILVER LAKE,401 SILVER LAKE BLVD,58,34.0778,118.2802,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
50317,TONKATSU HOUSE,928 S WESTERN AVE STE 127,58,34.0548,118.3089,,,7.0,,70.0,5.0,23.0,39.0,1.0,,,,1.0,3.0,,2.0,,,,,11.0,8.0,,1.0,,,1.0,,5.0,,,,
50328,LA WHITE CASTLE MUSIC INC,6206 MARYLAND DR,58,34.073,118.3719,3.0,2.0,12.0,6.0,40.0,55.0,54.0,84.0,3.0,3.0,9.0,,9.0,50.0,,20.0,,,4.0,,76.0,247.0,,8.0,30.0,,67.0,25.0,55.0,23.0,9.0,13.0,3.0
50333,SENOR CANTIAN,418 E 1ST ST,58,34.049,118.2389,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
50357,GARCIA MARIA ELENA,109 E PICO BLVD,58,34.0363,118.2601,,,,1.0,13.0,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,
50377,CAFE BLEU,3470 W 6TH ST STE 8B,58,34.0634,118.2972,,,5.0,1.0,1.0,2.0,14.0,3.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,,3.0,,,,,
50413,SUBWAY SANDWHICHES SALADS,2112 BEVERLY BLVD,58,34.0668,118.2704,,,1.0,,,,2.0,2.0,,,,,,5.0,,2.0,,,,,1.0,7.0,,,1.0,,1.0,,65.0,3.0,,2.0,
50422,LA BONITA RESTAURANT 2,4874 SANTA MONICA BLVD,58,34.0907,118.2955,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
50458,MAI MEXICAN RESTAURANT,633 S SPRING ST,58,34.0447,118.25200000000001,,4.0,9.0,2.0,65.0,7.0,31.0,56.0,6.0,3.0,,,,9.0,,1.0,,,1.0,,10.0,20.0,,,7.0,,,5.0,2.0,5.0,3.0,2.0,
50468,MARGARITAS MEXICAN FOOD,2101 W PICO BLVD STE 5,58,34.0474,118.2828,,,,,4.0,,1.0,,,,,,3.0,,,,,,,,5.0,3.0,,,,,,,1.0,,,,
50599,HWAL A KWANG JANG,730 S WESTERN AVE STE 101,58,34.0588,118.3089,,,4.0,,2.0,1.0,4.0,4.0,,,,,2.0,,,,,,,,6.0,6.0,,1.0,,,,,8.0,1.0,,,
50655,COCO BONGO,3311 S MAIN ST,58,34.0191,118.2723,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
50756,EL GUANAQUITO NO 2,6706 S NORMANDIE AVE,58,33.9783,118.3001,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
50763,GILLI INC,833 TOWNE AVE,58,34.0366,118.24799999999999,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
50792,LOTERIA GRILL HOLLYWOOD,6627 HOLLYWOOD BLVD,58,34.1016,118.3345,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
50865,PHROS,2999 W 6TH ST,58,34.0638,118.2868,,,2.0,,3.0,,1.0,2.0,1.0,,,,1.0,,,,,,,,3.0,,,,,,,1.0,,,,,
50906,MOBILE BEVERAGE SERVICE,7237 FRANKLIN AVE APT 11,58,34.1035,118.3469,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,
50917,SUBWAY SANDWHICHES SALADS,1101 S VERMONT AVE,58,34.0506,118.2917,,1.0,1.0,,1.0,4.0,4.0,2.0,1.0,,,1.0,,,,,,,,,3.0,6.0,,,1.0,,,6.0,4.0,2.0,,,
50940,RINCON DE LOS SABORES REST,1919 W 7TH ST,58,34.0557,118.2747,,,5.0,,8.0,2.0,2.0,3.0,,,,,1.0,1.0,,,,,,,5.0,2.0,,2.0,,,,1.0,4.0,2.0,,,
51034,TACOS MEXICO,3660 BEVERLY BLVD,58,34.0761,118.2881,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
51062,YEJINE KIMCHI,903 S VERMONT AVE,58,34.0557,118.2917,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
51271,WHERES DINNER PRODUCTIONS LLC,8225 BEVERLY BLVD,58,34.0762,118.3688,,,,,,1.0,4.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,
51373,YOGURTLAND,10250 SANTA MONICA BLVD,58,34.06,118.4197,1.0,6.0,16.0,1.0,151.0,13.0,55.0,129.0,1.0,1.0,1.0,,1.0,4.0,,,,,,,23.0,18.0,,3.0,5.0,,2.0,3.0,4.0,,2.0,,3.0
51447,3424 WILSHIRE LLC,3424 WILSHIRE BLVD,58,34.0616,118.2982,,,,,,1.0,3.0,,,1.0,1.0,,,11.0,,6.0,,,,,1.0,2.0,,1.0,,,,1.0,2.0,2.0,3.0,4.0,
51470,DOWNTOWN RESTAURANT GROUP,6266 W SUNSET BLVD,58,34.0978,118.3255,,,1.0,,1.0,,1.0,3.0,,,,,,1.0,,,,,,,,5.0,,,1.0,,2.0,2.0,,,,,
51500,STARBUCKS CORPORATION,555 W 5TH ST,58,34.0501,118.2535,,,2.0,2.0,1.0,4.0,5.0,6.0,2.0,4.0,6.0,2.0,,23.0,,27.0,,,,,5.0,43.0,,3.0,3.0,,3.0,4.0,18.0,323.0,3.0,4.0,
51519,GOURMET FETISHES,2954 MOTOR AVE,58,34.0345,118.4264,7.0,1.0,10.0,12.0,32.0,23.0,41.0,88.0,1.0,5.0,7.0,,11.0,49.0,,16.0,,,3.0,,44.0,291.0,,19.0,22.0,,50.0,34.0,53.0,29.0,11.0,12.0,1.0
51524,VALENTINA MEXICAN GRILL,2719 S VERMONT AVE,58,34.0283,118.2883,2.0,3.0,14.0,16.0,37.0,14.0,28.0,46.0,2.0,1.0,2.0,,8.0,23.0,,7.0,,,1.0,,30.0,118.0,,10.0,14.0,,14.0,7.0,16.0,1.0,17.0,19.0,2.0
51567,CARLS JR,708 S BROADWAY,58,34.0448,118.2534,,,1.0,,1.0,,3.0,1.0,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,
51599,1 TABLE DHOTE LLC,2711 DELOR RD,58,34.1098,118.2291,4.0,3.0,14.0,14.0,23.0,24.0,19.0,59.0,2.0,2.0,2.0,1.0,3.0,13.0,,6.0,,,,,29.0,260.0,,20.0,38.0,,29.0,15.0,18.0,5.0,8.0,15.0,1.0
51674,PHILIPPE CHOW,8284 MELROSE AVE,58,34.0835,118.3698,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
51690,PRONTOS MEX INC,110 W EL SEGUNDO BLVD,58,33.9162,118.2743,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
51746,SI LAA,1128 S ROBERTSON BLVD,58,34.0567,118.3836,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
51755,BIG MAMAS & PAPAS PIZZARIA L,5051 HOLLYWOOD BLVD,58,34.1061,118.291,2.0,2.0,8.0,11.0,27.0,29.0,41.0,67.0,3.0,2.0,3.0,,5.0,29.0,,13.0,,,1.0,,58.0,347.0,,20.0,32.0,,55.0,39.0,56.0,12.0,12.0,12.0,2.0
51802,BOBBY LONDON,4574 BEVERLY BLVD,58,34.0761,118.3087,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
51847,TAMS 8 JIMS,4301 S FIGUEROA ST STE H,58,34.0052,118.2829,,,,,,,3.0,4.0,,,,,,,,,,,,,3.0,,,,,,,,5.0,,1.0,,
51891,ANKUSH CHHABRA INC,12222 WILSHIRE BLVD,58,34.043,118.4684,,,2.0,,1.0,2.0,6.0,,,,,,,1.0,,1.0,,,,,,5.0,,,,,,,3.0,1.0,,,
51925,YAMMY PIZZA,6767 W SUNSET BLVD,58,34.0981,118.3382,,1.0,2.0,1.0,1.0,5.0,5.0,5.0,,,1.0,,3.0,2.0,,4.0,,,,,8.0,20.0,,1.0,1.0,,3.0,10.0,5.0,1.0,2.0,1.0,
52217,CAIRN INTERNATIONAL CAFE,1422 N NEW HAMPSHIRE AVE,58,34.1061,118.291,2.0,2.0,8.0,11.0,27.0,29.0,41.0,67.0,3.0,2.0,3.0,,5.0,29.0,,13.0,,,1.0,,58.0,347.0,,20.0,32.0,,55.0,39.0,56.0,12.0,12.0,12.0,2.0
52331,LA LUNA COLLECTIVE LOUNGE,7406 MELROSE AVE,58,34.0834,118.3514,,,,,8.0,,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,
52338,LAS GUANAQUITAS,6220 S MAIN ST,58,33.983000000000004,118.2737,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
52345,MADHUS DASPRAKASH,12217 SANTA MONICA BLVD,58,34.04,118.4647,1.0,,,,,1.0,3.0,5.0,,,,,,2.0,,,,,,,2.0,1.0,,,1.0,,,,,,1.0,,
52355,HAMAKAZE,13327 W WASHINGTON BLVD,58,34.0011,118.4303,5.0,1.0,28.0,18.0,19.0,38.0,42.0,104.0,1.0,2.0,5.0,,14.0,44.0,,12.0,,,3.0,,65.0,444.0,,24.0,35.0,,59.0,36.0,59.0,13.0,13.0,17.0,1.0
52388,TUTTY FRUITTY,4770 E CESAR E CHAVEZ AVE,58,34.0404,118.1625,,,2.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
52434,GO BURGER,1480 VINE ST,58,34.0977,118.3264,,,,,,,1.0,1.0,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,
52438,MIYAKO,2212 W SUNSET BLVD,58,34.0779,118.2602,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
52439,WEST HOLLYWOOD,801 N FAIRFAX AVE,58,34.0856,118.3616,,,2.0,,1.0,,2.0,1.0,,,,,,2.0,,1.0,,,,,,3.0,,1.0,,,,2.0,,,,,
52522,PATRICK BEATRICE C,5959 W CENTURY BLVD,58,33.9457,118.3878,2.0,,,2.0,1.0,7.0,3.0,14.0,,12.0,10.0,2.0,1.0,17.0,,10.0,,,2.0,,5.0,61.0,,3.0,2.0,,6.0,7.0,4.0,23.0,3.0,3.0,
52622,YOO SUNG KYUM,2664 GRIFFITH PARK BLVD,58,34.1066,118.272,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
52696,CEC ENTERTAINMENT INC,1040 N FAIRFAX AVE 318,58,34.0896,118.3612,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,2.0,3.0,,,,
52713,SENNSATIONS INC,637 N CURSON AVE,58,34.0825,118.3554,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
52735,KALBI BBQ INC,703 S VERMONT AVE,58,34.0596,118.2917,,,,1.0,,,3.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
52814,JIAN BARBECUE,8256 BEVERLY BLVD,58,34.0759,118.3694,,,,,,,6.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
52829,RCL RESTAURANT CORP,5080 LEMON GROVE AVE,58,34.0898,118.294,5.0,4.0,17.0,9.0,20.0,25.0,30.0,52.0,2.0,1.0,2.0,,6.0,14.0,,3.0,,,3.0,,36.0,129.0,,24.0,27.0,,24.0,9.0,32.0,3.0,2.0,7.0,1.0
52895,MIAYAI BROS RESTAURANT,8061 EASTER AVE,58,34.0408,118.419,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
52912,VAULT LOUNGE LLC,650 S SPRING ST,58,34.0451,118.2515,,,,,,,1.0,5.0,,,,,,1.0,,,,,,,2.0,9.0,,,,,4.0,3.0,1.0,1.0,,,
52998,JO JO EXPRESS,4927 WIOTA ST,58,34.1366,118.1929,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
52999,KABOB EXPRESS,924 W WASHINGTON BLVD,58,34.037,118.2782,,,2.0,,,,3.0,4.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,
53005,JOES DINER,6721 HOLLYWOOD BLVD,58,34.1016,118.3366,,,,,2.0,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,
53007,JOEYS RESTAURANT,6001 HOOPER AVE,58,33.985,118.2522,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
53024,COCO COSTUMES,7119 W SUNSET BLVD,58,34.0981,118.3448,1.0,,2.0,1.0,1.0,,1.0,,,,,,,2.0,,,,,,,3.0,14.0,,1.0,1.0,,7.0,8.0,2.0,,1.0,1.0,
53131,KABAB HOUSE,5575 W MANCHESTER AVE,58,33.96,118.37799999999999,,,1.0,,2.0,,12.0,5.0,1.0,,,1.0,1.0,1.0,,,,,,,12.0,3.0,,,1.0,,,,1.0,,1.0,,
53153,TOTORAKU,10610 W PICO BLVD,58,34.0431,118.4222,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
53164,MALIBU FISH GRILL,8000 W SUNSET BLVD A120,58,34.0978,118.3651,,,2.0,1.0,2.0,1.0,8.0,2.0,,,,,,2.0,,1.0,,,,,12.0,4.0,,1.0,,,8.0,6.0,2.0,,,,
53224,EL JALAPENO INC,854 S VERMONT AVE,58,34.0597,118.3013,2.0,2.0,11.0,1.0,13.0,17.0,30.0,29.0,2.0,2.0,1.0,,11.0,18.0,,4.0,,,4.0,,31.0,74.0,,6.0,12.0,,8.0,7.0,23.0,10.0,6.0,9.0,
53246,SAN WOO CAFE,724 N HILL ST STE 216,58,34.0612,118.2401,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
53264,SINAI GLATT KOSHER CATERING,12233 SANTA MONICA BLVD,58,34.0399,118.4648,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
53356,LA ESTRELLA RESTAURANT,6103 N FIGUEROA ST,58,34.1123,118.1879,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
53380,BONJUK LA,3551 WILSHIRE BLVD,58,34.0618,118.3022,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
53402,PUERTO LA UNION RESTAURANT,3811 W PICO BLVD,58,34.0475,118.3226,,,1.0,,,,2.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,
53457,TAQUERIA EL ATACOR NO 8,6506 WHITTIER BLVD,58,34.015,118.1323,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
53472,MORI SUSHI,11500 W PICO BLVD,58,34.0335,118.4417,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
53520,JOEUN RESTAURANT,210 E OLYMPIC BLVD,58,34.0393,118.2557,,1.0,1.0,,34.0,,4.0,14.0,,,1.0,,,7.0,,1.0,,,,,2.0,8.0,,,1.0,,,1.0,2.0,1.0,2.0,,
53564,THOMPSON RESTAURANT GROUP LLC,862 S LOS ANGELES ST,58,34.041,118.2532,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
53765,ALTHA S GOURMET CATERING SVC,1713 W 109TH PL,58,33.9531,118.3077,5.0,5.0,20.0,20.0,30.0,37.0,30.0,77.0,2.0,1.0,1.0,1.0,5.0,35.0,,5.0,,,,,73.0,219.0,,41.0,41.0,,6.0,12.0,10.0,4.0,15.0,42.0,
53897,JERSEY BOYS INC,10920 WILSHIRE BLVD,58,34.0584,118.4444,1.0,,,,1.0,2.0,5.0,2.0,3.0,1.0,4.0,,4.0,6.0,,4.0,,,,,1.0,19.0,,1.0,,,2.0,1.0,7.0,30.0,16.0,,
53902,LUQUES RESTAURANTE,8474 MELROSE AVE,58,34.0822,118.3754,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
53923,MDR RESTAUARNTS INC,4211 S ALAMEDA ST,58,34.0057,118.2395,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
53955,MASTER CHEF RESTAURANT,937 N HILL ST,58,34.0654,118.2383,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
54043,CKE RESTAURANTS INC,601 W 5TH ST LBBY,58,34.0503,118.2539,,,1.0,,1.0,2.0,5.0,2.0,2.0,,1.0,,1.0,6.0,,6.0,,,1.0,,2.0,10.0,,1.0,,,5.0,1.0,11.0,59.0,,3.0,
54198,COCO & CO,3022 N BROADWAY,58,34.0735,118.21,,,,,,1.0,3.0,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,
54236,ILS WAYPORT INC,4947 HUNTINGTON DR N,58,34.0809,118.1734,2.0,1.0,20.0,15.0,13.0,10.0,23.0,45.0,,2.0,1.0,,2.0,12.0,,2.0,,,2.0,,32.0,122.0,,25.0,40.0,,7.0,6.0,10.0,2.0,4.0,9.0,
54284,SUSHIGIRL PRODUCTIONS LLC,12810 CASWELL AVE APT 202,58,33.9974,118.4385,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,
54400,CALIFORNIA NIGHT LIFE COM,6715 HOLLYWOOD BLVD,58,34.1016,118.3365,1.0,,2.0,1.0,2.0,1.0,4.0,3.0,,,,,,2.0,,,,,,,3.0,6.0,,,,,13.0,8.0,,,1.0,1.0,
54863,TASTY REFRESHMENTS LLC,2449 N BEACHWOOD DR,58,34.1144,118.3216,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,
54929,CAFE MERMAIDS,5050 MAPLEWOOD AVE,58,34.0801,118.3128,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,
54984,FLOR BLANCA RESTAURANT,1279 W JEFFERSON BLVD,58,34.0283,118.2883,2.0,3.0,14.0,16.0,37.0,14.0,28.0,46.0,2.0,1.0,2.0,,8.0,23.0,,7.0,,,1.0,,30.0,118.0,,10.0,14.0,,14.0,7.0,16.0,1.0,17.0,19.0,2.0
55075,SYEEDAS CAKE DESIGNS & CATRG,4900 W SLAUSON AVE,58,33.9874,118.3628,,,1.0,,2.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
55078,DALY KITCHEN,2333 DALY ST,58,34.0724,118.2157,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
55101,KUBAR,6669 HOLLYWOOD BLVD,58,34.1016,118.3353,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
55300,CASABLANCA RESTAURANTE INC,2000 E OLYMPIC BLVD,58,34.0268,118.2368,,,4.0,,,,2.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,
55301,L A SPICE LLC,5651 W MANCHESTER AVE,58,33.96,118.3796,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,
55427,GREY DOGS,12328 DEERBROOK LN,58,34.0748,118.484,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
55437,HERO NET INC,10653 HOLMAN AVE APT 3,58,34.0548,118.4322,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
55465,JJ SEAFOOD RESTAURANT INC,11120 HINDRY AVE STE C,58,33.9341,118.3722,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
55479,KIDS IN SHOW BIZ INC,2304 LAUREL CANYON BLVD,58,34.1127,118.3735,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
55646,CREATIVE COORDINATING,8117 VICKSBURG AVE,58,33.9629,118.3924,2.0,3.0,13.0,17.0,31.0,27.0,38.0,97.0,2.0,12.0,10.0,,15.0,29.0,,9.0,,,,,52.0,344.0,,30.0,20.0,,24.0,23.0,43.0,10.0,13.0,11.0,
55789,ALL JAPANESE AND AMERICANS,5515 DUARTE ST,58,33.9948,118.2294,3.0,2.0,8.0,6.0,7.0,1.0,11.0,13.0,2.0,1.0,,,,8.0,,3.0,,,,,4.0,21.0,,18.0,35.0,,,,5.0,1.0,,4.0,
55886,ELECTRIC BURGER LLC,4915 S WILTON PL,58,33.9985,118.3151,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
55892,LA GUADALUPANA,1422 W 6TH ST,58,34.0562,118.2675,,,,,,,4.0,,,,,,,,,,,,,,2.0,,,,1.0,,,,,1.0,,,
55915,PAPILLES BISTRO,6221 FRANKLIN AVE,58,34.1053,118.3241,,,,1.0,,,4.0,2.0,,,,,,,,,,,,,1.0,1.0,,2.0,,,2.0,1.0,,,,,
