Geo ID,Geographic Area Name, Total population,Median age,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,50 to 54 years,55 to 59 years,60 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over,Percent Under 5 years,Percent 5 to 9 years,Percent 10 to 14 years,Percent 15 to 19 years,Percent 20 to 24 years,Percent 25 to 29 years,Percent 30 to 34 years,Percent 35 to 39 years,Percent 40 to 44 years,Percent 45 to 49 years,Percent 50 to 54 years,Percent 55 to 59 years,Percent 60 to 64 years,Percent 65 to 69 years,Percent 70 to 74 years,Percent 75 to 79 years,Percent 80 to 84 years,Percent 85 years and over
8600000US93727,93727,84449,30.8,7581,7133,6188,5919,6685,6470,6175,5292,4628,4067,3914,3740,2895,2370,1460,1098,1094,9.2,9,8.4,7.3,7,7.9,7.7,7.3,6.3,5.5,4.8,4.6,4.4,3.4,2.8,1.7,1.3,1.3
8600000US93728,93728,16574,30.2,1197,837,930,1407,2201,1380,1026,970,635,1072,1190,702,503,379,205,165,103,10.1,7.2,5.1,5.6,8.5,13.3,8.3,6.2,5.9,3.8,6.5,7.2,4.2,3,2.3,1.2,1,0.6
8600000US93730,93730,12770,42.1,1023,1208,680,407,501,562,1142,862,864,894,884,939,767,420,298,127,509,5.3,8,9.5,5.3,3.2,3.9,4.4,8.9,6.8,6.8,7,6.9,7.4,6,3.3,2.3,1,4
8600000US93901,93901,28194,34.4,2069,1935,1818,1705,2643,1895,2104,1467,1516,1929,1523,1696,1225,763,520,394,785,7.8,7.3,6.9,6.4,6,9.4,6.7,7.5,5.2,5.4,6.8,5.4,6,4.3,2.7,1.8,1.4,2.8
8600000US93905,93905,60531,27.5,6348,6240,5184,4590,4676,4943,5220,3709,3240,2718,2465,1815,1782,762,490,400,289,9.4,10.5,10.3,8.6,7.6,7.7,8.2,8.6,6.1,5.4,4.5,4.1,3,2.9,1.3,0.8,0.7,0.5
8600000US93906,93906,64348,32.1,4797,5691,5009,4932,4596,5174,4926,4203,3845,3767,3299,2967,2132,1522,823,718,888,7.9,7.5,8.8,7.8,7.7,7.1,8,7.7,6.5,6,5.9,5.1,4.6,3.3,2.4,1.3,1.1,1.4
8600000US93907,93907,23299,41.2,990,1850,1788,1471,1249,1415,1385,1375,1593,1530,1870,1700,1575,1068,625,346,351,4.8,4.2,7.9,7.7,6.3,5.4,6.1,5.9,5.9,6.8,6.6,8,7.3,6.8,4.6,2.7,1.5,1.5
8600000US93908,93908,12398,48.4,758,689,744,654,314,558,774,581,831,1068,1038,955,988,881,358,254,351,4.9,6.1,5.6,6,5.3,2.5,4.5,6.2,4.7,6.7,8.6,8.4,7.7,8,7.1,2.9,2,2.8
8600000US93920,93920,1545,35.3,124,97,34,158,104,171,129,116,44,69,61,132,60,97,45,21,0,5.4,8,6.3,2.2,10.2,6.7,11.1,8.3,7.5,2.8,4.5,3.9,8.5,3.9,6.3,2.9,1.4,0
8600000US93921,93921,3316,57.7,40,301,52,0,109,163,152,211,184,234,248,223,336,256,354,145,253,1.7,1.2,9.1,1.6,0,3.3,4.9,4.6,6.4,5.5,7.1,7.5,6.7,10.1,7.7,10.7,4.4,7.6
8600000US93923,93923,12837,59.6,528,769,680,207,181,219,368,783,734,654,919,918,1368,1121,957,732,1284,3.2,4.1,6,5.3,1.6,1.4,1.7,2.9,6.1,5.7,5.1,7.2,7.2,10.7,8.7,7.5,5.7,10
8600000US93924,93924,6514,54.1,268,459,443,173,233,58,166,519,326,500,624,588,750,608,226,230,127,3.3,4.1,7,6.8,2.7,3.6,0.9,2.5,8,5,7.7,9.6,9,11.5,9.3,3.5,3.5,1.9
8600000US93925,93925,2073,29.4,176,209,210,167,148,181,114,71,158,154,121,94,38,30,2,33,4,7.9,8.5,10.1,10.1,8.1,7.1,8.7,5.5,3.4,7.6,7.4,5.8,4.5,1.8,1.4,0.1,1.6,0.2
8600000US93926,93926,9171,30.5,815,799,743,841,513,925,504,580,728,400,432,413,206,143,86,138,126,8.5,8.9,8.7,8.1,9.2,5.6,10.1,5.5,6.3,7.9,4.4,4.7,4.5,2.2,1.6,0.9,1.5,1.4
8600000US93927,93927,18812,27.6,2170,1567,1392,1349,1769,1405,1241,1193,795,757,960,910,606,280,200,46,100,11,11.5,8.3,7.4,7.2,9.4,7.5,6.6,6.3,4.2,4,5.1,4.8,3.2,1.5,1.1,0.2,0.5
8600000US93928,93928,854,25.2,34,0,44,328,288,66,94,0,0,0,0,0,0,0,0,0,0,0,4,0,5.2,38.4,33.7,7.7,11,0,0,0,0,0,0,0,0,0,0
8600000US93930,93930,17067,30.3,1611,1234,1566,1215,1260,1215,1247,1391,959,966,814,679,634,287,189,108,163,9,9.4,7.2,9.2,7.1,7.4,7.1,7.3,8.2,5.6,5.7,4.8,4,3.7,1.7,1.1,0.6,1
8600000US93932,93932,709,38.9,57,86,53,15,45,15,47,0,63,77,36,27,67,15,47,22,0,5.2,8,12.1,7.5,2.1,6.3,2.1,6.6,0,8.9,10.9,5.1,3.8,9.4,2.1,6.6,3.1,0
8600000US93933,93933,25442,33.5,1490,1533,1744,2635,1742,1914,1563,1544,1396,1318,1535,1457,994,921,518,567,479,8.2,5.9,6,6.9,10.4,6.8,7.5,6.1,6.1,5.5,5.2,6,5.7,3.9,3.6,2,2.2,1.9
8600000US93940,93940,32236,39.8,1560,1152,1713,2652,3075,2472,2055,1811,1484,2054,2256,2157,1977,1365,1303,705,932,4.7,4.8,3.6,5.3,8.2,9.5,7.7,6.4,5.6,4.6,6.4,7,6.7,6.1,4.2,4,2.2,2.9
8600000US93943,93943,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8600000US93950,93950,15547,48.9,1097,791,706,620,544,1002,717,895,1034,1051,1161,1121,1520,1040,535,497,669,3.5,7.1,5.1,4.5,4,3.5,6.4,4.6,5.8,6.7,6.8,7.5,7.2,9.8,6.7,3.4,3.2,4.3
8600000US93953,93953,4028,60.1,192,188,289,199,103,75,184,150,193,136,277,369,518,313,290,289,241,0.5,4.8,4.7,7.2,4.9,2.6,1.9,4.6,3.7,4.8,3.4,6.9,9.2,12.9,7.8,7.2,7.2,6
8600000US93954,93954,551,26.7,55,55,48,37,25,50,12,38,38,10,45,29,17,2,19,0,0,12.9,10,10,8.7,6.7,4.5,9.1,2.2,6.9,6.9,1.8,8.2,5.3,3.1,0.4,3.4,0,0
8600000US93955,93955,34566,32.8,2368,2041,2653,2395,3311,2787,2195,2216,1937,2005,2201,1728,1317,785,493,535,673,8.5,6.9,5.9,7.7,6.9,9.6,8.1,6.4,6.4,5.6,5.8,6.4,5,3.8,2.3,1.4,1.5,1.9
8600000US93960,93960,26966,35.9,1476,2028,1700,1758,1895,2475,2237,2413,2651,2224,1739,988,578,426,304,294,104,6.2,5.5,7.5,6.3,6.5,7,9.2,8.3,8.9,9.8,8.2,6.4,3.7,2.1,1.6,1.1,1.1,0.4
8600000US93962,93962,414,47.8,0,9,40,90,0,0,12,0,130,8,7,24,0,46,24,24,0,0,0,2.2,9.7,21.7,0,0,2.9,0,31.4,1.9,1.7,5.8,0,11.1,5.8,5.8,0
8600000US94002,94002,27155,41,1656,1996,1510,1018,1103,2331,2227,1889,2157,1818,1985,1425,1459,1118,733,532,706,5.5,6.1,7.4,5.6,3.7,4.1,8.6,8.2,7,7.9,6.7,7.3,5.2,5.4,4.1,2.7,2,2.6
8600000US94005,94005,4697,46.6,335,99,149,114,190,235,536,246,417,280,545,402,304,225,105,67,115,7.1,7.1,2.1,3.2,2.4,4,5,11.4,5.2,8.9,6,11.6,8.6,6.5,4.8,2.2,1.4,2.4
8600000US94010,94010,42760,41.9,2846,3111,2645,1288,2243,2552,2897,3443,3502,3088,2871,2711,2091,1648,1545,820,1064,5.6,6.7,7.3,6.2,3,5.2,6,6.8,8.1,8.2,7.2,6.7,6.3,4.9,3.9,3.6,1.9,2.5
8600000US94014,94014,49170,39.5,1945,2638,2211,3664,4127,4767,3299,2973,2614,3297,3437,3593,2630,1867,1505,1183,1170,4.6,4,5.4,4.5,7.5,8.4,9.7,6.7,6,5.3,6.7,7,7.3,5.3,3.8,3.1,2.4,2.4
8600000US94015,94015,65041,39.8,2708,2503,3112,5229,5942,5124,5211,3941,4030,4363,4824,4125,3870,2321,1940,1278,1660,4.4,4.2,3.8,4.8,8,9.1,7.9,8,6.1,6.2,6.7,7.4,6.3,6,3.6,3,2,2.6
8600000US94019,94019,20512,46.2,982,1143,1404,944,1122,675,1217,1516,1539,1295,1989,1744,1290,1301,810,353,289,4.4,4.8,5.6,6.8,4.6,5.5,3.3,5.9,7.4,7.5,6.3,9.7,8.5,6.3,6.3,3.9,1.7,1.4
8600000US94020,94020,1697,52.2,61,15,30,66,95,157,82,150,88,51,221,172,172,124,34,13,69,5.7,3.6,0.9,1.8,3.9,5.6,9.3,4.8,8.8,5.2,3,13,10.1,10.1,7.3,2,0.8,4.1
8600000US94021,94021,511,53.1,0,0,39,40,0,33,0,15,95,127,63,47,26,26,0,0,0,0,0,0,7.6,7.8,0,6.5,0,2.9,18.6,24.9,12.3,9.2,5.1,5.1,0,0,0
8600000US94022,94022,19406,47.8,1364,1631,1261,425,662,689,1005,1216,1684,1532,1484,1143,1220,1206,921,686,671,3.1,7,8.4,6.5,2.2,3.4,3.6,5.2,6.3,8.7,7.9,7.6,5.9,6.3,6.2,4.7,3.5,3.5
8600000US94024,94024,23675,46.6,1684,2305,1420,766,797,593,1035,1506,2236,1880,1980,1823,1299,1110,999,627,571,4.4,7.1,9.7,6,3.2,3.4,2.5,4.4,6.4,9.4,7.9,8.4,7.7,5.5,4.7,4.2,2.6,2.4
8600000US94025,94025,43392,38.3,2971,3372,2116,2290,2504,2923,3125,2882,3509,2840,2692,2766,1871,1358,1066,933,956,7.4,6.8,7.8,4.9,5.3,5.8,6.7,7.2,6.6,8.1,6.5,6.2,6.4,4.3,3.1,2.5,2.2,2.2
8600000US94027,94027,7415,46.8,364,639,677,425,202,149,293,444,590,540,572,536,567,420,147,155,373,4.3,4.9,8.6,9.1,5.7,2.7,2,4,6,8,7.3,7.7,7.2,7.6,5.7,2,2.1,5
8600000US94028,94028,7125,50.9,507,504,600,206,81,162,229,474,518,756,545,415,423,375,363,353,416,2.8,7.1,7.1,8.4,2.9,1.1,2.3,3.2,6.7,7.3,10.6,7.6,5.8,5.9,5.3,5.1,5,5.8
8600000US94030,94030,22625,43.9,1331,1171,1138,967,1583,1264,1424,1639,1627,1743,1821,1499,1171,868,776,528,976,4.9,5.9,5.2,5,4.3,7,5.6,6.3,7.2,7.2,7.7,8,6.6,5.2,3.8,3.4,2.3,4.3
8600000US94037,94037,2504,58.9,81,31,69,278,0,0,80,125,108,149,250,302,164,364,91,154,155,4.1,3.2,1.2,2.8,11.1,0,0,3.2,5,4.3,6,10,12.1,6.5,14.5,3.6,6.2,6.2
8600000US94038,94038,3450,42.5,288,242,336,44,123,19,375,272,165,320,204,353,300,141,16,47,6,5.8,8.3,7,9.7,1.3,3.6,0.6,10.9,7.9,4.8,9.3,5.9,10.2,8.7,4.1,0.5,1.4,0.2
8600000US94040,94040,36526,34.6,2664,2095,1570,2091,3726,3939,3039,2942,2478,2250,1661,1645,1075,905,690,416,871,6.8,7.3,5.7,4.3,5.7,10.2,10.8,8.3,8.1,6.8,6.2,4.5,4.5,2.9,2.5,1.9,1.1,2.4
8600000US94041,94041,14572,34.6,613,731,434,684,2179,2060,1565,764,935,649,777,864,464,328,261,241,236,5.4,4.2,5,3,4.7,15,14.1,10.7,5.2,6.4,4.5,5.3,5.9,3.2,2.3,1.8,1.7,1.6
8600000US94043,94043,31161,34.9,1840,1298,1073,2031,3662,3667,2749,2563,1740,1952,1666,1380,1060,745,721,437,481,6.7,5.9,4.2,3.4,6.5,11.8,11.8,8.8,8.2,5.6,6.3,5.3,4.4,3.4,2.4,2.3,1.4,1.5
8600000US94044,94044,38984,42.5,1835,1940,2119,1975,2875,2580,2562,2441,2756,3028,2975,2846,2548,1735,1045,735,591,6.2,4.7,5,5.4,5.1,7.4,6.6,6.6,6.3,7.1,7.8,7.6,7.3,6.5,4.5,2.7,1.9,1.5
8600000US94060,94060,926,49.2,49,74,31,39,49,28,28,59,126,136,50,165,66,10,0,0,3,1.4,5.3,8,3.3,4.2,5.3,3,3,6.4,13.6,14.7,5.4,17.8,7.1,1.1,0,0,0.3
8600000US94061,94061,39023,37,2424,1935,2202,2490,3255,3258,3433,2570,2963,2693,2318,1889,1534,1217,623,627,1079,6.4,6.2,5,5.6,6.4,8.3,8.3,8.8,6.6,7.6,6.9,5.9,4.8,3.9,3.1,1.6,1.6,2.8
8600000US94062,94062,28423,45,1549,1975,1287,1233,1498,2229,1279,1679,2213,2195,2344,2144,1807,1383,931,544,667,5.2,5.4,6.9,4.5,4.3,5.3,7.8,4.5,5.9,7.8,7.7,8.2,7.5,6.4,4.9,3.3,1.9,2.3
8600000US94063,94063,34867,33.1,2142,2525,2132,2578,3353,3623,3110,2214,2095,2193,1749,1548,1228,747,563,329,248,7.1,6.1,7.2,6.1,7.4,9.6,10.4,8.9,6.3,6,6.3,5,4.4,3.5,2.1,1.6,0.9,0.7
8600000US94065,94065,12461,42.1,1026,652,598,432,828,659,949,1046,999,1098,1253,555,693,487,279,109,115,5.5,8.2,5.2,4.8,3.5,6.6,5.3,7.6,8.4,8,8.8,10.1,4.5,5.6,3.9,2.2,0.9,0.9
8600000US94066,94066,43101,39.3,2267,2325,2091,2475,3515,3834,3458,2861,3022,3282,2939,2423,2396,1641,1076,648,650,5.1,5.3,5.4,4.9,5.7,8.2,8.9,8,6.6,7,7.6,6.8,5.6,5.6,3.8,2.5,1.5,1.5
8600000US94070,94070,31074,41.9,2531,2172,1435,1032,1435,1602,2445,2281,2378,2399,2724,1780,1403,1292,909,498,848,6.1,8.1,7,4.6,3.3,4.6,5.2,7.9,7.3,7.7,7.7,8.8,5.7,4.5,4.2,2.9,1.6,2.7
8600000US94074,94074,170,49.6,0,25,0,0,17,0,0,18,37,10,27,15,0,14,7,0,0,0,0,14.7,0,0,10,0,0,10.6,21.8,5.9,15.9,8.8,0,8.2,4.1,0,0
8600000US94080,94080,67600,40.3,3341,3681,3772,4185,4618,5779,4933,4537,4857,4515,4397,4920,3815,2387,1789,1280,1638,4.7,4.9,5.4,5.6,6.2,6.8,8.5,7.3,6.7,7.2,6.7,6.5,7.3,5.6,3.5,2.6,1.9,2.4
8600000US94085,94085,23223,32.6,1123,937,740,1738,3635,3218,2298,1628,1423,1090,1110,880,741,382,195,113,141,7.9,4.8,4,3.2,7.5,15.7,13.9,9.9,7,6.1,4.7,4.8,3.8,3.2,1.6,0.8,0.5,0.6
8600000US94086,94086,50477,33.3,2934,2085,1506,2389,7541,6825,4908,3350,2647,2937,2357,1721,1607,1023,955,615,1012,8.1,5.8,4.1,3,4.7,14.9,13.5,9.7,6.6,5.2,5.8,4.7,3.4,3.2,2,1.9,1.2,2
8600000US94087,94087,56668,38.9,4369,3877,2686,2130,3268,4405,4915,4874,4529,3479,3495,2805,2234,1685,1591,1247,1369,6.5,7.7,6.8,4.7,3.8,5.8,7.8,8.7,8.6,8,6.1,6.2,4.9,3.9,3,2.8,2.2,2.4
8600000US94089,94089,22882,36.3,951,848,729,1245,2701,2917,2009,1211,1176,1306,1614,1404,1095,887,579,292,333,6.9,4.2,3.7,3.2,5.4,11.8,12.7,8.8,5.3,5.1,5.7,7.1,6.1,4.8,3.9,2.5,1.3,1.5
8600000US94102,94102,31392,39.2,574,616,807,1705,3997,4126,3018,2366,1698,1853,1957,2467,1874,925,598,772,708,4.2,1.8,2,2.6,5.4,12.7,13.1,9.6,7.5,5.4,5.9,6.2,7.9,6,2.9,1.9,2.5,2.3
8600000US94103,94103,30703,36.9,1003,555,403,1962,4612,4738,3123,1961,2380,2485,1601,1335,1245,749,741,417,526,2.8,3.3,1.8,1.3,6.4,15,15.4,10.2,6.4,7.8,8.1,5.2,4.3,4.1,2.4,2.4,1.4,1.7
8600000US94104,94104,429,49.9,10,8,22,2,41,7,39,13,45,7,26,72,9,14,44,40,0,7,2.3,1.9,5.1,0.5,9.6,1.6,9.1,3,10.5,1.6,6.1,16.8,2.1,3.3,10.3,9.3,0
8600000US94105,94105,10916,35.1,267,0,38,744,1658,1964,1579,1086,927,474,278,433,214,472,0,0,53,6.7,2.4,0,0.3,6.8,15.2,18,14.5,9.9,8.5,4.3,2.5,4,2,4.3,0,0,0.5
8600000US94107,94107,31461,35.3,880,944,678,1618,4610,5380,3073,2674,1845,2056,1781,1220,1152,385,556,507,744,4.3,2.8,3,2.2,5.1,14.7,17.1,9.8,8.5,5.9,6.5,5.7,3.9,3.7,1.2,1.8,1.6,2.4
8600000US94108,94108,14143,42.1,291,309,334,762,1879,1800,867,858,983,910,785,780,985,580,435,633,542,2.9,2.1,2.2,2.4,5.4,13.3,12.7,6.1,6.1,7,6.4,5.6,5.5,7,4.1,3.1,4.5,3.8
8600000US94109,94109,57302,36.6,728,674,1115,2966,9219,10212,5680,3084,3422,2724,3131,3231,2362,2131,1696,1513,1913,2.6,1.3,1.2,1.9,5.2,16.1,17.8,9.9,5.4,6,4.8,5.5,5.6,4.1,3.7,3,2.6,3.3
8600000US94110,94110,72380,37.3,3048,2414,1807,3001,8629,9369,7900,6584,5768,4483,4026,3638,2550,1904,1224,963,1012,5.6,4.2,3.3,2.5,4.1,11.9,12.9,10.9,9.1,8,6.2,5.6,5,3.5,2.6,1.7,1.3,1.4
8600000US94111,94111,3611,46.6,66,27,15,134,266,465,364,181,228,237,175,199,217,161,290,164,230,5.3,1.8,0.7,0.4,3.7,7.4,12.9,10.1,5,6.3,6.6,4.8,5.5,6,4.5,8,4.5,6.4
8600000US94112,94112,84707,42.8,4047,3703,3691,4843,7181,6578,5275,6103,6404,6481,6024,6152,5025,3131,2347,1890,2232,4.2,4.8,4.4,4.4,5.7,8.5,7.8,6.2,7.2,7.6,7.7,7.1,7.3,5.9,3.7,2.8,2.2,2.6
8600000US94114,94114,34918,39.2,1132,803,466,1114,3899,4762,3993,2958,2632,2718,2227,1762,1663,1229,740,462,611,5,3.2,2.3,1.3,3.2,11.2,13.6,11.4,8.5,7.5,7.8,6.4,5,4.8,3.5,2.1,1.3,1.7
8600000US94115,94115,34604,37,1097,1180,808,1751,5241,4339,3536,2249,2040,2009,1583,1532,1461,1804,1167,593,725,4.3,3.2,3.4,2.3,5.1,15.1,12.5,10.2,6.5,5.9,5.8,4.6,4.4,4.2,5.2,3.4,1.7,2.1
8600000US94116,94116,47346,44.4,2086,2126,1767,2322,4138,3343,3227,2923,3542,3402,2981,3281,3248,2280,1705,1079,1710,4.6,4.4,4.5,3.7,4.9,8.7,7.1,6.8,6.2,7.5,7.2,6.3,6.9,6.9,4.8,3.6,2.3,3.6
8600000US94117,94117,44650,33.4,1264,819,2785,2136,7609,7784,3912,3373,3382,2280,1825,1421,1341,934,794,566,369,4.6,2.8,1.8,6.2,4.8,17,17.4,8.8,7.6,7.6,5.1,4.1,3.2,3,2.1,1.8,1.3,0.8
8600000US94118,94118,42095,37.2,1688,1403,1056,2765,5431,4863,3763,2624,2772,2058,2217,2644,1934,1727,1112,890,1065,4.9,4,3.3,2.5,6.6,12.9,11.6,8.9,6.2,6.6,4.9,5.3,6.3,4.6,4.1,2.6,2.1,2.5
8600000US94121,94121,43616,42.7,1556,1790,1371,2196,4163,3491,3407,3055,2701,3222,2983,3124,2730,1794,1130,1098,1552,5.2,3.6,4.1,3.1,5,9.5,8,7.8,7,6.2,7.4,6.8,7.2,6.3,4.1,2.6,2.5,3.6
8600000US94122,94122,62128,38.8,2374,2037,1795,3123,7405,6659,5665,3788,4202,4443,3712,3526,3786,2364,1498,888,1675,5.1,3.8,3.3,2.9,5,11.9,10.7,9.1,6.1,6.8,7.2,6,5.7,6.1,3.8,2.4,1.4,2.7
8600000US94123,94123,25890,34,563,685,374,1393,4935,4687,2728,1416,1542,1317,785,995,922,763,703,315,601,4.5,2.2,2.6,1.4,5.4,19.1,18.1,10.5,5.5,6,5.1,3,3.8,3.6,2.9,2.7,1.2,2.3
8600000US94124,94124,35747,37.2,2297,2314,1728,2104,2875,3148,2772,2384,2062,2249,2366,2294,1794,1052,800,818,590,5.9,6.4,6.5,4.8,5.9,8,8.8,7.8,6.7,5.8,6.3,6.6,6.4,5,2.9,2.2,2.3,1.7
8600000US94127,94127,21151,44.9,1104,1433,822,1057,1155,1037,1578,1385,1933,1172,1661,1418,1120,1154,901,570,628,4.8,5.2,6.8,3.9,5,5.5,4.9,7.5,6.5,9.1,5.5,7.9,6.7,5.3,5.5,4.3,2.7,3
8600000US94128,94128,146,53.8,0,0,0,7,0,6,0,7,30,25,17,30,10,0,0,14,0,0,0,0,0,4.8,0,4.1,0,4.8,20.5,17.1,11.6,20.5,6.8,0,0,9.6,0
8600000US94129,94129,4136,30,219,230,217,486,676,474,410,227,292,260,197,66,80,31,14,0,21,5.7,5.3,5.6,5.2,11.8,16.3,11.5,9.9,5.5,7.1,6.3,4.8,1.6,1.9,0.7,0.3,0,0.5
8600000US94130,94130,3008,25.5,81,92,455,794,352,249,279,116,107,104,111,177,21,32,4,0,0,1.1,2.7,3.1,15.1,26.4,11.7,8.3,9.3,3.9,3.6,3.5,3.7,5.9,0.7,1.1,0.1,0,0
8600000US94131,94131,29523,41.5,1175,1404,872,1014,2576,2813,2651,2608,2189,2015,1824,2053,1754,1100,709,513,742,5.1,4,4.8,3,3.4,8.7,9.5,9,8.8,7.4,6.8,6.2,7,5.9,3.7,2.4,1.7,2.5
8600000US94132,94132,31436,33,1013,939,4153,4252,3296,1830,2040,1625,1627,1572,1431,1856,1547,1014,754,690,919,2.8,3.2,3,13.2,13.5,10.5,5.8,6.5,5.2,5.2,5,4.6,5.9,4.9,3.2,2.4,2.2,2.9
8600000US94133,94133,26796,42.5,511,997,447,1229,3071,3499,1877,1744,1702,1343,1433,2066,1619,1270,907,864,1378,3.1,1.9,3.7,1.7,4.6,11.5,13.1,7,6.5,6.4,5,5.3,7.7,6,4.7,3.4,3.2,5.1
8600000US94134,94134,42418,42.2,2040,2135,2197,2681,3173,2714,3060,2713,3132,3105,3398,2918,2507,1374,1149,908,1077,5,4.8,5,5.2,6.3,7.5,6.4,7.2,6.4,7.4,7.3,8,6.9,5.9,3.2,2.7,2.1,2.5
8600000US94158,94158,8455,34.4,225,205,246,291,1024,1919,1214,998,325,444,264,115,194,246,105,0,108,6.3,2.7,2.4,2.9,3.4,12.1,22.7,14.4,11.8,3.8,5.3,3.1,1.4,2.3,2.9,1.2,0,1.3
8600000US94301,94301,16582,44.9,949,1089,943,529,1021,1175,1056,947,1128,1237,977,1199,984,810,689,563,685,3.6,5.7,6.6,5.7,3.2,6.2,7.1,6.4,5.7,6.8,7.5,5.9,7.2,5.9,4.9,4.2,3.4,4.1
8600000US94303,94303,48244,34.1,3694,3750,3642,3217,3918,3247,3315,3478,3923,3351,2276,1974,1598,1338,753,759,756,6.7,7.7,7.8,7.5,6.7,8.1,6.7,6.9,7.2,8.1,6.9,4.7,4.1,3.3,2.8,1.6,1.6,1.6
8600000US94304,94304,3852,38.8,250,103,101,249,197,402,442,315,155,160,110,120,133,134,154,171,380,7.2,6.5,2.7,2.6,6.5,5.1,10.4,11.5,8.2,4,4.2,2.9,3.1,3.5,3.5,4,4.4,9.9
8600000US94305,94305,16397,22.5,209,257,4364,5365,2993,694,307,333,189,186,245,174,167,173,120,74,165,2.3,1.3,1.6,26.6,32.7,18.3,4.2,1.9,2,1.2,1.1,1.5,1.1,1,1.1,0.7,0.5,1
8600000US94306,94306,27435,41.2,1568,2015,1775,1397,1810,1367,1839,2088,1954,1735,2005,1380,1272,1334,819,854,782,5.3,5.7,7.3,6.5,5.1,6.6,5,6.7,7.6,7.1,6.3,7.3,5,4.6,4.9,3,3.1,2.9
8600000US94401,94401,36001,35.7,2341,1556,1775,2138,2965,3550,3428,2932,2056,1861,1675,1843,1480,1002,864,525,1117,8,6.5,4.3,4.9,5.9,8.2,9.9,9.5,8.1,5.7,5.2,4.7,5.1,4.1,2.8,2.4,1.5,3.1
8600000US94402,94402,25703,41.1,1556,1698,1541,1096,1342,1729,1936,1809,1919,1976,1450,1604,1126,981,867,726,794,6,6.1,6.6,6,4.3,5.2,6.7,7.5,7,7.5,7.7,5.6,6.2,4.4,3.8,3.4,2.8,3.1
8600000US94403,94403,44408,38.6,2646,2308,1956,2296,3856,3785,3649,3346,3164,2887,2586,2354,1861,1522,1069,1062,1183,6.5,6,5.2,4.4,5.2,8.7,8.5,8.2,7.5,7.1,6.5,5.8,5.3,4.2,3.4,2.4,2.4,2.7
8600000US94404,94404,36985,40.6,2463,2076,1501,1231,2700,3203,2833,3086,2450,2248,2523,2086,2071,1650,1200,789,787,5.6,6.7,5.6,4.1,3.3,7.3,8.7,7.7,8.3,6.6,6.1,6.8,5.6,5.6,4.5,3.2,2.1,2.1
8600000US94501,94501,63821,40.3,3573,3510,2546,2990,5101,5401,4635,5188,5051,4072,4085,4041,3214,2928,1222,1151,1289,6,5.6,5.5,4,4.7,8,8.5,7.3,8.1,7.9,6.4,6.4,6.3,5,4.6,1.9,1.8,2
8600000US94502,94502,14701,42.5,997,955,635,681,677,866,1126,982,991,832,1077,1462,997,514,509,302,233,5.9,6.8,6.5,4.3,4.6,4.6,5.9,7.7,6.7,6.7,5.7,7.3,9.9,6.8,3.5,3.5,2.1,1.6
8600000US94503,94503,20276,38,1250,1716,1559,1521,1329,975,1275,1507,1638,1414,1380,1090,782,592,615,257,226,5.7,6.2,8.5,7.7,7.5,6.6,4.8,6.3,7.4,8.1,7,6.8,5.4,3.9,2.9,3,1.3,1.1
8600000US94505,94505,16382,41.7,913,1098,1510,672,789,795,1092,1182,1055,1349,1418,1026,877,931,457,186,119,5.6,5.6,6.7,9.2,4.1,4.8,4.9,6.7,7.2,6.4,8.2,8.7,6.3,5.4,5.7,2.8,1.1,0.7
8600000US94506,94506,25240,45,1780,2400,2141,975,534,469,1126,1952,2553,2430,2117,1584,1467,847,669,381,561,5,7.1,9.5,8.5,3.9,2.1,1.9,4.5,7.7,10.1,9.6,8.4,6.3,5.8,3.4,2.7,1.5,2.2
8600000US94507,94507,15105,49.9,981,1207,1216,548,409,261,398,884,1309,861,1642,1416,935,1052,681,638,319,2.3,6.5,8,8.1,3.6,2.7,1.7,2.6,5.9,8.7,5.7,10.9,9.4,6.2,7,4.5,4.2,2.1
8600000US94508,94508,3935,30.2,148,183,611,762,164,229,205,179,269,229,220,210,203,81,88,30,38,2.2,3.8,4.7,15.5,19.4,4.2,5.8,5.2,4.5,6.8,5.8,5.6,5.3,5.2,2.1,2.2,0.8,1
8600000US94509,94509,68166,35.1,4409,4972,4931,4856,4760,5293,4687,4381,3816,4891,4329,3977,3085,1839,1254,891,1083,6.9,6.5,7.3,7.2,7.1,7,7.8,6.9,6.4,5.6,7.2,6.4,5.8,4.5,2.7,1.8,1.3,1.6
8600000US94510,94510,28350,46.1,1519,1762,1679,1083,1448,1171,1600,2142,1823,2277,2432,2468,2129,1436,867,605,615,4.6,5.4,6.2,5.9,3.8,5.1,4.1,5.6,7.6,6.4,8,8.6,8.7,7.5,5.1,3.1,2.1,2.2
8600000US94511,94511,2161,45.5,127,136,41,202,161,134,148,66,102,100,274,119,105,147,113,115,12,2.7,5.9,6.3,1.9,9.3,7.5,6.2,6.8,3.1,4.7,4.6,12.7,5.5,4.9,6.8,5.2,5.3,0.6
