id,Geographic Area Name,Total,Median income,Mean income
8600000US94598,ZCTA5 94598,10358,182218,216626
8600000US94599,ZCTA5 94599,1446,119107,175977
8600000US94601,ZCTA5 94601,15536,51231,70740
8600000US94602,ZCTA5 94602,11813,121189,156588
8600000US94603,ZCTA5 94603,10006,55836,71050
8600000US94605,ZCTA5 94605,16446,84255,108831
8600000US94606,ZCTA5 94606,15260,61380,81016
8600000US94607,ZCTA5 94607,11503,48660,84260
8600000US94608,ZCTA5 94608,14368,100625,124561
8600000US94609,ZCTA5 94609,9915,113063,146549
8600000US94610,ZCTA5 94610,15211,146607,199255
8600000US94611,ZCTA5 94611,17257,187813,239007
8600000US94612,ZCTA5 94612,8750,60027,114232
8600000US94613,ZCTA5 94613,4,-,N
8600000US94618,ZCTA5 94618,7156,211833,275132
8600000US94619,ZCTA5 94619,9095,112574,142386
8600000US94621,ZCTA5 94621,9685,49523,64251
8600000US94702,ZCTA5 94702,7499,124696,146690
8600000US94703,ZCTA5 94703,8674,128716,153940
8600000US94704,ZCTA5 94704,8251,76944,107704
8600000US94705,ZCTA5 94705,5787,199531,280551
8600000US94706,ZCTA5 94706,7981,122463,149136
8600000US94707,ZCTA5 94707,4838,196974,265080
8600000US94708,ZCTA5 94708,4749,210489,254283
8600000US94709,ZCTA5 94709,4984,137857,176625
8600000US94710,ZCTA5 94710,3103,94958,127471
8600000US94720,ZCTA5 94720,26,-,N
8600000US94801,ZCTA5 94801,9335,56960,79820
8600000US94803,ZCTA5 94803,9114,100189,120331
8600000US94804,ZCTA5 94804,14392,60259,78815
8600000US94805,ZCTA5 94805,5254,89926,124674
8600000US94806,ZCTA5 94806,19943,71861,85195
8600000US94850,ZCTA5 94850,0,-,-
8600000US94901,ZCTA5 94901,15990,119858,167924
8600000US94903,ZCTA5 94903,12348,141250,175963
8600000US94904,ZCTA5 94904,5302,198953,298887
8600000US94920,ZCTA5 94920,5359,227841,374605
8600000US94922,ZCTA5 94922,265,111926,163960
8600000US94923,ZCTA5 94923,506,223542,297079
8600000US94924,ZCTA5 94924,535,89408,125766
8600000US94925,ZCTA5 94925,3930,183972,233977
8600000US94928,ZCTA5 94928,16393,86836,102422
8600000US94929,ZCTA5 94929,96,146125,220945
8600000US94930,ZCTA5 94930,3766,133589,158233
8600000US94931,ZCTA5 94931,3263,96151,112324
8600000US94933,ZCTA5 94933,339,-,128898
8600000US94937,ZCTA5 94937,402,106797,151130
8600000US94938,ZCTA5 94938,374,139545,130164
8600000US94939,ZCTA5 94939,3127,189714,271794
8600000US94940,ZCTA5 94940,113,-,225884
8600000US94941,ZCTA5 94941,13290,214049,303563
8600000US94945,ZCTA5 94945,7400,131955,159116
8600000US94946,ZCTA5 94946,291,190625,310357
8600000US94947,ZCTA5 94947,10186,128693,164413
8600000US94949,ZCTA5 94949,7533,142557,172120
8600000US94950,ZCTA5 94950,51,74583,109037
8600000US94951,ZCTA5 94951,1855,105677,130069
8600000US94952,ZCTA5 94952,13786,108359,153490
8600000US94954,ZCTA5 94954,13781,114867,131790
8600000US94956,ZCTA5 94956,643,101953,159655
8600000US94957,ZCTA5 94957,419,"250,000+",385820
8600000US94960,ZCTA5 94960,6283,178682,237922
8600000US94963,ZCTA5 94963,129,132500,191293
8600000US94964,ZCTA5 94964,70,-,N
8600000US94965,ZCTA5 94965,5950,150323,211037
8600000US94970,ZCTA5 94970,378,162708,198951
8600000US94971,ZCTA5 94971,116,175326,304011
8600000US94972,ZCTA5 94972,13,-,-
8600000US94973,ZCTA5 94973,652,141250,171689
8600000US95002,ZCTA5 95002,625,94688,122093
8600000US95003,ZCTA5 95003,10263,131661,163701
8600000US95004,ZCTA5 95004,1252,114565,148283
8600000US95005,ZCTA5 95005,2674,116875,128961
8600000US95006,ZCTA5 95006,3992,128454,149593
8600000US95007,ZCTA5 95007,133,-,48232
8600000US95008,ZCTA5 95008,17878,144208,179551
8600000US95010,ZCTA5 95010,3942,83906,114553
8600000US95012,ZCTA5 95012,2434,60671,69901
8600000US95013,ZCTA5 95013,32,-,N
8600000US95014,ZCTA5 95014,21618,199498,234685
8600000US95017,ZCTA5 95017,259,-,128262
8600000US95018,ZCTA5 95018,2849,113484,143640
8600000US95019,ZCTA5 95019,2089,61538,69391
8600000US95020,ZCTA5 95020,18592,113447,135071
8600000US95023,ZCTA5 95023,15752,93080,109922
8600000US95030,ZCTA5 95030,5088,"250,000+",378842
8600000US95032,ZCTA5 95032,9840,192682,243857
8600000US95033,ZCTA5 95033,3566,202500,239862
8600000US95035,ZCTA5 95035,23660,137862,162276
8600000US95037,ZCTA5 95037,17297,139325,175513
8600000US95039,ZCTA5 95039,314,50508,47306
8600000US95041,ZCTA5 95041,100,59214,68365
8600000US95043,ZCTA5 95043,284,95795,144330
8600000US95045,ZCTA5 95045,1434,97639,124543
8600000US95046,ZCTA5 95046,1698,125938,145105
8600000US95050,ZCTA5 95050,14112,107310,136564
8600000US95051,ZCTA5 95051,21679,147854,176377
8600000US95053,ZCTA5 95053,0,-,-
8600000US95054,ZCTA5 95054,8564,160726,175392
8600000US95060,ZCTA5 95060,18913,118601,154040
8600000US95062,ZCTA5 95062,14982,101761,125524
8600000US95064,ZCTA5 95064,421,53750,91521
8600000US95065,ZCTA5 95065,3220,118141,159662
8600000US95066,ZCTA5 95066,5598,136907,176903
8600000US95070,ZCTA5 95070,11183,217355,284114
8600000US95073,ZCTA5 95073,3964,120653,149165
8600000US95075,ZCTA5 95075,144,113333,160304
8600000US95076,ZCTA5 95076,23856,69849,95163
8600000US95110,ZCTA5 95110,6547,85159,107428
8600000US95111,ZCTA5 95111,16169,78265,103089
8600000US95112,ZCTA5 95112,20879,76802,107210
8600000US95113,ZCTA5 95113,1309,176250,218835
8600000US95116,ZCTA5 95116,14227,69570,87544
8600000US95117,ZCTA5 95117,10821,108133,151901
8600000US95118,ZCTA5 95118,11147,135469,163735
8600000US95119,ZCTA5 95119,3209,129363,163447
8600000US95120,ZCTA5 95120,12522,223405,250816
8600000US95121,ZCTA5 95121,9756,111464,133241
8600000US95122,ZCTA5 95122,12664,78825,96257
8600000US95123,ZCTA5 95123,23201,130833,146967
8600000US95124,ZCTA5 95124,17249,171581,203757
8600000US95125,ZCTA5 95125,21088,162278,212586
8600000US95126,ZCTA5 95126,15031,117149,160456
8600000US95127,ZCTA5 95127,16530,103492,124415
8600000US95128,ZCTA5 95128,13778,106616,144387
8600000US95129,ZCTA5 95129,13910,173938,204306
8600000US95130,ZCTA5 95130,5135,151305,178357
8600000US95131,ZCTA5 95131,9700,135395,161231
8600000US95132,ZCTA5 95132,12040,128926,152903
8600000US95133,ZCTA5 95133,8774,90050,118988
8600000US95134,ZCTA5 95134,12443,157492,168986
8600000US95135,ZCTA5 95135,7548,182720,213474
8600000US95136,ZCTA5 95136,15700,122666,147408
8600000US95138,ZCTA5 95138,6145,198228,242271
8600000US95139,ZCTA5 95139,2235,150847,160032
8600000US95140,ZCTA5 95140,71,-,132903
8600000US95148,ZCTA5 95148,12024,140243,159190
8600000US95202,ZCTA5 95202,2926,27127,46597
8600000US95203,ZCTA5 95203,5472,50654,63970
8600000US95204,ZCTA5 95204,11076,64448,85797
8600000US95205,ZCTA5 95205,10702,38285,51423
8600000US95206,ZCTA5 95206,17227,53501,67307
8600000US95207,ZCTA5 95207,18414,58035,76546
8600000US95209,ZCTA5 95209,13182,86022,100555
8600000US95210,ZCTA5 95210,11929,50627,64266
8600000US95211,ZCTA5 95211,0,-,-
8600000US95212,ZCTA5 95212,7186,97930,111709
8600000US95215,ZCTA5 95215,6612,53641,75471
8600000US95219,ZCTA5 95219,10811,93723,137893
8600000US95220,ZCTA5 95220,2570,95980,123747
8600000US95222,ZCTA5 95222,2339,76875,95810
8600000US95223,ZCTA5 95223,1274,80882,127801
8600000US95224,ZCTA5 95224,85,-,114817
8600000US95225,ZCTA5 95225,160,-,91993
8600000US95226,ZCTA5 95226,0,-,-
8600000US95227,ZCTA5 95227,222,97102,167219
8600000US95228,ZCTA5 95228,1728,86741,107255
8600000US95230,ZCTA5 95230,269,94000,111309
8600000US95231,ZCTA5 95231,777,60000,75396
8600000US95232,ZCTA5 95232,66,-,N
8600000US95233,ZCTA5 95233,185,113906,122935
8600000US95234,ZCTA5 95234,0,-,-
8600000US95236,ZCTA5 95236,1531,92130,109727
8600000US95237,ZCTA5 95237,1269,72171,88251
8600000US95240,ZCTA5 95240,16478,56697,76536
8600000US95242,ZCTA5 95242,10021,89470,122687
8600000US95245,ZCTA5 95245,667,65972,87209
8600000US95246,ZCTA5 95246,545,73889,85353
8600000US95247,ZCTA5 95247,1630,83250,122879
8600000US95248,ZCTA5 95248,56,-,32732
8600000US95249,ZCTA5 95249,1637,40551,65506
8600000US95250,ZCTA5 95250,0,-,-
8600000US95251,ZCTA5 95251,301,84511,105120
8600000US95252,ZCTA5 95252,5221,86291,103051
8600000US95254,ZCTA5 95254,316,104534,124290
8600000US95255,ZCTA5 95255,603,60455,58092
8600000US95257,ZCTA5 95257,155,70109,57863
8600000US95258,ZCTA5 95258,1441,105703,140522
8600000US95301,ZCTA5 95301,11999,64677,88934
8600000US95303,ZCTA5 95303,371,110625,223591
8600000US95304,ZCTA5 95304,3756,102072,147975
8600000US95305,ZCTA5 95305,0,-,-
8600000US95306,ZCTA5 95306,358,57611,57334
8600000US95307,ZCTA5 95307,12589,61641,74028
8600000US95310,ZCTA5 95310,954,89410,94029
8600000US95311,ZCTA5 95311,939,52465,73996
8600000US95312,ZCTA5 95312,70,51442,66871
8600000US95313,ZCTA5 95313,446,65486,87354
8600000US95314,ZCTA5 95314,0,-,-
8600000US95315,ZCTA5 95315,3622,64143,73705
8600000US95316,ZCTA5 95316,2237,72426,89765
8600000US95317,ZCTA5 95317,341,54943,86996
8600000US95318,ZCTA5 95318,119,86328,86935
8600000US95319,ZCTA5 95319,623,46927,51406
8600000US95320,ZCTA5 95320,4440,84429,95932
8600000US95321,ZCTA5 95321,1681,73913,98502
8600000US95322,ZCTA5 95322,3238,56800,85386
8600000US95323,ZCTA5 95323,410,75729,85749
8600000US95324,ZCTA5 95324,2878,61481,87337
8600000US95325,ZCTA5 95325,40,-,N
8600000US95326,ZCTA5 95326,3465,84451,103595
8600000US95327,ZCTA5 95327,2553,61944,78529
8600000US95328,ZCTA5 95328,1105,53697,73735
8600000US95329,ZCTA5 95329,1078,73672,91994
8600000US95330,ZCTA5 95330,5642,84257,95619
8600000US95333,ZCTA5 95333,812,49292,74988
8600000US95334,ZCTA5 95334,4485,58882,70343
8600000US95335,ZCTA5 95335,98,-,N
8600000US95336,ZCTA5 95336,15477,71730,86788
8600000US95337,ZCTA5 95337,12048,87552,105945
8600000US95338,ZCTA5 95338,4776,64375,75400
8600000US95340,ZCTA5 95340,11801,68958,94695
8600000US95341,ZCTA5 95341,8492,41506,64720
8600000US95345,ZCTA5 95345,427,-,48500
8600000US95346,ZCTA5 95346,541,127765,117462
8600000US95348,ZCTA5 95348,10517,53874,69343
8600000US95350,ZCTA5 95350,19832,63370,80914
8600000US95351,ZCTA5 95351,13385,45000,55750
8600000US95354,ZCTA5 95354,8890,56011,70853
8600000US95355,ZCTA5 95355,21394,78963,98478
8600000US95356,ZCTA5 95356,11477,82143,111194
8600000US95357,ZCTA5 95357,3643,80596,97044
8600000US95358,ZCTA5 95358,8781,62943,79539
8600000US95360,ZCTA5 95360,3909,60478,81783
8600000US95361,ZCTA5 95361,12206,88440,108651
8600000US95363,ZCTA5 95363,7606,73202,85507
8600000US95364,ZCTA5 95364,0,-,-
8600000US95365,ZCTA5 95365,1353,45204,51474
8600000US95366,ZCTA5 95366,6135,96148,117160
8600000US95367,ZCTA5 95367,7217,73404,91333
8600000US95368,ZCTA5 95368,3987,86524,96154
8600000US95369,ZCTA5 95369,370,60972,77157
8600000US95370,ZCTA5 95370,12058,75877,99896
8600000US95372,ZCTA5 95372,723,101250,97893
8600000US95374,ZCTA5 95374,569,57708,168949
8600000US95375,ZCTA5 95375,0,-,-
8600000US95376,ZCTA5 95376,16220,85926,100971
8600000US95377,ZCTA5 95377,8851,113445,125562
8600000US95379,ZCTA5 95379,1601,64705,78682
8600000US95380,ZCTA5 95380,14470,53320,70775
8600000US95382,ZCTA5 95382,13520,81869,104632
8600000US95383,ZCTA5 95383,1778,91042,116651
8600000US95385,ZCTA5 95385,148,71293,89964
8600000US95386,ZCTA5 95386,3057,68389,81939
8600000US95387,ZCTA5 95387,158,39919,49765
8600000US95388,ZCTA5 95388,4135,50694,65924
8600000US95389,ZCTA5 95389,283,78041,77905
8600000US95391,ZCTA5 95391,5044,138750,154413
8600000US95401,ZCTA5 95401,13635,83176,113314
8600000US95403,ZCTA5 95403,16103,88330,109037
8600000US95404,ZCTA5 95404,16340,102455,134551
8600000US95405,ZCTA5 95405,8174,106035,124875
8600000US95407,ZCTA5 95407,12785,69333,79943
8600000US95409,ZCTA5 95409,12310,107476,134398
8600000US95410,ZCTA5 95410,395,72132,132203
8600000US95412,ZCTA5 95412,153,69107,80546
8600000US95415,ZCTA5 95415,442,50673,85779
8600000US95417,ZCTA5 95417,141,71477,76777
8600000US95420,ZCTA5 95420,181,85917,125280
8600000US95421,ZCTA5 95421,787,78542,102843
8600000US95422,ZCTA5 95422,5962,35085,47442
8600000US95423,ZCTA5 95423,1668,55979,76289
8600000US95425,ZCTA5 95425,4112,87208,111456
8600000US95426,ZCTA5 95426,608,89470,87823
8600000US95427,ZCTA5 95427,115,36420,37461
8600000US95428,ZCTA5 95428,974,41090,52061
8600000US95429,ZCTA5 95429,58,68750,112365
8600000US95430,ZCTA5 95430,7,-,-
8600000US95431,ZCTA5 95431,0,-,-
8600000US95432,ZCTA5 95432,326,57813,74937
8600000US95435,ZCTA5 95435,88,-,N
8600000US95436,ZCTA5 95436,2823,88000,109688
8600000US95437,ZCTA5 95437,6080,60994,73978
8600000US95439,ZCTA5 95439,220,-,104011
8600000US95441,ZCTA5 95441,624,97500,132718
8600000US95442,ZCTA5 95442,1312,162399,287089
8600000US95443,ZCTA5 95443,81,-,N
8600000US95444,ZCTA5 95444,214,-,110200
8600000US95445,ZCTA5 95445,1068,61552,75305
8600000US95446,ZCTA5 95446,2510,87917,115381
8600000US95448,ZCTA5 95448,6797,116243,169251
8600000US95449,ZCTA5 95449,542,64000,106208
8600000US95450,ZCTA5 95450,127,118750,123114
8600000US95451,ZCTA5 95451,4621,72245,102346
8600000US95452,ZCTA5 95452,483,88904,111864
8600000US95453,ZCTA5 95453,4662,79756,99535
8600000US95454,ZCTA5 95454,1076,54211,55985
8600000US95456,ZCTA5 95456,452,44167,70792
8600000US95457,ZCTA5 95457,1331,78333,78248
8600000US95458,ZCTA5 95458,1203,47014,58609
8600000US95459,ZCTA5 95459,246,57500,95847
8600000US95460,ZCTA5 95460,1267,86938,96550
8600000US95461,ZCTA5 95461,1090,53977,97109
8600000US95462,ZCTA5 95462,583,73750,92205
8600000US95463,ZCTA5 95463,73,-,N
8600000US95464,ZCTA5 95464,976,51667,57133
8600000US95465,ZCTA5 95465,1094,80784,151781
8600000US95466,ZCTA5 95466,337,47000,78804
8600000US95467,ZCTA5 95467,2054,76271,95771
8600000US95468,ZCTA5 95468,559,75091,72308
8600000US95469,ZCTA5 95469,757,63056,74474
8600000US95470,ZCTA5 95470,2116,79743,91237
8600000US95471,ZCTA5 95471,270,30795,49591
8600000US95472,ZCTA5 95472,12493,109678,135328
8600000US95476,ZCTA5 95476,15332,101389,141107
8600000US95482,ZCTA5 95482,11451,64706,84594
8600000US95485,ZCTA5 95485,1079,75278,85379
8600000US95486,ZCTA5 95486,33,-,N
8600000US95488,ZCTA5 95488,79,85500,139429
8600000US95490,ZCTA5 95490,5235,57255,67915
8600000US95492,ZCTA5 95492,9757,120333,132642
8600000US95493,ZCTA5 95493,183,67824,62388
8600000US95494,ZCTA5 95494,64,-,119858
8600000US95497,ZCTA5 95497,604,80750,113728
8600000US95501,ZCTA5 95501,10135,62170,87526
8600000US95503,ZCTA5 95503,10226,65522,82557
8600000US95511,ZCTA5 95511,108,-,63655
8600000US95514,ZCTA5 95514,60,-,N
8600000US95519,ZCTA5 95519,7552,68318,90730
8600000US95521,ZCTA5 95521,8331,69646,86849
8600000US95524,ZCTA5 95524,738,100125,117087
8600000US95525,ZCTA5 95525,652,64091,79574
8600000US95526,ZCTA5 95526,122,60750,125769
8600000US95527,ZCTA5 95527,276,57083,66371
8600000US95528,ZCTA5 95528,499,67917,97429
8600000US95531,ZCTA5 95531,8497,56843,71205
8600000US95536,ZCTA5 95536,1124,62206,93936
8600000US95537,ZCTA5 95537,114,-,N
8600000US95540,ZCTA5 95540,5402,57545,75216
8600000US95542,ZCTA5 95542,917,51042,74498
8600000US95543,ZCTA5 95543,252,55365,56185
8600000US95545,ZCTA5 95545,38,-,N
8600000US95546,ZCTA5 95546,1163,48092,57065
8600000US95547,ZCTA5 95547,450,83750,97920
8600000US95548,ZCTA5 95548,454,42727,61213
8600000US95549,ZCTA5 95549,350,92237,102768
8600000US95550,ZCTA5 95550,40,46750,87111
8600000US95551,ZCTA5 95551,570,63661,107762
8600000US95552,ZCTA5 95552,384,26250,46093
8600000US95553,ZCTA5 95553,403,140363,132510
8600000US95554,ZCTA5 95554,178,59375,61211
8600000US95555,ZCTA5 95555,174,35000,55820
8600000US95556,ZCTA5 95556,212,44250,40191
8600000US95558,ZCTA5 95558,186,68750,88544
8600000US95559,ZCTA5 95559,49,-,N
8600000US95560,ZCTA5 95560,651,82215,82154
8600000US95562,ZCTA5 95562,1336,64100,83292
8600000US95563,ZCTA5 95563,341,78750,144189
8600000US95564,ZCTA5 95564,158,44107,62087
8600000US95565,ZCTA5 95565,284,44886,66679
8600000US95567,ZCTA5 95567,742,61743,101742
8600000US95568,ZCTA5 95568,79,46354,55386
8600000US95569,ZCTA5 95569,178,39500,75302
8600000US95570,ZCTA5 95570,1026,79063,107089
8600000US95571,ZCTA5 95571,128,30391,38694
8600000US95573,ZCTA5 95573,634,82167,84631
8600000US95585,ZCTA5 95585,208,38906,48086
8600000US95587,ZCTA5 95587,41,-,N
8600000US95589,ZCTA5 95589,535,84079,107099
8600000US95595,ZCTA5 95595,60,-,231241
8600000US95601,ZCTA5 95601,68,-,108382
8600000US95602,ZCTA5 95602,7010,92213,112466
8600000US95603,ZCTA5 95603,12072,92342,109340
8600000US95604,ZCTA5 95604,51,-,101091
8600000US95605,ZCTA5 95605,4927,58889,74383
8600000US95606,ZCTA5 95606,98,-,86971
8600000US95607,ZCTA5 95607,167,75880,143432
8600000US95608,ZCTA5 95608,25440,81121,114170
8600000US95610,ZCTA5 95610,17927,74088,86036
8600000US95612,ZCTA5 95612,424,118934,128769
8600000US95614,ZCTA5 95614,1690,106732,119164
8600000US95615,ZCTA5 95615,245,56094,70042
8600000US95616,ZCTA5 95616,17302,124221,150525
8600000US95618,ZCTA5 95618,9692,140222,170288
8600000US95619,ZCTA5 95619,2159,93036,99974
8600000US95620,ZCTA5 95620,6703,81921,101787
8600000US95621,ZCTA5 95621,16385,72964,86582
8600000US95623,ZCTA5 95623,1505,92833,100308
8600000US95624,ZCTA5 95624,19948,100776,122030
8600000US95625,ZCTA5 95625,67,-,-
8600000US95626,ZCTA5 95626,1903,80199,95701
8600000US95627,ZCTA5 95627,1177,80179,108560
8600000US95628,ZCTA5 95628,16090,105035,135695
8600000US95629,ZCTA5 95629,350,78990,80296
8600000US95630,ZCTA5 95630,27836,138733,152791
8600000US95631,ZCTA5 95631,2699,89265,98719
8600000US95632,ZCTA5 95632,10042,86808,101646
8600000US95633,ZCTA5 95633,1376,85529,91308
8600000US95634,ZCTA5 95634,1386,54902,75411
8600000US95635,ZCTA5 95635,441,80099,86070
8600000US95636,ZCTA5 95636,545,51151,75109
8600000US95637,ZCTA5 95637,97,53810,79448
8600000US95638,ZCTA5 95638,741,108967,132898
8600000US95639,ZCTA5 95639,114,74615,86820
8600000US95640,ZCTA5 95640,3217,80156,96040
8600000US95641,ZCTA5 95641,719,66750,70107
8600000US95642,ZCTA5 95642,3147,74188,89573
8600000US95645,ZCTA5 95645,618,50789,65747
8600000US95646,ZCTA5 95646,34,-,N
8600000US95648,ZCTA5 95648,19587,102877,121931
8600000US95650,ZCTA5 95650,5390,109601,155934
8600000US95651,ZCTA5 95651,219,176944,193471
8600000US95652,ZCTA5 95652,218,31250,45157
8600000US95653,ZCTA5 95653,193,45152,56882
8600000US95655,ZCTA5 95655,1402,109570,123647
8600000US95658,ZCTA5 95658,2699,130893,153548
8600000US95659,ZCTA5 95659,391,71538,101965
8600000US95660,ZCTA5 95660,10593,46600,62250
8600000US95661,ZCTA5 95661,12031,107747,133961
8600000US95662,ZCTA5 95662,12247,91510,103612
8600000US95663,ZCTA5 95663,884,138250,147124
8600000US95664,ZCTA5 95664,578,77656,94718
8600000US95665,ZCTA5 95665,1679,95750,112072
8600000US95666,ZCTA5 95666,2357,73088,85839
8600000US95667,ZCTA5 95667,14335,89833,104829
8600000US95668,ZCTA5 95668,235,79750,88646
8600000US95669,ZCTA5 95669,884,90774,101689
8600000US95670,ZCTA5 95670,20736,72667,92906
8600000US95672,ZCTA5 95672,1953,113973,150316
8600000US95673,ZCTA5 95673,4958,74002,83065
8600000US95674,ZCTA5 95674,254,109779,136332
8600000US95675,ZCTA5 95675,217,41964,45163
8600000US95677,ZCTA5 95677,9363,105568,121669
8600000US95678,ZCTA5 95678,16154,88102,105485
8600000US95679,ZCTA5 95679,24,-,N
8600000US95680,ZCTA5 95680,10,-,-
8600000US95681,ZCTA5 95681,404,54779,78332
8600000US95682,ZCTA5 95682,11309,100716,122297
8600000US95683,ZCTA5 95683,2575,127230,141692
8600000US95684,ZCTA5 95684,1305,72440,87778
8600000US95685,ZCTA5 95685,1953,68156,94884
8600000US95686,ZCTA5 95686,372,30938,54275
8600000US95687,ZCTA5 95687,22220,102763,118065
8600000US95688,ZCTA5 95688,13231,106085,125778
8600000US95689,ZCTA5 95689,726,71406,137703
8600000US95690,ZCTA5 95690,748,59643,102081
8600000US95691,ZCTA5 95691,13665,95631,109433
8600000US95692,ZCTA5 95692,1910,92202,102721
8600000US95693,ZCTA5 95693,2510,111773,127167
8600000US95694,ZCTA5 95694,3477,86394,129367
8600000US95695,ZCTA5 95695,14749,73422,100336
8600000US95697,ZCTA5 95697,94,-,70040
8600000US95698,ZCTA5 95698,107,-,N
8600000US95699,ZCTA5 95699,20,-,-
8600000US95701,ZCTA5 95701,347,87059,95670
8600000US95703,ZCTA5 95703,381,90417,94124
8600000US95709,ZCTA5 95709,2090,101552,115497
8600000US95713,ZCTA5 95713,4091,92934,101706
8600000US95714,ZCTA5 95714,224,72813,96096
8600000US95715,ZCTA5 95715,36,146250,147739
8600000US95717,ZCTA5 95717,87,105114,100989
8600000US95720,ZCTA5 95720,48,-,145718
8600000US95721,ZCTA5 95721,0,-,-
8600000US95722,ZCTA5 95722,2048,113229,140993
8600000US95724,ZCTA5 95724,0,-,-
8600000US95726,ZCTA5 95726,3317,83387,97117
8600000US95728,ZCTA5 95728,101,104625,91976
8600000US95735,ZCTA5 95735,7,-,N
8600000US95736,ZCTA5 95736,64,-,70200
8600000US95742,ZCTA5 95742,3645,129872,132001
8600000US95746,ZCTA5 95746,8378,170620,224259
8600000US95747,ZCTA5 95747,23180,121952,137360
8600000US95757,ZCTA5 95757,14382,113153,129377
8600000US95758,ZCTA5 95758,21507,93574,107541
8600000US95762,ZCTA5 95762,14577,155742,192277
8600000US95765,ZCTA5 95765,12912,125439,141649
8600000US95776,ZCTA5 95776,7595,86988,106503
8600000US95811,ZCTA5 95811,3449,51875,102534
8600000US95814,ZCTA5 95814,6709,47115,72401
8600000US95815,ZCTA5 95815,9226,42320,55639
8600000US95816,ZCTA5 95816,9961,130855,151527
8600000US95817,ZCTA5 95817,6148,66618,79980
8600000US95818,ZCTA5 95818,9943,113341,138129
8600000US95819,ZCTA5 95819,7901,138705,158351
8600000US95820,ZCTA5 95820,12964,52338,67594
8600000US95821,ZCTA5 95821,15044,51998,74325
8600000US95822,ZCTA5 95822,15979,67872,88343
8600000US95823,ZCTA5 95823,23710,51237,65509
8600000US95824,ZCTA5 95824,9103,40155,54758
8600000US95825,ZCTA5 95825,16404,41242,59377
8600000US95826,ZCTA5 95826,15214,74829,88261
8600000US95827,ZCTA5 95827,7292,63064,78902
8600000US95828,ZCTA5 95828,17852,58154,69911
8600000US95829,ZCTA5 95829,8443,99575,111831
8600000US95830,ZCTA5 95830,258,101339,130729
8600000US95831,ZCTA5 95831,18443,98568,121092
8600000US95832,ZCTA5 95832,3147,51250,58690
8600000US95833,ZCTA5 95833,14656,69262,88795
8600000US95834,ZCTA5 95834,10613,75032,86314
8600000US95835,ZCTA5 95835,13718,114714,138954
8600000US95837,ZCTA5 95837,119,176250,248730
8600000US95838,ZCTA5 95838,11056,51732,66110
8600000US95841,ZCTA5 95841,8191,58133,71236
8600000US95842,ZCTA5 95842,11449,56718,66797
8600000US95843,ZCTA5 95843,14275,81162,91397
8600000US95864,ZCTA5 95864,9359,128803,185892
8600000US95901,ZCTA5 95901,11734,63202,75429
8600000US95903,ZCTA5 95903,341,49917,65403
8600000US95910,ZCTA5 95910,53,-,N
8600000US95912,ZCTA5 95912,1576,72500,101320
8600000US95914,ZCTA5 95914,320,-,66448
8600000US95915,ZCTA5 95915,0,-,-
8600000US95916,ZCTA5 95916,568,38958,56888
8600000US95917,ZCTA5 95917,1104,64548,94913
8600000US95918,ZCTA5 95918,1290,107576,126672
8600000US95919,ZCTA5 95919,484,66641,71107
8600000US95920,ZCTA5 95920,131,-,107362
8600000US95922,ZCTA5 95922,321,99541,94100
8600000US95923,ZCTA5 95923,16,-,52782
8600000US95925,ZCTA5 95925,142,-,32449
8600000US95926,ZCTA5 95926,14942,71169,96847
8600000US95928,ZCTA5 95928,14473,74820,107727
8600000US95930,ZCTA5 95930,34,-,N
8600000US95932,ZCTA5 95932,2874,60503,79346
8600000US95934,ZCTA5 95934,97,-,N
8600000US95935,ZCTA5 95935,130,-,N
8600000US95936,ZCTA5 95936,69,94891,107239
8600000US95937,ZCTA5 95937,536,51842,101345
8600000US95938,ZCTA5 95938,1522,117550,112314
8600000US95939,ZCTA5 95939,192,45769,54392
8600000US95941,ZCTA5 95941,361,60987,63551
8600000US95942,ZCTA5 95942,564,-,296689
8600000US95943,ZCTA5 95943,325,86944,129373
8600000US95944,ZCTA5 95944,14,-,N
8600000US95945,ZCTA5 95945,11162,62972,84137
8600000US95946,ZCTA5 95946,3799,75469,91872
8600000US95947,ZCTA5 95947,826,63810,75588
8600000US95948,ZCTA5 95948,3718,64914,85719
8600000US95949,ZCTA5 95949,8408,86817,107827
8600000US95950,ZCTA5 95950,151,27083,33253
8600000US95951,ZCTA5 95951,854,49821,55780
8600000US95953,ZCTA5 95953,3262,62022,83553
8600000US95954,ZCTA5 95954,4934,61140,68306
8600000US95955,ZCTA5 95955,513,67875,87485
8600000US95956,ZCTA5 95956,167,126071,127853
8600000US95957,ZCTA5 95957,313,67500,95986
8600000US95959,ZCTA5 95959,7538,87288,113371
8600000US95960,ZCTA5 95960,348,80133,64415
8600000US95961,ZCTA5 95961,8926,63115,78616
8600000US95962,ZCTA5 95962,626,98008,97498
8600000US95963,ZCTA5 95963,5473,55947,69266
8600000US95965,ZCTA5 95965,6983,47013,61846
8600000US95966,ZCTA5 95966,11266,55179,71813
8600000US95968,ZCTA5 95968,434,32071,54111
8600000US95969,ZCTA5 95969,9961,66307,87878
8600000US95970,ZCTA5 95970,254,76500,108222
8600000US95971,ZCTA5 95971,2428,74766,86000
8600000US95973,ZCTA5 95973,14219,86339,112299
8600000US95974,ZCTA5 95974,16,-,-
8600000US95975,ZCTA5 95975,796,69051,79623
