,Company,TradeName,Address,ZipCode,DunsNumber,HQDuns,HQTradeName,Subsidiary,Latitude,Longitude,SIC2,SIC4,SIC8,Industry,IndustryGroup,YearStart,OutofBis,FirstYear,LastYear,Minority,WomenOwned,Sales90,SalesC90,Sales91,SalesC91,Sales92,SalesC92,Sales93,SalesC93,Sales94,SalesC94,Sales95,SalesC95,Sales96,SalesC96,Sales97,SalesC97,Sales98,SalesC98,Sales99,SalesC99,Sales00,SalesC00,Sales01,SalesC01,Sales02,SalesC02,Sales03,SalesC03,Sales04,SalesC04,Sales05,SalesC05,Sales06,SalesC06,Sales07,SalesC07,Sales08,SalesC08,Sales09,SalesC09,Sales10,SalesC10,Sales11,SalesC11,Sales12,SalesC12,Sales13,SalesC13,Sales14,SalesC14,DnBRating91,DnBRating92,DnBRating93,DnBRating94,DnBRating95,DnBRating96,DnBRating97,DnBRating98,DnBRating99,DnBRating00,DnBRating01,DnBRating02,DnBRating03,DnBRating04,DnBRating05,DnBRating06,DnBRating07,DnBRating08,DnBRating09,DnBRating10,DnBRating11,DnBRating12,DnBRating13,DnBRating14
428018,CHINESE GOURMET GROUP INC,CHINESE GOURMET EXPRESS INC,520 W 6TH ST,90014,828188375,828188375,CHINESE GOURMET EXPRESS INC,N,34.0481,118.2545,58,5812,58120103,Chinese restaurant,Eating and Drinking Places,1990,NA,1990,2009,NA,NA,NA,NA,266700,3,275000,3,280000,3,285700,3,285700,3,294100,3,3.00E+05,3,3.00E+05,3,319100,3,320000,3,333300,3,333300,3,333300,3,333300,3,333300,3,333300,3,350000,3,333300,3,333300,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,--,--,NA,NA,NA,NA,NA
428035,CHAOS CHINESE FOOD,NA,621 S BROADWAY,90014,828189548,828189548,NA,N,34.0463,118.2524,58,5812,58120103,Chinese restaurant,Eating and Drinking Places,1994,NA,1994,2013,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187500,3,197100,3,133300,3,107100,3,107100,3,72800,3,36700,3,37500,3,40000,3,40000,3,38900,3,38900,3,37500,3,37500,3,37500,3,37500,3,37800,3,37500,3,38900,3,NA,NA,NA,NA,NA,NA,DS,DS,DS,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,DS,DS,NA
428084,SUNG WOONG USA INC,MANNA,1127 S RIDGELEY DR,90019,828194873,828194873,MANNA,N,34.0556,118.3533,58,5812,58120110,Korean restaurant,Eating and Drinking Places,2000,NA,2000,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44000,3,47500,3,48300,3,47500,3,43800,3,40900,3,41700,3,40000,3,40000,3,40300,3,40000,3,40000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,--,--,--,--,NA,--,--,--,--,NA,NA
428097,DELANCEY VILLAGE LLC,NA,5936 W SUNSET BLVD,90028,828216007,828216007,NA,N,34.0979,118.3192,58,5812,58120101,American restaurant,Eating and Drinking Places,2007,NA,2007,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86700,3,87500,3,80000,3,85600,3,91200,3,98000,3,1.00E+05,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2R3,2R3,2R3,2R3,2R3
428226,HOUSE OF THAI TASTE,HOUSE OF THAI,7825 BEVERLY BLVD STE 2,90036,828336545,828336545,HOUSE OF THAI,N,34.0762,118.3605,58,5812,58120115,Thai restaurant,Eating and Drinking Places,NA,NA,2008,2009,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,NA,NA,NA,NA,NA
428264,MICEEIS MOISES,JACK IN THE BOX,7120 S BROADWAY,90003,828338012,828338012,JACK IN THE BOX,N,33.9751,118.2781,58,5812,58120307,"Fast-food restaurant, chain",Eating and Drinking Places,1994,NA,1994,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629300,3,640000,3,646200,3,650000,3,644000,3,628600,3,635000,3,660000,3,660000,3,694700,3,674700,3,674700,3,660000,3,660000,3,647800,3,641700,3,645300,3,641700,3,652700,3,660000,3,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,NA,NA,NA,NA,DS,DS,DS,DS,DS
428265,JACK IN BOX INC,JACK IN THE BOX,805 W MANCHESTER AVE,90044,828338038,42117200,JACK IN THE BOX,N,33.9601,118.2872,58,5812,58120307,"Fast-food restaurant, chain",Eating and Drinking Places,NA,NA,1994,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681800,3,693300,3,7.00E+05,3,704200,3,728000,3,742900,3,750400,3,780000,3,780000,3,821100,3,797300,3,797300,3,1140000,3,1140000,3,1118900,3,1108300,3,1114700,3,1108300,3,1127300,3,1140000,3,NA,NA,NA,NA,DS,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428266,JACK IN BOX INC,JACK IN THE BOX,6250 YORK BLVD,90042,828338046,42117200,JACK IN THE BOX,N,34.1149,118.1832,58,5812,58120307,"Fast-food restaurant, chain",Eating and Drinking Places,NA,NA,1994,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209800,3,213300,3,915400,3,920800,3,952000,3,971400,3,981300,3,1020000,3,1020000,3,1073700,3,1042700,3,1042700,3,1020000,3,1020000,3,1001100,3,991700,3,997300,3,991700,3,1008700,3,1020000,3,NA,NA,NA,NA,DS,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428267,JACK IN BOX INC,JACK IN THE BOX,2521 PASADENA AVE,90031,828338053,42117200,JACK IN THE BOX,N,34.0764,118.2163,58,5812,58120307,"Fast-food restaurant, chain",Eating and Drinking Places,NA,NA,1994,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,655600,3,666700,3,861500,3,866700,3,896000,3,914300,3,923600,3,960000,3,960000,3,1010500,3,981300,3,981300,3,960000,3,960000,3,942200,3,933300,3,938700,3,933300,3,949300,3,960000,3,NA,NA,NA,NA,DS,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428268,JACK IN BOX INC,JACK IN THE BOX,1135 N MISSION RD,90033,828338079,42117200,JACK IN THE BOX,N,34.0613,118.2136,58,5812,58120307,"Fast-food restaurant, chain",Eating and Drinking Places,NA,NA,1994,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131100,3,133300,3,861500,3,866700,3,896000,3,914300,3,923600,3,960000,3,960000,3,1042100,3,1012000,3,1012000,3,990000,3,990000,3,971700,3,962500,3,968000,3,962500,3,979000,3,990000,3,NA,NA,NA,NA,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428269,JACK IN BOX INC,JACK IN THE BOX,1243 N HIGHLAND AVE,90038,828338087,42117200,JACK IN THE BOX,N,34.0933,118.3387,58,5812,58120307,"Fast-food restaurant, chain",Eating and Drinking Places,NA,NA,1994,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,655600,3,666700,3,673100,3,677100,3,7.00E+05,3,714300,3,721600,3,9.00E+05,3,9.00E+05,3,947400,3,920000,3,613300,3,6.00E+05,3,6.00E+05,3,588900,3,583300,3,586700,3,583300,3,593300,3,6.00E+05,3,NA,NA,NA,NA,DS,DS,DS,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428271,JACK IN BOX INC,JACK IN THE BOX,4470 EAGLE ROCK BLVD,90041,828338137,42117200,JACK IN THE BOX,N,34.1253,118.2193,58,5812,58120307,"Fast-food restaurant, chain",Eating and Drinking Places,NA,NA,1994,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,786700,3,8.00E+05,3,807700,3,812500,3,840000,3,857100,3,865900,3,9.00E+05,3,9.00E+05,3,947400,3,920000,3,920000,3,9.00E+05,3,9.00E+05,3,883300,3,875000,3,880000,3,875000,3,890000,3,9.00E+05,3,NA,NA,NA,NA,DS,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428312,CASA MIA DELI,NA,1155 N MISSION RD,90033,828339622,828339622,NA,N,34.0614,118.2133,58,5812,58120302,Carry-out only (except pizza) restaurant,Eating and Drinking Places,NA,NA,2005,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,3,170000,3,160000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,NA,NA,NA,NA,NA,NA
428517,FEYS RESTAURANT,FEYS SUSHI ORIENTAL FORD,8162 W SUNSET BLVD,90046,828347088,828347088,FEYS SUSHI ORIENTAL FORD,N,34.0978,118.3669,58,5812,58120103,Chinese restaurant,Eating and Drinking Places,1996,NA,1996,2009,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33300,3,40000,3,40000,3,40000,3,40000,3,40000,3,42500,3,42500,3,40000,3,36000,3,35000,3,33400,3,35000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA
428614,CASTLE HARLAN PARTNERS III LP,CALLENDERS GRILL BKY CAFE 275,6081 CENTER DR STE 105,90045,828432562,179563424,MARIE CALLENDERS PIE SHOPS,N,33.9781,118.3926,58,5812,58120501,"Restaurant, family: chain",Eating and Drinking Places,NA,NA,2009,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720000,3,720000,3,720000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428688,LOS ANGLES INDIA TANDOORI REST,TANDOORI NIGHTS,8165 SANTA MONICA BLVD,90046,828507590,828507590,TANDOORI NIGHTS,N,34.0908,118.3671,58,5812,58120107,Indian/Pakistan restaurant,Eating and Drinking Places,1994,NA,1994,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32400,3,32100,3,33300,3,35000,3,40000,3,40200,3,41700,3,40000,3,40200,3,2.00E+05,0,2.00E+05,0,2.00E+05,0,2.00E+05,0,2.00E+05,0,2.00E+05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,NA,NA,NA,NA,NA
428832,SHAIBI MUTAHAR,ROMANS PIZZA,240 N VIRGIL AVE STE 5,90004,828522284,828522284,ROMANS PIZZA,N,34.0761,118.2866,58,5812,58120600,Pizza restaurants,Eating and Drinking Places,1994,NA,1994,2014,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33300,3,35000,3,37500,3,75000,3,80000,3,80000,3,80000,3,45000,3,50000,3,50000,3,50000,3,50000,3,50000,3,50000,3,50000,3,50000,3,50000,3,50000,3,50000,3,50000,3,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,DS,--,--,--,--,--,--,--,--,--,--,--,--,--
428900,PERFECT 1 DOLLAR CHINESE FOOD,NA,1713 E VERNON AVE STE 106,90058,828529438,828529438,NA,N,34.004,118.2427,58,5812,58120103,Chinese restaurant,Eating and Drinking Places,1992,NA,1992,2014,NA,NA,NA,NA,NA,NA,NA,NA,120000,3,123300,3,125000,3,131400,3,133300,3,142900,3,142900,3,145600,3,183300,3,187500,3,2.00E+05,3,2.00E+05,3,194400,3,194400,3,187500,3,187500,3,187500,3,187500,3,188900,3,187500,3,194400,3,2.00E+05,3,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS
428953,DAEUH SUSHI BAR AND RESTAURANT,NA,3922 W 3RD ST,90020,828535146,828535146,NA,N,34.0688,118.2994,58,5812,58120700,Seafood restaurants,Eating and Drinking Places,1994,NA,1994,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210000,3,240000,3,228000,3,240000,3,240000,3,240000,3,3.00E+05,3,266700,3,260600,3,266700,3,250000,3,228000,3,225000,3,240000,3,240000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,NA,NA,NA,NA,NA
429309,PANDA RESTAURANT GROUP INC,PANDA EXPRESS,1000 ELYSIAN PARK AVE,90012,828906581,175823673,NA,N,34.0723,118.2467,58,5812,58120103,Chinese restaurant,Eating and Drinking Places,NA,NA,2010,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350000,3,333300,3,333900,3,350000,3,357100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429310,PANDA RESTAURANT GROUP INC,NA,4947 EAGLE ROCK BLVD,90041,828906664,175823673,NA,N,34.1362,118.2151,58,5812,58120103,Chinese restaurant,Eating and Drinking Places,NA,NA,2010,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333300,3,333900,3,350000,3,357100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429558,NINE THIRTY LLC,NA,930 HILGARD AVE,90024,829274872,829274872,NA,N,34.0632,118.4411,58,5812,58120101,American restaurant,Eating and Drinking Places,2009,NA,2009,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.00E+06,3,3.00E+06,3,3.00E+06,3,3.00E+06,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,NA,NA
430121,ELISHA BROTHERS INC,CALIFORNIA FRESH BREADS PIZZA,2000 WESTWOOD BLVD,90025,829565667,829565667,CALIFORNIA FRESH BREADS PIZZA,N,34.0466,118.4339,58,5812,58120600,Pizza restaurants,Eating and Drinking Places,2002,NA,2002,2014,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.00E+05,0,5.00E+05,0,5.00E+05,0,5.00E+05,0,5.00E+05,0,5.00E+05,0,5.00E+05,0,5.00E+05,0,5.00E+05,0,5.00E+05,0,5.00E+05,0,290000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,2R3,2R3,2R3,--,2R3,2R3,--,--,--,--,2R3
430233,SOYBEAN CHINESE RESTAURANT,NA,11966 WILSHIRE BLVD,90025,829749704,829749704,NA,N,34.0455,118.4653,58,5812,58120103,Chinese restaurant,Eating and Drinking Places,1994,NA,1994,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166700,3,173400,3,186700,3,190700,3,2.00E+05,3,2.00E+05,3,2.00E+05,3,250000,0,250000,0,250000,0,250000,0,250000,0,250000,0,250000,0,250000,0,250000,0,250000,0,250000,0,250000,0,220000,2,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,--,--,--,--,--,--,--,--,--,--,--,--,--,--
430244,MATTEOS TAKE OUT,MATTEOS A LITTLE TASTE HOBOKEN,2323 WESTWOOD BLVD,90064,829749951,829749951,MATTEOS A LITTLE TASTE HOBOKEN,N,34.0345,118.4264,58,5812,58120302,Carry-out only (except pizza) restaurant,Eating and Drinking Places,1994,NA,1994,2014,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133300,3,133300,3,133300,3,150000,3,150000,3,150000,3,160000,3,165300,3,165300,3,160000,3,160000,3,150000,3,170000,3,80000,3,42500,3,42500,3,40000,3,45000,3,40000,3,40000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,NA,NA,DS,DS,DS,DS,DS,DS
430299,SPIKES TERIYAKI BOWL,CALIFORNIA TERIYAKI BOWL,1133 WESTWOOD BLVD,90024,829832919,829832919,CALIFORNIA TERIYAKI BOWL,N,34.06,118.4452,58,5812,58120100,Ethnic food restaurants,Eating and Drinking Places,NA,NA,2005,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432000,3,461500,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,NA,NA,NA,NA,NA,NA,NA
430691,LOTUS WEST REST BRENTWOOD INC,NA,11930 SAN VICENTE BLVD,90049,830144895,830144895,NA,N,34.0523,118.4706,58,5812,58120103,Chinese restaurant,Eating and Drinking Places,1990,NA,1990,2004,NA,NA,NA,NA,320000,3,330000,3,336000,3,342900,3,342900,3,147100,3,150000,3,150000,3,159600,3,160000,3,166700,3,166700,3,166700,3,166700,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430720,RUTH FLORES INC,MCDONALDS,10850 W PICO BLVD,90064,830145561,830145561,MCDONALDS,N,34.0398,118.4287,58,5812,58120307,"Fast-food restaurant, chain",Eating and Drinking Places,1992,NA,1992,2014,NA,NA,NA,NA,NA,NA,NA,NA,250000,3,260000,3,262200,3,266700,3,269200,3,270800,3,840000,3,1428600,3,1443100,3,1500000,3,1500000,3,1578900,3,1533300,3,1533300,3,1500000,3,1500000,3,1472200,3,1458300,3,1466700,3,1458300,3,1483300,3,1500000,3,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,DS,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,DS,DS
430725,MEZZA BH CORPORATION,MEZZALUNA,11750 SAN VICENTE BLD,90049,830145728,625182126,MEZZALUNA,N,34.053,118.4671,58,5812,58120108,Italian restaurant,Eating and Drinking Places,NA,NA,1994,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,717300,3,729200,3,750000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430750,PANDA EXPRESS INC,PANDA EXPRESS,10800 W PICO BLVD STE 310,90064,830146635,175823673,NA,N,34.0404,118.4276,58,5812,58120103,Chinese restaurant,Eating and Drinking Places,NA,NA,1994,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.00E+05,3,411800,3,420000,3,420000,3,446800,3,448000,3,466700,3,466700,3,466700,3,466700,3,466700,3,466700,3,490000,3,466700,3,466700,3,490000,3,466700,3,467400,3,490000,3,5.00E+05,3,NA,NA,NA,NA,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430762,PICCOLO MONDO,NA,10917 LINDBROOK DR,90024,830147088,830147088,NA,N,34.0596,118.445,58,5812,58120108,Italian restaurant,Eating and Drinking Places,1987,NA,1989,2001,NA,Y,416500,3,458200,3,463200,3,471500,3,479900,3,493300,3,5.00E+05,0,5.00E+05,0,5.00E+05,0,5.00E+05,0,5.00E+05,0,5.00E+05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,--,--,--,--,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430789,LA SALSA INC,NA,1154 WESTWOOD BLVD,90024,830148060,876720715,NA,N,34.0598,118.4446,58,5812,58120307,"Fast-food restaurant, chain",Eating and Drinking Places,NA,NA,1999,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285700,3,288600,3,3.00E+05,3,3.00E+05,3,315800,3,306700,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430830,DRAGON EXPRESS,NA,1147 WESTWOOD BLVD,90024,830149613,830149613,NA,N,34.0598,118.4451,58,5812,58120103,Chinese restaurant,Eating and Drinking Places,1990,NA,1990,1999,NA,Y,NA,NA,157800,3,161400,3,165000,3,166800,3,171000,3,175200,3,180000,0,180000,0,180000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,--,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430877,CHEESECAKE FACTORY RESTAURANTS,CHEESECAKE FACTORY BRENTWOOD,11647 SAN VICENTE BLVD,90049,830152054,794351783,THE CHEESECAKE FACTORY,N,34.0541,118.4639,58,5812,58120101,American restaurant,Eating and Drinking Places,NA,NA,1994,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059000,3,4135800,3,4285700,3,4500000,3,4500000,3,4500000,3,4500000,3,4500000,3,4500000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430880,CHINA EXPRESS,NA,12239 SANTA MONICA BLVD,90025,830152120,830152120,NA,N,34.0399,118.4649,58,5812,58120103,Chinese restaurant,Eating and Drinking Places,NA,NA,1994,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64000,3,66700,3,66700,3,80000,3,80000,3,80000,3,80000,3,80000,3,85000,3,85000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,DS,DS,DS,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430926,GOLDEN GATE BEST INDIAN REST,NA,10959 KINROSS AVE,90024,830153862,830153862,NA,N,34.0601,118.4467,58,5812,58120107,Indian/Pakistan restaurant,Eating and Drinking Places,1995,NA,1995,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73300,3,75000,3,80000,3,83300,3,85700,3,88000,3,95000,3,96700,3,95000,3,87500,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430972,KOO KOO ROO INC,KOO KOO ROO,11066 SANTA MONICA BLVD,90025,830156162,555878644,KOO KOO ROO,N,34.0477,118.4434,58,5812,58120307,"Fast-food restaurant, chain",Eating and Drinking Places,NA,NA,2001,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500000,3,1500000,3,1578900,3,1533300,3,1533300,3,1500000,3,1500000,3,1472200,3,1458300,3,1466700,3,1458300,3,1483300,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430977,LACANASTA MEXICAN FOOD,NA,11629 SANTA MONICA BLVD,90025,830156279,830156279,NA,N,34.0445,118.4546,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,1994,NA,1994,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28300,3,30000,3,32200,3,32500,3,33300,3,33300,3,35000,3,40000,3,41700,3,41700,3,37500,3,35000,3,35000,3,34400,3,33500,3,35000,3,34400,3,37500,3,37500,3,37500,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS
431037,WESTBRED INC,NA,514 W 7TH ST,90014,830247115,830247115,NA,N,34.0466,118.2558,58,5812,58120101,American restaurant,Eating and Drinking Places,2008,NA,2008,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.00E+05,3,3.00E+05,3,3.00E+05,3,3.00E+05,3,3.00E+05,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,1R3,1R3,1R3,NA
431083,SAMS PIZZERIA INC,NA,814 N VERMONT AVE,90029,830332206,830332206,NA,N,34.0861,118.2915,58,5812,58120600,Pizza restaurants,Eating and Drinking Places,2009,NA,2009,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170000,3,175000,3,175000,3,178600,3,178600,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--
