id,Geographic Area Name,Total
8600000US92870,ZCTA5 92870,53600
8600000US92879,ZCTA5 92879,47872
8600000US92880,ZCTA5 92880,69656
8600000US92881,ZCTA5 92881,33531
8600000US92882,ZCTA5 92882,73250
8600000US92883,ZCTA5 92883,35933
8600000US92886,ZCTA5 92886,50784
8600000US92887,ZCTA5 92887,20012
8600000US93001,ZCTA5 93001,32396
8600000US93003,ZCTA5 93003,51629
8600000US93004,ZCTA5 93004,31525
8600000US93010,ZCTA5 93010,46063
8600000US93012,ZCTA5 93012,36052
8600000US93013,ZCTA5 93013,16652
8600000US93015,ZCTA5 93015,17989
8600000US93021,ZCTA5 93021,38581
8600000US93022,ZCTA5 93022,7179
8600000US93023,ZCTA5 93023,19895
8600000US93030,ZCTA5 93030,58422
8600000US93033,ZCTA5 93033,84701
8600000US93035,ZCTA5 93035,29354
8600000US93036,ZCTA5 93036,48162
8600000US93040,ZCTA5 93040,1827
8600000US93041,ZCTA5 93041,24208
8600000US93042,ZCTA5 93042,118
8600000US93043,ZCTA5 93043,144
8600000US93060,ZCTA5 93060,33773
8600000US93063,ZCTA5 93063,56458
8600000US93064,ZCTA5 93064,0
8600000US93065,ZCTA5 93065,71832
8600000US93066,ZCTA5 93066,3220
8600000US93067,ZCTA5 93067,410
8600000US93101,ZCTA5 93101,31371
8600000US93103,ZCTA5 93103,20538
8600000US93105,ZCTA5 93105,28545
8600000US93108,ZCTA5 93108,10401
8600000US93109,ZCTA5 93109,10771
8600000US93110,ZCTA5 93110,16849
8600000US93111,ZCTA5 93111,17329
8600000US93117,ZCTA5 93117,58546
8600000US93201,ZCTA5 93201,1580
8600000US93202,ZCTA5 93202,4273
8600000US93203,ZCTA5 93203,22662
8600000US93204,ZCTA5 93204,12961
8600000US93205,ZCTA5 93205,2030
8600000US93206,ZCTA5 93206,1704
8600000US93207,ZCTA5 93207,256
8600000US93208,ZCTA5 93208,106
8600000US93210,ZCTA5 93210,18336
8600000US93212,ZCTA5 93212,23357
8600000US93215,ZCTA5 93215,54958
8600000US93218,ZCTA5 93218,871
8600000US93219,ZCTA5 93219,10285
8600000US93220,ZCTA5 93220,65
8600000US93221,ZCTA5 93221,14129
