GEO_ID,NAME,B12001_001E,B12001_002E,B12001_003E,B12001_004E,B12001_005E,B12001_006E,B12001_007E,B12001_008E,B12001_009E,B12001_010E,B12001_011E,B12001_012E,B12001_013E,B12001_014E,B12001_015E,B12001_016E,B12001_017E,B12001_018E,B12001_019E
id,Geographic Area Name,Estimate!!Total:,Estimate!!Total:!!Male:,Estimate!!Total:!!Male:!!Never married,Estimate!!Total:!!Male:!!Now married:,"Estimate!!Total:!!Male:!!Now married:!!Married, spouse present","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Separated","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Other",Estimate!!Total:!!Male:!!Widowed,Estimate!!Total:!!Male:!!Divorced,Estimate!!Total:!!Female:,Estimate!!Total:!!Female:!!Never married,Estimate!!Total:!!Female:!!Now married:,"Estimate!!Total:!!Female:!!Now married:!!Married, spouse present","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Separated","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Other",Estimate!!Total:!!Female:!!Widowed,Estimate!!Total:!!Female:!!Divorced
8600000US93608,ZCTA5 93608,964,508,197,288,254,34,0,34,0,23,456,147,242,242,0,0,0,67,0
8600000US93609,ZCTA5 93609,4172,1981,807,1080,988,92,10,82,3,91,2191,780,1013,940,73,20,53,272,126
8600000US93610,ZCTA5 93610,18692,7707,3270,3390,2661,729,334,395,126,921,10985,5175,3805,2612,1193,478,715,766,1239
8600000US93611,ZCTA5 93611,37717,17974,6060,10191,9693,498,168,330,333,1390,19743,5727,10497,9539,958,325,633,1588,1931
8600000US93612,ZCTA5 93612,27340,13240,5538,5356,4609,747,384,363,353,1993,14100,4660,5413,4463,950,494,456,1306,2721
8600000US93614,ZCTA5 93614,10009,4534,759,3118,3067,51,19,32,178,479,5475,1043,3186,3129,57,3,54,708,538
8600000US93615,ZCTA5 93615,4480,2268,1192,903,770,133,0,133,32,141,2212,1016,864,742,122,30,92,177,155
8600000US93616,ZCTA5 93616,1920,1007,375,528,463,65,58,7,26,78,913,338,493,462,31,13,18,57,25
8600000US93618,ZCTA5 93618,22614,11386,4934,5613,4933,680,299,381,163,676,11228,3923,5736,4835,901,567,334,810,759
8600000US93619,ZCTA5 93619,30362,15265,4059,9952,9445,507,180,327,149,1105,15097,3424,9685,9185,500,181,319,823,1165
8600000US93620,ZCTA5 93620,6780,3175,1141,1731,1596,135,6,129,82,221,3605,1367,1637,1399,238,117,121,402,199
8600000US93621,ZCTA5 93621,95,58,19,39,39,0,0,0,0,0,37,0,37,37,0,0,0,0,0
8600000US93622,ZCTA5 93622,7795,4145,2114,1939,1733,206,50,156,45,47,3650,1451,1731,1634,97,64,33,267,201
8600000US93623,ZCTA5 93623,114,63,0,60,58,2,0,2,0,3,51,0,49,49,0,0,0,0,2
8600000US93624,ZCTA5 93624,660,369,177,165,141,24,5,19,0,27,291,130,158,132,26,12,14,0,3
8600000US93625,ZCTA5 93625,6116,3027,1168,1536,1349,187,117,70,83,240,3089,842,1533,1305,228,159,69,332,382
8600000US93626,ZCTA5 93626,1816,805,170,558,525,33,33,0,0,77,1011,191,612,514,98,51,47,115,93
8600000US93627,ZCTA5 93627,213,67,32,35,35,0,0,0,0,0,146,114,32,32,0,0,0,0,0
8600000US93628,ZCTA5 93628,83,45,0,13,13,0,0,0,0,32,38,24,14,14,0,0,0,0,0
8600000US93630,ZCTA5 93630,15103,7893,3435,3859,3425,434,191,243,171,428,7210,2420,3829,3240,589,215,374,482,479
8600000US93631,ZCTA5 93631,12682,6039,1854,3619,3462,157,48,109,264,302,6643,1922,3477,3326,151,58,93,637,607
8600000US93633,ZCTA5 93633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US93634,ZCTA5 93634,22,9,6,3,3,0,0,0,0,0,13,11,2,2,0,0,0,0,0
8600000US93635,ZCTA5 93635,29627,15301,6443,7796,7394,402,103,299,214,848,14326,4334,7764,6930,834,384,450,1099,1129
8600000US93636,ZCTA5 93636,10540,5111,1245,3422,3258,164,94,70,127,317,5429,1100,3613,3383,230,124,106,289,427
8600000US93637,ZCTA5 93637,30057,14172,4799,8038,7265,773,168,605,363,972,15885,4607,7944,7241,703,376,327,1570,1764
8600000US93638,ZCTA5 93638,36386,18558,8875,8424,7485,939,320,619,362,897,17828,6373,8847,7564,1283,698,585,1100,1508
8600000US93640,ZCTA5 93640,9171,4984,2450,2160,1616,544,205,339,29,345,4187,1914,1763,1512,251,140,111,345,165
8600000US93641,ZCTA5 93641,223,177,94,52,31,21,0,21,16,15,46,15,31,31,0,0,0,0,0
8600000US93643,ZCTA5 93643,2281,1231,205,642,563,79,60,19,83,301,1050,196,564,528,36,9,27,157,133
8600000US93644,ZCTA5 93644,7594,3589,959,2092,1947,145,44,101,123,415,4005,758,2252,1940,312,150,162,283,712
8600000US93645,ZCTA5 93645,148,52,0,52,52,0,0,0,0,0,96,0,54,54,0,0,0,42,0
8600000US93646,ZCTA5 93646,8034,4038,1793,1909,1611,298,228,70,84,252,3996,1567,1944,1522,422,267,155,231,254
8600000US93647,ZCTA5 93647,8104,4129,1988,1871,1782,89,48,41,65,205,3975,1349,2197,1702,495,223,272,289,140
8600000US93648,ZCTA5 93648,11604,5789,2660,2879,2491,388,130,258,60,190,5815,2221,2863,2345,518,259,259,342,389
8600000US93650,ZCTA5 93650,2487,1183,426,552,417,135,106,29,10,195,1304,364,496,388,108,38,70,186,258
8600000US93651,ZCTA5 93651,1501,860,231,578,527,51,41,10,7,44,641,33,559,540,19,19,0,17,32
8600000US93652,ZCTA5 93652,448,254,136,101,76,25,11,14,8,9,194,78,82,74,8,8,0,21,13
8600000US93653,ZCTA5 93653,1205,626,188,346,320,26,4,22,19,73,579,91,392,357,35,8,27,49,47
8600000US93654,ZCTA5 93654,22634,11149,4098,6221,5671,550,56,494,194,636,11485,3548,5942,5316,626,257,369,1161,834
8600000US93656,ZCTA5 93656,4404,2306,713,1438,1284,154,68,86,70,85,2098,570,1336,1215,121,13,108,125,67
8600000US93657,ZCTA5 93657,27148,13882,5475,6985,6006,979,248,731,435,987,13266,4072,6725,5774,951,628,323,1229,1240
8600000US93660,ZCTA5 93660,2852,1389,535,821,726,95,0,95,19,14,1463,519,762,677,85,33,52,85,97
8600000US93662,ZCTA5 93662,22981,11494,4918,5533,4794,739,140,599,210,833,11487,3568,5461,4614,847,290,557,1045,1413
8600000US93664,ZCTA5 93664,370,211,50,123,120,3,3,0,10,28,159,0,123,123,0,0,0,25,11
8600000US93665,ZCTA5 93665,532,287,130,91,91,0,0,0,33,33,245,135,79,79,0,0,0,0,31
8600000US93666,ZCTA5 93666,522,253,155,65,65,0,0,0,7,26,269,140,86,67,19,6,13,24,19
8600000US93667,ZCTA5 93667,2005,919,256,509,497,12,10,2,74,80,1086,384,532,475,57,2,55,125,45
8600000US93668,ZCTA5 93668,876,478,166,261,217,44,44,0,18,33,398,92,205,205,0,0,0,8,93
8600000US93669,ZCTA5 93669,214,88,0,78,78,0,0,0,0,10,126,25,75,75,0,0,0,26,0
8600000US93673,ZCTA5 93673,558,281,126,126,108,18,0,18,10,19,277,94,140,109,31,11,20,24,19
8600000US93675,ZCTA5 93675,2955,1467,390,864,762,102,58,44,74,139,1488,345,851,758,93,0,93,111,181
8600000US93701,ZCTA5 93701,7215,3359,1868,1120,868,252,93,159,56,315,3856,2252,1094,862,232,99,133,88,422
8600000US93702,ZCTA5 93702,31889,16193,8572,6101,5020,1081,414,667,305,1215,15696,6890,6302,4784,1518,859,659,1060,1444
8600000US93703,ZCTA5 93703,23993,11527,6115,4147,3401,746,296,450,166,1099,12466,5728,4193,3219,974,442,532,1049,1496
8600000US93704,ZCTA5 93704,23508,11322,4689,4919,4388,531,266,265,301,1413,12186,4300,4763,4219,544,328,216,1059,2064
8600000US93705,ZCTA5 93705,27605,13138,6309,4931,4075,856,361,495,433,1465,14467,6078,5085,3882,1203,743,460,1449,1855
8600000US93706,ZCTA5 93706,29366,14995,7039,6340,4803,1537,522,1015,419,1197,14371,6274,5735,4588,1147,628,519,1101,1261
8600000US93710,ZCTA5 93710,27464,12950,6532,5053,4356,697,201,496,314,1051,14514,6784,4966,4121,845,336,509,1148,1616
8600000US93711,ZCTA5 93711,32449,15479,4960,8528,7921,607,185,422,537,1454,16970,4716,8409,7709,700,332,368,1787,2058
8600000US93720,ZCTA5 93720,38265,17285,5642,10013,9324,689,193,496,379,1251,20980,6036,10307,9211,1096,552,544,1834,2803
8600000US93721,ZCTA5 93721,6857,4635,2635,1157,404,753,227,526,166,677,2222,1033,671,395,276,172,104,215,303
8600000US93722,ZCTA5 93722,64005,31401,13937,14603,12884,1719,748,971,539,2322,32604,11699,14638,12575,2063,938,1125,2014,4253
8600000US93723,ZCTA5 93723,10402,4997,1510,2981,2655,326,116,210,57,449,5405,1516,3125,2608,517,428,89,412,352
8600000US93725,ZCTA5 93725,19530,9529,4452,4552,4025,527,251,276,131,394,10001,3728,4479,3853,626,361,265,787,1007
8600000US93726,ZCTA5 93726,32081,15978,8344,5715,4669,1046,401,645,372,1547,16103,7371,5404,4490,914,494,420,1013,2315
8600000US93727,ZCTA5 93727,61995,30489,12833,15059,13665,1394,592,802,526,2071,31506,11090,15265,13026,2239,1082,1157,2179,2972
8600000US93728,ZCTA5 93728,12868,6767,3764,2270,1695,575,294,281,155,578,6101,2369,2097,1639,458,266,192,400,1235
8600000US93730,ZCTA5 93730,9856,4718,1028,3165,3051,114,0,114,206,319,5138,1053,3175,3014,161,43,118,465,445
8600000US93901,ZCTA5 93901,21983,11081,4921,5001,4492,509,214,295,355,804,10902,4079,4836,4329,507,288,219,949,1038
8600000US93905,ZCTA5 93905,42283,21629,11530,9193,7998,1195,219,976,284,622,20654,9764,9212,7625,1587,670,917,951,727
8600000US93906,ZCTA5 93906,48801,24373,10283,12007,10638,1369,234,1135,560,1523,24428,9658,11326,10313,1013,482,531,1577,1867
8600000US93907,ZCTA5 93907,19341,9501,3501,5170,4650,520,155,365,198,632,9840,3141,5133,4586,547,228,319,836,730
8600000US93908,ZCTA5 93908,10349,5258,1382,3387,3159,228,47,181,179,310,5091,967,3389,3228,161,49,112,355,380
8600000US93920,ZCTA5 93920,1241,684,261,375,259,116,69,47,5,43,557,181,331,278,53,10,43,0,45
8600000US93921,ZCTA5 93921,2920,1410,327,872,809,63,0,63,102,109,1510,177,850,804,46,0,46,205,278
8600000US93923,ZCTA5 93923,11125,5021,1284,3226,2981,245,85,160,83,428,6104,958,3219,3009,210,36,174,1110,817
8600000US93924,ZCTA5 93924,5571,2692,642,1590,1482,108,50,58,99,361,2879,440,1651,1542,109,39,70,349,439
8600000US93925,ZCTA5 93925,1525,734,312,420,342,78,8,70,2,0,791,389,372,335,37,10,27,11,19
8600000US93926,ZCTA5 93926,6778,3478,1533,1807,1671,136,41,95,122,16,3300,1244,1825,1615,210,80,130,126,105
8600000US93927,ZCTA5 93927,13003,6511,3010,3169,2844,325,115,210,131,201,6492,2606,3229,2720,509,133,376,314,343
8600000US93928,ZCTA5 93928,820,674,461,213,15,198,0,198,0,0,146,113,33,16,17,0,17,0,0
8600000US93930,ZCTA5 93930,12693,6714,3274,3179,2869,310,66,244,90,171,5979,2453,3092,2787,305,83,222,252,182
8600000US93932,ZCTA5 93932,529,230,84,132,115,17,17,0,0,14,299,107,146,125,21,21,0,26,20
8600000US93933,ZCTA5 93933,20327,9297,3931,4352,4066,286,105,181,238,776,11030,4175,4676,3956,720,284,436,861,1318
8600000US93940,ZCTA5 93940,28011,13951,6021,6382,5645,737,242,495,360,1188,14060,4274,6452,5731,721,296,425,1131,2203
8600000US93943,ZCTA5 93943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US93950,ZCTA5 93950,13112,5787,1701,3435,3219,216,76,140,155,496,7325,1582,3583,3280,303,128,175,824,1336
8600000US93953,ZCTA5 93953,3626,1652,408,1106,1001,105,23,82,62,76,1974,503,1094,1000,94,24,70,214,163
8600000US93954,ZCTA5 93954,370,189,83,85,69,16,0,16,10,11,181,84,79,68,11,5,6,18,0
8600000US93955,ZCTA5 93955,27231,13361,5567,6521,5649,872,156,716,340,933,13870,4800,6347,5619,728,268,460,1101,1622
8600000US93960,ZCTA5 93960,21786,15337,7605,5272,2853,2419,605,1814,377,2083,6449,2564,3200,2711,489,193,296,203,482
8600000US93962,ZCTA5 93962,405,217,110,107,107,0,0,0,0,0,188,32,118,118,0,0,0,38,0
8600000US94002,ZCTA5 94002,22011,10682,2897,6918,6401,517,102,415,172,695,11329,2348,6701,6357,344,96,248,848,1432
8600000US94005,ZCTA5 94005,3930,1914,536,1109,944,165,43,122,65,204,2016,548,1118,906,212,114,98,122,228
8600000US94010,ZCTA5 94010,34408,16210,4189,10661,10148,513,188,325,413,947,18198,5094,10536,9957,579,141,438,1124,1444
8600000US94014,ZCTA5 94014,42337,20833,8869,10056,8260,1796,321,1475,437,1471,21504,7709,9873,7786,2087,663,1424,1992,1930
8600000US94015,ZCTA5 94015,56970,28030,11872,13715,11640,2075,352,1723,646,1797,28940,10067,13651,11558,2093,510,1583,2770,2452
8600000US94019,ZCTA5 94019,17488,8166,2328,5087,4829,258,68,190,118,633,9322,2402,5175,4784,391,165,226,671,1074
8600000US94020,ZCTA5 94020,1524,845,335,398,346,52,0,52,60,52,679,170,450,342,108,0,108,28,31
8600000US94021,ZCTA5 94021,511,191,120,45,29,16,0,16,0,26,320,69,78,29,49,0,49,0,173
8600000US94022,ZCTA5 94022,15805,7695,1813,5254,4997,257,65,192,237,391,8110,1642,5203,4993,210,20,190,664,601
8600000US94024,ZCTA5 94024,18642,8936,1835,6676,6370,306,80,226,133,292,9706,1764,6629,6348,281,28,253,706,607
8600000US94025,ZCTA5 94025,33831,16428,5320,9697,8720,977,147,830,311,1100,17403,4983,9320,8627,693,205,488,1262,1838
8600000US94027,ZCTA5 94027,6090,2971,1014,1788,1739,49,7,42,56,113,3119,780,1891,1756,135,34,101,218,230
8600000US94028,ZCTA5 94028,5916,2681,573,1933,1852,81,18,63,83,92,3235,543,1978,1880,98,0,98,467,247
8600000US94030,ZCTA5 94030,19024,9273,2960,5398,5021,377,77,300,229,686,9751,2332,5545,4933,612,206,406,1020,854
8600000US94037,ZCTA5 94037,2289,1122,310,742,629,113,52,61,45,25,1167,268,651,632,19,19,0,97,151
8600000US94038,ZCTA5 94038,2721,1339,353,855,822,33,0,33,31,100,1382,397,860,800,60,52,8,62,63
8600000US94040,ZCTA5 94040,29298,15219,5800,8466,7626,840,71,769,170,783,14079,4048,7990,7370,620,89,531,789,1252
8600000US94041,ZCTA5 94041,12441,6495,2856,3119,2749,370,133,237,88,432,5946,2051,2982,2744,238,123,115,425,488
8600000US94043,ZCTA5 94043,25927,13331,5746,6494,5723,771,252,519,218,873,12596,4309,6167,5618,549,189,360,605,1515
8600000US94044,ZCTA5 94044,32811,16245,5709,8762,7930,832,105,727,313,1461,16566,4576,8533,7690,843,339,504,1189,2268
8600000US94060,ZCTA5 94060,790,499,193,280,151,129,32,97,14,12,291,54,171,157,14,14,0,0,66
8600000US94061,ZCTA5 94061,32151,15486,6126,8266,7329,937,268,669,246,848,16665,5494,8255,7262,993,499,494,1110,1806
8600000US94062,ZCTA5 94062,23433,11361,3268,7289,6805,484,120,364,222,582,12072,3033,7217,6904,313,101,212,778,1044
8600000US94063,ZCTA5 94063,27710,14879,6951,6806,5650,1156,297,859,224,898,12831,4698,6211,5231,980,365,615,567,1355
8600000US94065,ZCTA5 94065,10100,4642,1205,3008,2876,132,33,99,73,356,5458,1463,3041,2843,198,87,111,314,640
8600000US94066,ZCTA5 94066,36311,17705,6508,9561,8595,966,117,849,389,1247,18606,5879,9432,8541,891,292,599,1382,1913
8600000US94070,ZCTA5 94070,24461,11705,3279,7496,7246,250,61,189,165,765,12756,2652,7629,7243,386,195,191,1053,1422
8600000US94074,ZCTA5 94074,145,74,0,74,64,10,10,0,0,0,71,17,54,54,0,0,0,0,0
8600000US94080,ZCTA5 94080,57422,28393,11287,14727,13281,1446,187,1259,646,1733,29029,8472,15028,12953,2075,614,1461,2467,3062
8600000US94085,ZCTA5 94085,19332,10671,4987,4913,4314,599,91,508,50,721,8661,2805,5016,4229,787,235,552,331,509
8600000US94086,ZCTA5 94086,41393,21905,8241,12396,10944,1452,280,1172,288,980,19488,5370,11571,10583,988,189,799,895,1652
8600000US94087,ZCTA5 94087,44712,22493,6219,14823,13638,1185,199,986,475,976,22219,4752,14360,13340,1020,240,780,1552,1555
8600000US94089,ZCTA5 94089,19498,10084,4141,5441,4875,566,114,452,95,407,9414,2322,5427,4734,693,134,559,690,975
8600000US94102,ZCTA5 94102,28871,16414,9592,4685,3288,1397,569,828,332,1805,12457,5820,3950,2954,996,424,572,1031,1656
8600000US94103,ZCTA5 94103,28278,16820,10708,4381,3702,679,344,335,196,1535,11458,5234,3683,3205,478,189,289,1131,1410
8600000US94104,ZCTA5 94104,381,246,71,107,87,20,20,0,40,28,135,54,81,68,13,6,7,0,0
8600000US94105,ZCTA5 94105,9920,5260,2517,2153,1990,163,0,163,0,590,4660,2283,2155,2043,112,15,97,0,222
8600000US94107,ZCTA5 94107,28279,15073,8015,6068,5488,580,305,275,185,805,13206,5756,5508,5091,417,171,246,842,1100
8600000US94108,ZCTA5 94108,13133,6304,2877,2772,2497,275,88,187,125,530,6829,2796,2688,2486,202,77,125,837,508
8600000US94109,ZCTA5 94109,54399,27569,15926,9044,7987,1057,294,763,446,2153,26830,13617,8938,7852,1086,431,655,1750,2525
8600000US94110,ZCTA5 94110,62858,33934,18287,12524,10421,2103,463,1640,497,2626,28924,13388,11133,9757,1376,467,909,1602,2801
8600000US94111,ZCTA5 94111,3326,1619,696,769,683,86,9,77,52,102,1707,574,774,706,68,12,56,197,162
8600000US94112,ZCTA5 94112,73357,36441,15197,18348,14790,3558,551,3007,716,2180,36916,12461,17410,14034,3376,656,2720,3235,3810
8600000US94114,ZCTA5 94114,31236,18485,10256,6834,6419,415,129,286,126,1269,12751,5309,5940,5510,430,141,289,466,1036
8600000US94115,ZCTA5 94115,30838,15683,8468,5785,5083,702,146,556,285,1145,15155,7208,5469,4880,589,242,347,952,1526
8600000US94116,ZCTA5 94116,40948,19647,7866,10267,9415,852,46,806,484,1030,21301,6460,10596,9240,1356,174,1182,2348,1897
8600000US94117,ZCTA5 94117,40511,20606,12304,6815,6235,580,179,401,196,1291,19905,11317,6574,5905,669,195,474,679,1335
8600000US94118,ZCTA5 94118,36921,16989,7941,7841,7296,545,79,466,177,1030,19932,8704,7795,7050,745,312,433,1645,1788
8600000US94121,ZCTA5 94121,38017,18463,7688,9178,8034,1144,163,981,419,1178,19554,6694,8929,7893,1036,319,717,1971,1960
8600000US94122,ZCTA5 94122,54529,26979,11802,13098,11539,1559,302,1257,528,1551,27550,10698,12938,11360,1578,240,1338,2187,1727
8600000US94123,ZCTA5 94123,23476,11324,6382,4372,3941,431,132,299,101,469,12152,6605,4085,3815,270,85,185,533,929
8600000US94124,ZCTA5 94124,29036,13897,6415,6159,5201,958,214,744,342,981,15139,6386,5836,4754,1082,334,748,1269,1648
8600000US94127,ZCTA5 94127,17591,8681,2735,5272,4867,405,56,349,264,410,8910,2192,5060,4736,324,0,324,802,856
8600000US94128,ZCTA5 94128,146,78,44,10,0,10,0,10,0,24,68,27,20,0,20,0,20,0,21
8600000US94129,ZCTA5 94129,3451,1590,979,538,538,0,0,0,14,59,1861,1017,644,514,130,73,57,30,170
8600000US94130,ZCTA5 94130,2801,1631,1347,144,80,64,28,36,14,126,1170,868,161,74,87,24,63,39,102
8600000US94131,ZCTA5 94131,25433,13707,6220,6418,5821,597,119,478,301,768,11726,4003,5767,5215,552,204,348,740,1216
8600000US94132,ZCTA5 94132,28606,13512,7250,5347,4547,800,179,621,232,683,15094,7255,5451,4367,1084,232,852,1071,1317
8600000US94133,ZCTA5 94133,24449,12431,5817,5501,4871,630,94,536,364,749,12018,4068,5534,4808,726,238,488,1223,1193
8600000US94134,ZCTA5 94134,36106,17847,7469,8926,7082,1844,232,1612,412,1040,18259,6334,8407,6837,1570,304,1266,1759,1759
8600000US94158,ZCTA5 94158,7493,3715,1741,1836,1736,100,96,4,15,123,3778,1229,1921,1863,58,0,58,210,418
8600000US94301,ZCTA5 94301,13943,6654,2056,3966,3685,281,41,240,167,465,7289,1793,4213,3793,420,80,340,611,672
8600000US94303,ZCTA5 94303,37545,18711,7945,9689,8521,1168,196,972,232,845,18834,6526,9584,8294,1290,437,853,1144,1580
8600000US94304,ZCTA5 94304,3223,1529,458,933,739,194,46,148,61,77,1694,431,884,773,111,0,111,237,142
8600000US94305,ZCTA5 94305,15549,8200,6861,1199,1034,165,3,162,29,111,7349,5988,1188,1008,180,5,175,169,4
8600000US94306,ZCTA5 94306,22411,10581,3420,6377,5928,449,92,357,243,541,11830,3158,6490,5818,672,51,621,765,1417
8600000US94401,ZCTA5 94401,29211,14425,6077,6718,5802,916,130,786,356,1274,14786,4931,6860,5696,1164,447,717,1414,1581
8600000US94402,ZCTA5 94402,20896,10329,3124,6342,5946,396,63,333,297,566,10567,2754,6233,5875,358,102,256,640,940
8600000US94403,ZCTA5 94403,36576,18279,6660,10029,9300,729,72,657,347,1243,18297,5181,9954,9209,745,186,559,1537,1625
8600000US94404,ZCTA5 94404,30358,14827,4158,9504,8716,788,110,678,332,833,15531,3325,9539,8796,743,263,480,1258,1409
8600000US94501,ZCTA5 94501,52914,25641,9380,13685,12034,1651,441,1210,616,1960,27273,8547,12905,11793,1112,357,755,2247,3574
8600000US94502,ZCTA5 94502,11884,5834,1699,3763,3577,186,18,168,93,279,6050,1347,3691,3544,147,79,68,551,461
8600000US94503,ZCTA5 94503,16160,8013,2950,4259,3885,374,69,305,182,622,8147,2650,3969,3478,491,146,345,658,870
8600000US94505,ZCTA5 94505,13458,6538,1751,4103,3772,331,80,251,46,638,6920,1676,4048,3643,405,149,256,315,881
8600000US94506,ZCTA5 94506,19806,9389,2018,6874,6711,163,38,125,82,415,10417,2174,6982,6689,293,92,201,682,579
8600000US94507,ZCTA5 94507,12569,6492,1618,4305,4157,148,15,133,243,326,6077,982,4337,4090,247,40,207,315,443
8600000US94508,ZCTA5 94508,3518,1763,965,683,652,31,6,25,27,88,1755,893,640,606,34,0,34,78,144
8600000US94509,ZCTA5 94509,54073,26610,12187,11289,9985,1304,424,880,778,2356,27463,10165,11596,9790,1806,724,1082,1973,3729
8600000US94510,ZCTA5 94510,23775,11453,3290,6755,6370,385,141,244,362,1046,12322,2703,6991,6437,554,231,323,890,1738
8600000US94511,ZCTA5 94511,1839,969,274,450,418,32,32,0,92,153,870,176,407,407,0,0,0,133,154
8600000US94512,ZCTA5 94512,16,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
8600000US94513,ZCTA5 94513,51282,25220,8392,14807,14040,767,206,561,516,1505,26062,6252,14691,13777,914,490,424,2359,2760
8600000US94514,ZCTA5 94514,1187,632,279,284,265,19,6,13,18,51,555,136,319,260,59,14,45,51,49
8600000US94515,ZCTA5 94515,6422,3518,1353,1681,1481,200,27,173,134,350,2904,707,1550,1423,127,32,95,184,463
8600000US94516,ZCTA5 94516,96,52,23,22,20,2,0,2,0,7,44,14,20,20,0,0,0,5,5
8600000US94517,ZCTA5 94517,11285,5384,1374,3427,3316,111,21,90,138,445,5901,1439,3344,3231,113,102,11,542,576
8600000US94518,ZCTA5 94518,24195,11955,4258,6461,5921,540,148,392,160,1076,12240,3352,6314,5725,589,257,332,875,1699
8600000US94519,ZCTA5 94519,16319,8064,2849,4225,3873,352,31,321,160,830,8255,2194,4147,3796,351,107,244,672,1242
8600000US94520,ZCTA5 94520,31296,16125,6704,7593,6003,1590,475,1115,216,1612,15171,5281,6841,5806,1035,293,742,954,2095
8600000US94521,ZCTA5 94521,35958,17117,5360,10215,9641,574,130,444,359,1183,18841,5104,10059,9487,572,292,280,1778,1900
8600000US94523,ZCTA5 94523,29470,14429,5199,7793,7293,500,87,413,283,1154,15041,4336,7722,7143,579,213,366,1135,1848
8600000US94525,ZCTA5 94525,2901,1379,518,672,624,48,22,26,51,138,1522,492,641,597,44,44,0,145,244
8600000US94526,ZCTA5 94526,26938,12981,3180,8573,8078,495,179,316,333,895,13957,2841,8212,7827,385,106,279,1069,1835
8600000US94528,ZCTA5 94528,384,201,0,182,182,0,0,0,0,19,183,0,183,183,0,0,0,0,0
8600000US94530,ZCTA5 94530,22012,10436,3206,6312,5879,433,130,303,240,678,11576,3258,6306,5696,610,236,374,999,1013
8600000US94531,ZCTA5 94531,35132,16126,5979,8822,7992,830,121,709,357,968,19006,6515,8976,7703,1273,518,755,1238,2277
8600000US94533,ZCTA5 94533,59906,29509,12327,13991,12030,1961,702,1259,755,2436,30397,10089,13877,11920,1957,960,997,2495,3936
8600000US94534,ZCTA5 94534,31918,15409,4251,9753,9248,505,170,335,268,1137,16509,3617,9989,9201,788,263,525,1125,1778
8600000US94535,ZCTA5 94535,2339,1154,230,897,848,49,3,46,0,27,1185,105,1040,888,152,18,134,0,40
8600000US94536,ZCTA5 94536,59924,29888,9115,18558,17356,1202,223,979,759,1456,30036,7062,18149,17062,1087,235,852,2565,2260
8600000US94538,ZCTA5 94538,56362,28244,9865,16425,14817,1608,238,1370,299,1655,28118,7515,16429,14638,1791,298,1493,1864,2310
8600000US94539,ZCTA5 94539,44412,21215,5435,14990,14320,670,70,600,299,491,23197,5151,15141,14136,1005,149,856,1783,1122
8600000US94541,ZCTA5 94541,53723,26796,11618,12202,10589,1613,298,1315,443,2533,26927,10157,11759,10165,1594,585,1009,2305,2706
8600000US94542,ZCTA5 94542,12738,6383,3046,3052,2754,298,66,232,72,213,6355,2674,2904,2611,293,110,183,365,412
8600000US94544,ZCTA5 94544,64224,31974,13511,15714,13735,1979,383,1596,717,2032,32250,11526,15658,13007,2651,864,1787,2090,2976
8600000US94545,ZCTA5 94545,27466,13384,5167,6921,6078,843,163,680,513,783,14082,4335,6906,5938,968,187,781,1540,1301
8600000US94546,ZCTA5 94546,36599,17356,5620,9699,9045,654,234,420,423,1614,19243,5001,9787,8883,904,321,583,1971,2484
8600000US94547,ZCTA5 94547,21347,10243,3567,5795,5348,447,96,351,212,669,11104,3110,6002,5266,736,189,547,674,1318
8600000US94548,ZCTA5 94548,272,159,41,86,86,0,0,0,0,32,113,30,83,83,0,0,0,0,0
8600000US94549,ZCTA5 94549,23878,11011,2342,7699,7348,351,109,242,324,646,12867,3129,7705,7269,436,199,237,716,1317
8600000US94550,ZCTA5 94550,40619,19746,5191,12716,11921,795,217,578,507,1332,20873,4456,12347,11733,614,213,401,1805,2265
8600000US94551,ZCTA5 94551,36880,17850,4715,11657,10907,750,192,558,309,1169,19030,4671,11291,10539,752,222,530,1066,2002
8600000US94552,ZCTA5 94552,12304,5849,1376,4144,3965,179,22,157,49,280,6455,1389,4037,3882,155,55,100,653,376
8600000US94553,ZCTA5 94553,41488,19802,6606,10911,10286,625,278,347,301,1984,21686,5766,10888,9922,966,306,660,1476,3556
8600000US94555,ZCTA5 94555,29737,14282,3477,10068,9402,666,57,609,273,464,15455,3675,10109,9226,883,103,780,785,886
8600000US94556,ZCTA5 94556,13334,6468,1847,4197,4066,131,75,56,118,306,6866,1567,4066,3980,86,40,46,655,578
8600000US94558,ZCTA5 94558,56593,27739,8948,15835,14716,1119,270,849,662,2294,28854,7538,15193,13845,1348,475,873,2608,3515
8600000US94559,ZCTA5 94559,22577,11266,4158,5756,4992,764,299,465,252,1100,11311,3541,4995,4526,469,176,293,918,1857
