"GEO_ID","NAME","B12001_001E","B12001_001M","B12001_002E","B12001_002M","B12001_003E","B12001_003M","B12001_004E","B12001_004M","B12001_005E","B12001_005M","B12001_006E","B12001_006M","B12001_007E","B12001_007M","B12001_008E","B12001_008M","B12001_009E","B12001_009M","B12001_010E","B12001_010M","B12001_011E","B12001_011M","B12001_012E","B12001_012M","B12001_013E","B12001_013M","B12001_014E","B12001_014M","B12001_015E","B12001_015M","B12001_016E","B12001_016M","B12001_017E","B12001_017M","B12001_018E","B12001_018M","B12001_019E","B12001_019M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Male:","Margin of Error!!Total:!!Male:","Estimate!!Total:!!Male:!!Never married","Margin of Error!!Total:!!Male:!!Never married","Estimate!!Total:!!Male:!!Now married:","Margin of Error!!Total:!!Male:!!Now married:","Estimate!!Total:!!Male:!!Now married:!!Married, spouse present","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse present","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse absent:","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Separated","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Separated","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Other","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Other","Estimate!!Total:!!Male:!!Widowed","Margin of Error!!Total:!!Male:!!Widowed","Estimate!!Total:!!Male:!!Divorced","Margin of Error!!Total:!!Male:!!Divorced","Estimate!!Total:!!Female:","Margin of Error!!Total:!!Female:","Estimate!!Total:!!Female:!!Never married","Margin of Error!!Total:!!Female:!!Never married","Estimate!!Total:!!Female:!!Now married:","Margin of Error!!Total:!!Female:!!Now married:","Estimate!!Total:!!Female:!!Now married:!!Married, spouse present","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse present","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse absent:","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Separated","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Separated","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Other","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Other","Estimate!!Total:!!Female:!!Widowed","Margin of Error!!Total:!!Female:!!Widowed","Estimate!!Total:!!Female:!!Divorced","Margin of Error!!Total:!!Female:!!Divorced"
"8600000US92301","ZCTA5 92301","24401","661","13078","675","6532","603","5278","405","4456","370","822","222","280","137","542","165","220","105","1048","226","11323","475","4485","443","5094","330","4289","358","805","254","417","213","388","168","690","171","1054","219"
"8600000US92304","ZCTA5 92304","23","31","23","31","10","22","13","21","0","12","13","21","0","12","13","21","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US92305","ZCTA5 92305","535","146","245","70","33","29","185","59","135","61","50","39","0","12","50","39","13","13","14","16","290","84","64","46","154","61","134","61","20","30","0","12","20","30","15","24","57","38"
"8600000US92307","ZCTA5 92307","30505","859","14796","585","4974","466","7952","451","7461","441","491","169","130","106","361","143","542","183","1328","275","15709","642","4569","495","8045","440","7413","408","632","225","351","174","281","146","1028","178","2067","324"
"8600000US92308","ZCTA5 92308","33064","1045","15444","715","4875","520","8453","490","7861","435","592","180","244","102","348","170","471","164","1645","300","17620","645","4800","593","8298","459","7726","458","572","185","353","152","219","106","1712","330","2810","365"
"8600000US92309","ZCTA5 92309","444","158","237","84","81","45","128","57","79","47","49","38","15","17","34","29","6","9","22","18","207","91","80","47","100","52","80","47","20","19","13","16","7","10","5","8","22","18"
"8600000US92310","ZCTA5 92310","6271","538","4049","475","1775","430","1966","220","1715","172","251","135","20","32","231","125","0","17","308","162","2222","304","321","234","1762","163","1639","154","123","104","94","96","29","45","26","37","113","131"
"8600000US92311","ZCTA5 92311","24566","781","11040","589","4493","489","4793","442","3950","376","843","241","309","126","534","228","339","158","1415","274","13526","644","5130","491","4743","369","3899","362","844","261","583","222","261","123","1440","280","2213","360"
"8600000US92313","ZCTA5 92313","10431","371","4782","293","1693","275","2441","235","2277","230","164","80","33","29","131","74","141","77","507","156","5649","274","1671","285","2619","228","2278","238","341","119","171","80","170","86","531","130","828","174"
"8600000US92314","ZCTA5 92314","9099","821","4571","397","1445","251","2248","315","2097","296","151","79","33","27","118","77","314","111","564","151","4528","504","981","254","2449","316","2134","285","315","154","126","92","189","124","382","150","716","189"
"8600000US92315","ZCTA5 92315","4372","130","2196","140","660","138","1040","132","894","126","146","62","74","44","72","52","121","56","375","102","2176","160","597","132","998","121","906","129","92","53","51","34","41","38","225","81","356","87"
"8600000US92316","ZCTA5 92316","22827","1223","11300","766","4893","568","5462","331","4856","322","606","166","171","99","435","132","261","134","684","167","11527","659","4209","498","5521","400","4754","322","767","214","339","139","428","141","970","232","827","219"
"8600000US92320","ZCTA5 92320","7362","246","3611","210","1071","209","1902","167","1656","157","246","125","36","40","210","117","107","64","531","172","3751","206","827","206","1899","184","1592","152","307","131","40","27","267","128","530","133","495","146"
"8600000US92321","ZCTA5 92321","893","324","462","175","114","87","257","102","253","102","4","8","0","12","4","8","30","35","61","57","431","174","99","99","255","105","232","95","23","35","19","30","4","8","16","21","61","46"
"8600000US92322","ZCTA5 92322","560","250","258","129","16","26","166","98","166","98","0","12","0","12","0","12","0","12","76","89","302","137","18","29","171","100","171","100","0","12","0","12","0","12","43","52","70","79"
"8600000US92324","ZCTA5 92324","46266","1042","21726","704","8891","664","10731","555","9917","550","814","200","243","90","571","172","576","162","1528","314","24540","698","9099","612","11253","533","9738","534","1515","345","571","182","944","290","1786","309","2402","420"
"8600000US92325","ZCTA5 92325","6692","797","3345","501","1237","325","1638","261","1512","243","126","83","10","16","116","82","49","43","421","142","3347","425","823","223","1674","289","1633","289","41","47","0","17","41","47","306","121","544","174"
"8600000US92327","ZCTA5 92327","602","311","391","210","159","138","108","106","108","106","0","12","0","12","0","12","34","52","90","65","211","133","43","55","130","108","107","104","23","38","23","38","0","12","38","49","0","12"
"8600000US92328","ZCTA5 92328","423","146","223","91","128","64","61","37","43","38","18","25","11","16","7","9","0","12","34","44","200","97","133","92","34","21","24","21","10","16","1","3","9","15","10","12","23","23"
"8600000US92332","ZCTA5 92332","97","140","94","140","91","140","3","5","3","5","0","12","0","12","0","12","0","12","0","12","3","5","0","12","3","5","3","5","0","12","0","12","0","12","0","12","0","12"
"8600000US92333","ZCTA5 92333","369","146","182","76","22","35","138","68","117","60","21","32","0","12","21","32","0","12","22","26","187","76","0","12","132","65","113","59","19","30","0","12","19","30","25","30","30","36"
"8600000US92335","ZCTA5 92335","74434","1617","36638","965","16529","816","17166","611","14677","621","2489","377","875","186","1614","311","753","202","2190","357","37796","1121","14047","850","17341","705","14262","620","3079","455","1519","312","1560","350","2584","331","3824","397"
"8600000US92336","ZCTA5 92336","76114","1898","37343","1188","15155","1054","19891","914","18346","768","1545","419","457","178","1088","370","442","183","1855","360","38771","1237","12945","1160","19849","822","18007","770","1842","410","756","231","1086","356","2207","446","3770","550"
"8600000US92337","ZCTA5 92337","30413","1037","15491","785","6748","616","7870","459","7119","437","751","206","120","70","631","203","63","46","810","185","14922","581","5219","487","7814","494","6949","414","865","241","344","155","521","183","734","184","1155","244"
"8600000US92338","ZCTA5 92338","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US92339","ZCTA5 92339","896","172","467","113","171","87","247","59","242","60","5","8","0","12","5","8","5","7","44","27","429","87","112","44","264","56","243","58","21","20","15","16","6","10","6","9","47","30"
"8600000US92341","ZCTA5 92341","197","98","98","51","14","20","84","48","84","48","0","12","0","12","0","12","0","12","0","12","99","51","10","17","82","48","82","48","0","12","0","12","0","12","0","12","7","12"
"8600000US92342","ZCTA5 92342","5395","613","2647","342","584","198","1654","249","1594","249","60","51","4","9","56","50","59","60","350","155","2748","354","435","212","1674","256","1587","244","87","70","19","32","68","53","403","187","236","141"
"8600000US92344","ZCTA5 92344","18220","1291","9352","957","3262","738","5444","543","4921","369","523","437","194","252","329","360","53","42","593","299","8868","746","2765","545","5034","391","4696","355","338","166","196","145","142","90","572","278","497","178"
"8600000US92345","ZCTA5 92345","61671","1251","30564","864","11939","855","14832","619","13480","633","1352","288","577","193","775","223","679","151","3114","421","31107","952","9982","881","15364","634","13189","612","2175","364","1361","279","814","206","2236","325","3525","466"
"8600000US92346","ZCTA5 92346","49665","1796","25496","1221","11370","901","11342","678","9688","564","1654","352","472","165","1182","304","583","180","2201","378","24169","895","8826","754","11023","579","9557","552","1466","291","742","192","724","225","1892","340","2428","275"
"8600000US92347","ZCTA5 92347","637","249","268","126","87","85","163","106","118","66","45","60","10","17","35","57","0","12","18","22","369","163","89","74","126","66","112","61","14","22","0","12","14","22","53","67","101","74"
"8600000US92352","ZCTA5 92352","4679","600","2144","313","531","153","1408","223","1302","215","106","77","17","27","89","71","27","33","178","91","2535","364","561","168","1436","242","1300","216","136","79","35","41","101","69","224","123","314","132"
"8600000US92354","ZCTA5 92354","18895","907","8439","652","3237","549","4485","344","4105","364","380","161","98","112","282","110","301","145","416","137","10456","671","3618","588","4765","513","4025","356","740","453","395","418","345","169","967","260","1106","247"
"8600000US92356","ZCTA5 92356","5151","509","2598","326","929","204","1148","208","1011","185","137","85","59","54","78","70","100","72","421","163","2553","307","874","247","1182","170","1031","182","151","92","89","67","62","64","178","66","319","109"
"8600000US92358","ZCTA5 92358","675","152","342","92","119","59","130","55","107","41","23","35","0","12","23","35","0","12","93","68","333","97","57","51","145","49","106","41","39","27","30","23","9","13","84","63","47","50"
"8600000US92359","ZCTA5 92359","7527","492","3751","321","1415","257","1760","206","1606","195","154","88","52","40","102","76","128","59","448","143","3776","341","1282","286","1699","228","1591","201","108","79","17","21","91","69","224","92","571","136"
"8600000US92363","ZCTA5 92363","4087","241","1938","171","634","142","975","132","869","120","106","71","39","35","67","63","80","63","249","85","2149","201","518","139","929","122","874","123","55","34","32","27","23","19","368","95","334","130"
"8600000US92364","ZCTA5 92364","6","9","6","9","0","12","0","12","0","12","0","12","0","12","0","12","0","12","6","9","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US92365","ZCTA5 92365","2263","298","1234","184","308","124","717","143","639","134","78","61","37","45","41","42","27","34","182","83","1029","181","244","125","719","140","657","138","62","52","11","18","51","48","27","24","39","38"
"8600000US92368","ZCTA5 92368","757","159","362","94","207","74","115","38","105","35","10","11","8","11","2","5","6","6","34","18","395","84","173","64","138","42","106","37","32","18","22","16","10","9","36","21","48","27"
"8600000US92371","ZCTA5 92371","13816","1047","6797","636","2237","454","3871","390","3561","371","310","140","133","107","177","99","174","111","515","214","7019","622","1669","487","3968","358","3523","359","445","154","183","115","262","163","755","214","627","217"
"8600000US92372","ZCTA5 92372","4740","743","2194","389","575","233","1385","258","1277","248","108","107","41","67","67","82","108","118","126","115","2546","504","476","210","1551","347","1268","245","283","255","136","113","147","183","401","185","118","98"
"8600000US92373","ZCTA5 92373","27332","1080","12577","669","4124","572","7070","362","6653","399","417","146","120","108","297","114","399","150","984","256","14755","731","4402","517","7202","498","6624","428","578","228","246","127","332","171","1450","297","1701","305"
"8600000US92374","ZCTA5 92374","35272","951","16790","624","7113","609","7778","475","7269","424","509","232","180","117","329","197","374","141","1525","312","18482","762","6637","707","7882","420","7098","407","784","190","306","121","478","161","1733","306","2230","355"
"8600000US92376","ZCTA5 92376","65808","1272","32736","869","15018","701","15169","609","12630","472","2539","423","832","198","1707","339","493","156","2056","296","33072","892","12679","761","15121","545","12204","455","2917","368","1435","285","1482","259","2031","273","3241","366"
"8600000US92377","ZCTA5 92377","16426","933","7862","592","2970","411","4379","352","3973","303","406","191","222","146","184","120","174","87","339","136","8564","578","2823","378","4403","352","3846","298","557","207","324","145","233","170","616","161","722","198"
"8600000US92378","ZCTA5 92378","220","102","104","47","18","21","70","41","70","41","0","12","0","12","0","12","0","12","16","24","116","61","32","31","70","40","70","40","0","12","0","12","0","12","0","12","14","22"
"8600000US92382","ZCTA5 92382","3357","380","1698","248","457","150","897","155","805","122","92","75","20","32","72","65","104","68","240","114","1659","205","261","102","883","138","793","119","90","69","43","40","47","58","150","69","365","109"
"8600000US92384","ZCTA5 92384","17","15","13","11","0","12","9","10","0","12","9","10","3","5","6","9","0","12","4","6","4","5","0","12","0","12","0","12","0","12","0","12","0","12","0","12","4","5"
"8600000US92385","ZCTA5 92385","190","90","96","41","20","14","54","32","54","32","0","12","0","12","0","12","0","12","22","22","94","55","7","11","54","32","54","32","0","12","0","12","0","12","0","12","33","28"
"8600000US92386","ZCTA5 92386","1849","417","792","188","266","122","373","132","373","132","0","12","0","12","0","12","37","48","116","84","1057","262","351","162","353","127","353","127","0","12","0","12","0","12","144","91","209","115"
"8600000US92389","ZCTA5 92389","156","55","93","38","23","19","20","15","20","15","0","12","0","12","0","12","4","6","46","30","63","29","16","12","23","17","20","17","3","5","3","5","0","12","13","9","11","13"
"8600000US92391","ZCTA5 92391","1666","397","892","222","266","110","524","163","435","152","89","75","35","57","54","47","0","12","102","69","774","249","133","95","456","152","426","153","30","35","17","27","13","14","46","65","139","131"
"8600000US92392","ZCTA5 92392","43203","2013","20336","1371","8336","1216","9782","758","8897","702","885","295","250","165","635","281","365","159","1853","535","22867","1345","7691","1057","10510","813","8728","664","1782","550","713","218","1069","472","1731","348","2935","738"
"8600000US92394","ZCTA5 92394","25371","1493","13639","1100","6052","864","6010","565","4427","448","1583","408","521","209","1062","403","237","148","1340","315","11732","825","4615","690","5236","442","4266","447","970","246","622","276","348","166","900","283","981","263"
"8600000US92395","ZCTA5 92395","33316","1360","15963","806","6114","646","7526","500","6618","490","908","236","163","86","745","216","395","156","1928","371","17353","940","5723","664","7651","531","6480","480","1171","281","786","225","385","145","1785","328","2194","419"
"8600000US92397","ZCTA5 92397","3509","496","1798","264","333","128","1214","219","1113","210","101","99","97","99","4","5","58","66","193","112","1711","299","311","149","1125","208","1101","212","24","26","0","12","24","26","145","77","130","83"
"8600000US92398","ZCTA5 92398","1702","580","880","294","261","141","429","164","397","157","32","52","0","12","32","52","0","12","190","140","822","365","329","252","413","162","413","162","0","12","0","12","0","12","0","12","80","98"
"8600000US92399","ZCTA5 92399","43070","779","20505","744","7197","711","11480","431","10487","444","993","333","167","101","826","286","473","160","1355","265","22565","689","6073","670","11743","441","10348","435","1395","305","483","182","912","301","1975","323","2774","351"
"8600000US92401","ZCTA5 92401","1666","353","819","253","502","198","231","87","191","84","40","34","20","25","20","23","5","8","81","63","847","175","428","152","273","95","185","84","88","61","79","59","9","16","121","49","25","27"
"8600000US92404","ZCTA5 92404","47103","1721","22814","1082","11262","987","8964","688","7268","601","1696","313","648","254","1048","292","397","122","2191","334","24289","1167","10720","908","9050","649","7018","579","2032","386","1031","281","1001","309","1796","301","2723","417"
"8600000US92405","ZCTA5 92405","21569","1362","10289","809","5079","599","4209","444","3561","419","648","231","235","127","413","182","188","90","813","236","11280","851","4789","573","4379","465","3527","389","852","232","537","183","315","133","870","220","1242","301"
"8600000US92407","ZCTA5 92407","51844","1670","26567","1082","12945","968","11406","572","9867","518","1539","291","524","182","1015","237","371","139","1845","305","25277","997","10185","731","11199","592","9645","489","1554","279","563","170","991","253","1354","244","2539","432"
"8600000US92408","ZCTA5 92408","10625","852","5761","538","2900","448","2234","271","1768","245","466","127","131","66","335","107","77","53","550","150","4864","462","1687","272","2220","247","1753","239","467","128","118","66","349","123","308","115","649","150"
"8600000US92410","ZCTA5 92410","32436","1533","15462","1071","7373","781","6258","500","5391","435","867","229","431","166","436","149","555","154","1276","228","16974","790","7519","631","6714","499","5243","426","1471","264","728","192","743","189","1038","185","1703","278"
"8600000US92411","ZCTA5 92411","18759","948","8944","616","4212","491","3869","309","3298","279","571","172","204","88","367","160","335","156","528","143","9815","595","3900","445","4089","297","3096","267","993","276","455","162","538","201","916","214","910","184"
"8600000US92501","ZCTA5 92501","17442","849","9039","578","4718","478","3165","338","2522","289","643","264","387","162","256","133","275","111","881","221","8403","571","3395","414","3108","311","2400","278","708","201","457","162","251","110","781","197","1119","223"
"8600000US92503","ZCTA5 92503","74552","1784","37563","1319","15306","1081","18745","773","16082","788","2663","359","1020","219","1643","292","447","146","3065","448","36989","1049","12639","998","18106","771","15268","741","2838","478","1307","327","1531","340","2890","366","3354","367"
"8600000US92504","ZCTA5 92504","48118","1902","23055","1090","10695","998","10273","605","9204","571","1069","272","256","119","813","247","505","197","1582","287","25063","1125","9441","938","10229","605","8826","545","1403","345","590","175","813","286","2413","421","2980","474"
"8600000US92505","ZCTA5 92505","42458","1256","20989","768","9518","721","9880","482","8761","462","1119","274","382","120","737","236","304","116","1287","257","21469","802","8169","665","9988","480","8318","431","1670","287","769","216","901","240","1375","200","1937","253"
"8600000US92506","ZCTA5 92506","37581","1451","18645","903","6609","699","10393","548","9690","484","703","219","262","146","441","141","431","154","1212","236","18936","807","4975","577","9998","475","9344","451","654","173","296","100","358","137","1598","227","2365","362"
"8600000US92507","ZCTA5 92507","49852","3329","24692","1834","15085","1847","7658","479","6389","429","1269","258","325","125","944","237","364","136","1585","274","25160","1751","14374","1881","7415","539","6147","412","1268","302","634","221","634","205","1134","223","2237","362"
"8600000US92508","ZCTA5 92508","30409","1255","15099","847","5772","657","7858","431","7372","409","486","168","155","89","331","138","237","114","1232","277","15310","683","4985","560","7829","405","7173","397","656","191","211","85","445","176","1038","281","1458","326"
"8600000US92509","ZCTA5 92509","62342","1159","31653","1038","13947","911","14646","545","12827","508","1819","359","658","227","1161","271","638","171","2422","354","30689","813","11123","789","14717","483","12209","468","2508","389","1095","241","1413","301","2230","359","2619","319"
"8600000US92518","ZCTA5 92518","762","122","332","79","38","33","143","65","132","61","11","17","0","12","11","17","69","39","82","58","430","96","56","52","160","65","143","61","17","22","8","17","9","14","109","50","105","62"
"8600000US92530","ZCTA5 92530","43449","1360","21352","845","8840","700","10387","508","9025","459","1362","265","418","162","944","227","330","121","1795","294","22097","933","8140","746","10152","521","8657","446","1495","291","563","198","932","235","1477","234","2328","364"
"8600000US92532","ZCTA5 92532","18871","1134","9472","703","3532","631","5296","447","4989","406","307","150","119","124","188","100","135","108","509","203","9399","696","2584","493","5437","418","4882","407","555","231","385","202","170","108","469","243","909","322"
"8600000US92536","ZCTA5 92536","2419","580","1223","335","475","198","607","197","569","193","38","38","24","27","14","23","14","26","127","78","1196","335","242","117","691","209","565","193","126","92","77","68","49","62","208","142","55","47"
"8600000US92539","ZCTA5 92539","3774","788","2067","522","758","332","1029","285","802","210","227","146","101","79","126","129","146","113","134","63","1707","336","339","183","1001","264","763","209","238","153","100","81","138","126","152","74","215","114"
"8600000US92543","ZCTA5 92543","28700","1076","13117","712","4802","584","6178","489","5514","474","664","178","195","80","469","178","439","142","1698","282","15583","789","4338","600","6512","472","5417","466","1095","261","652","227","443","144","2070","299","2663","427"
"8600000US92544","ZCTA5 92544","38969","1321","19429","773","6824","587","9813","617","8531","529","1282","301","627","181","655","226","718","154","2074","260","19540","742","6033","547","9430","516","8261","489","1169","226","722","175","447","136","1477","195","2600","271"
"8600000US92545","ZCTA5 92545","33759","1066","15887","723","4762","466","8342","490","7664","466","678","237","123","75","555","227","796","213","1987","312","17872","778","4076","532","8352","464","7216","444","1136","311","593","196","543","204","2757","433","2687","411"
"8600000US92548","ZCTA5 92548","5925","622","3104","405","1194","296","1495","212","1241","197","254","147","82","76","172","127","73","45","342","134","2821","305","739","163","1427","221","1289","195","138","79","44","40","94","75","280","118","375","128"
"8600000US92549","ZCTA5 92549","2338","438","1118","308","397","217","596","148","560","147","36","34","27","30","9","15","21","26","104","65","1220","220","283","101","658","174","627","167","31","26","0","12","31","26","103","55","176","77"
"8600000US92551","ZCTA5 92551","25828","1177","12116","649","4877","515","6155","514","5449","462","706","192","201","106","505","178","235","121","849","203","13712","799","5404","608","6339","418","5230","423","1109","241","405","153","704","211","758","222","1211","203"
"8600000US92553","ZCTA5 92553","57548","1338","27888","952","12683","843","12975","486","11287","449","1688","292","462","165","1226","221","494","148","1736","300","29660","877","12342","840","13111","452","10815","452","2296","318","985","210","1311","242","1585","233","2622","309"
"8600000US92555","ZCTA5 92555","34695","1359","16597","842","6831","734","8477","516","7524","493","953","254","289","147","664","215","276","167","1013","244","18098","904","6611","747","8554","557","7196","457","1358","333","452","212","906","229","1106","315","1827","339"
"8600000US92557","ZCTA5 92557","41807","1106","19919","805","8321","655","9800","514","8785","480","1015","252","245","118","770","244","305","105","1493","264","21888","762","8167","636","9797","436","8439","452","1358","263","668","183","690","171","1432","257","2492","285"
"8600000US92561","ZCTA5 92561","1323","349","774","224","274","141","298","98","297","98","1","2","0","12","1","2","34","38","168","104","549","181","84","72","307","98","290","96","17","24","14","23","3","6","101","79","57","54"
"8600000US92562","ZCTA5 92562","50514","1174","23592","881","7431","675","14039","583","12814","483","1225","334","424","177","801","279","390","127","1732","354","26922","869","7412","605","13960","490","12498","493","1462","300","667","224","795","189","2346","371","3204","432"
"8600000US92563","ZCTA5 92563","51746","1644","25701","1025","8979","805","14734","649","12938","570","1796","388","502","166","1294","347","307","120","1681","371","26045","1106","7165","685","14574","589","12643","548","1931","375","711","266","1220","290","1665","326","2641","455"
"8600000US92567","ZCTA5 92567","8205","577","4096","345","1509","301","2294","215","1984","163","310","127","68","58","242","114","112","56","181","86","4109","356","1394","280","2189","192","1859","158","330","127","160","94","170","72","259","128","267","91"
"8600000US92570","ZCTA5 92570","46220","1853","23985","1211","10036","834","11430","694","9384","616","2046","465","581","192","1465","417","417","151","2102","438","22235","1145","7559","819","10812","710","8923","561","1889","410","767","254","1122","275","1737","363","2127","377"
"8600000US92571","ZCTA5 92571","42142","1303","21340","989","9544","728","10635","623","9168","595","1467","388","539","235","928","333","193","109","968","254","20802","769","7320","746","10451","716","8745","581","1706","422","441","169","1265","396","1344","286","1687","387"
"8600000US92582","ZCTA5 92582","12577","893","6172","553","2738","557","3163","308","2705","295","458","207","115","95","343","196","46","52","225","94","6405","590","2104","430","2981","293","2608","283","373","160","186","131","187","96","350","130","970","264"
"8600000US92583","ZCTA5 92583","25731","926","12561","538","5069","576","5933","420","4974","366","959","241","301","130","658","212","367","135","1192","257","13170","706","4310","522","5903","393","4737","348","1166","256","511","170","655","228","1033","209","1924","348"
"8600000US92584","ZCTA5 92584","41313","1350","20359","850","6819","808","11751","524","11073","494","678","162","213","92","465","144","301","97","1488","310","20954","906","5763","750","11643","508","10753","464","890","238","325","125","565","195","1205","232","2343","367"
"8600000US92585","ZCTA5 92585","17644","1030","8736","629","3474","505","4459","381","4007","385","452","168","147","95","305","137","210","94","593","165","8908","589","2703","414","4413","379","3845","364","568","194","334","156","234","114","859","257","933","214"
"8600000US92586","ZCTA5 92586","17271","770","7596","510","1962","364","3979","316","3578","309","401","167","163","87","238","144","553","164","1102","233","9675","521","1864","314","3671","303","3365","280","306","143","226","124","80","51","2028","288","2112","272"
"8600000US92587","ZCTA5 92587","13666","687","7062","490","2165","340","3900","295","3692","272","208","106","119","95","89","61","221","93","776","248","6604","461","1415","252","3864","273","3543","263","321","146","192","127","129","70","614","166","711","173"
"8600000US92590","ZCTA5 92590","4306","494","2213","344","1001","180","824","155","686","153","138","76","87","73","51","50","96","86","292","191","2093","261","843","194","802","197","640","142","162","116","52","56","110","100","166","82","282","75"
"8600000US92591","ZCTA5 92591","32374","975","15246","668","4810","520","8869","443","8353","424","516","216","227","169","289","132","366","135","1201","305","17128","658","4845","493","9093","477","8243","424","850","259","390","194","460","176","1296","235","1894","296"
"8600000US92592","ZCTA5 92592","64698","1634","32235","941","9690","833","19533","676","18216","636","1317","294","496","168","821","255","407","133","2605","360","32463","1017","8016","657","19374","735","17584","632","1790","385","625","205","1165","296","1846","304","3227","455"
"8600000US92595","ZCTA5 92595","26521","723","12828","486","4617","421","6752","426","6175","364","577","270","144","153","433","171","346","133","1113","260","13693","562","4158","469","6762","402","5982","366","780","231","173","93","607","211","1247","219","1526","276"
"8600000US92596","ZCTA5 92596","23110","1348","11500","832","3382","716","6643","450","6091","456","552","196","166","111","386","161","313","200","1162","278","11610","854","2768","501","6835","491","5939","432","896","280","307","177","589","214","582","244","1425","363"
"8600000US92602","ZCTA5 92602","17101","1312","8267","780","2198","519","5655","584","5299","547","356","210","0","23","356","210","19","34","395","229","8834","789","1636","451","5885","577","5288","542","597","272","83","86","514","268","383","240","930","357"
"8600000US92603","ZCTA5 92603","15253","1116","7633","827","1977","546","4563","406","4377","391","186","121","39","63","147","108","303","276","790","449","7620","636","1668","457","4473","394","4294","386","179","70","45","35","134","58","430","212","1049","400"
"8600000US92604","ZCTA5 92604","23728","789","11716","579","4495","539","6311","405","5838","347","473","155","151","78","322","136","173","87","737","195","12012","521","3128","424","6374","380","5878","350","496","160","116","66","380","148","976","222","1534","261"
"8600000US92606","ZCTA5 92606","20885","1147","9947","674","3795","587","5311","397","4702","366","609","248","192","140","417","205","191","129","650","250","10938","875","3638","684","5603","523","4668","359","935","386","264","145","671","369","503","158","1194","367"
"8600000US92610","ZCTA5 92610","12652","623","6008","350","1427","280","4093","302","3740","281","353","143","140","90","213","109","60","50","428","149","6644","422","1677","288","3995","298","3712","274","283","112","101","71","182","85","349","128","623","178"
"8600000US92612","ZCTA5 92612","30421","1067","14875","759","8685","770","5230","426","4701","391","529","221","208","153","321","154","152","75","808","191","15546","908","7738","914","5597","440","4830","407","767","232","202","134","565","182","946","217","1265","201"
"8600000US92614","ZCTA5 92614","22433","1153","11066","882","4546","885","5726","448","5324","416","402","176","65","60","337","160","99","54","695","238","11367","707","3870","523","5822","454","5248","404","574","192","167","90","407","164","624","269","1051","226"
"8600000US92617","ZCTA5 92617","16252","784","6924","681","5385","722","1466","209","1286","209","180","97","24","37","156","89","31","35","42","38","9328","883","7740","851","1436","229","1286","210","150","90","23","29","127","85","28","32","124","92"
"8600000US92618","ZCTA5 92618","38562","1707","20133","980","6572","753","11696","633","10702","614","994","258","245","148","749","216","133","106","1732","445","18429","1015","4571","605","11577","648","10601","611","976","258","187","128","789","233","592","220","1689","306"
"8600000US92620","ZCTA5 92620","41243","1635","19354","937","5498","635","13009","632","12483","589","526","155","172","85","354","129","110","76","737","320","21889","1004","4930","685","13563","723","12431","604","1132","342","171","124","961","315","1385","297","2011","404"
"8600000US92624","ZCTA5 92624","5822","622","2923","393","965","232","1661","286","1553","249","108","129","17","25","91","125","166","115","131","81","2899","384","531","231","1594","257","1506","247","88","89","56","78","32","38","273","122","501","174"
"8600000US92625","ZCTA5 92625","10827","557","5208","352","1122","270","3391","326","3170","300","221","123","89","57","132","109","76","56","619","206","5619","320","934","241","3241","298","3163","302","78","60","0","19","78","60","506","138","938","212"
"8600000US92626","ZCTA5 92626","42870","1009","21617","760","9463","674","10155","519","9066","466","1089","270","337","173","752","212","369","131","1630","327","21253","735","7816","671","9913","462","8870","446","1043","236","319","149","724","211","1364","224","2160","318"
"8600000US92627","ZCTA5 92627","51634","952","26041","900","12112","911","10902","598","9747","515","1155","294","296","148","859","258","428","134","2599","344","25593","825","9825","778","10872","530","9515","489","1357","290","593","226","764","194","1470","238","3426","436"
"8600000US92629","ZCTA5 92629","23375","765","11342","581","2922","424","6759","430","6158","417","601","208","284","146","317","138","430","133","1231","255","12033","524","2666","374","6524","396","6048","385","476","189","195","97","281","140","876","213","1967","420"
