"GEO_ID","NAME","B12001_001E","B12001_001M","B12001_002E","B12001_002M","B12001_003E","B12001_003M","B12001_004E","B12001_004M","B12001_005E","B12001_005M","B12001_006E","B12001_006M","B12001_007E","B12001_007M","B12001_008E","B12001_008M","B12001_009E","B12001_009M","B12001_010E","B12001_010M","B12001_011E","B12001_011M","B12001_012E","B12001_012M","B12001_013E","B12001_013M","B12001_014E","B12001_014M","B12001_015E","B12001_015M","B12001_016E","B12001_016M","B12001_017E","B12001_017M","B12001_018E","B12001_018M","B12001_019E","B12001_019M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Male:","Margin of Error!!Total:!!Male:","Estimate!!Total:!!Male:!!Never married","Margin of Error!!Total:!!Male:!!Never married","Estimate!!Total:!!Male:!!Now married:","Margin of Error!!Total:!!Male:!!Now married:","Estimate!!Total:!!Male:!!Now married:!!Married, spouse present","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse present","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse absent:","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Separated","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Separated","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Other","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Other","Estimate!!Total:!!Male:!!Widowed","Margin of Error!!Total:!!Male:!!Widowed","Estimate!!Total:!!Male:!!Divorced","Margin of Error!!Total:!!Male:!!Divorced","Estimate!!Total:!!Female:","Margin of Error!!Total:!!Female:","Estimate!!Total:!!Female:!!Never married","Margin of Error!!Total:!!Female:!!Never married","Estimate!!Total:!!Female:!!Now married:","Margin of Error!!Total:!!Female:!!Now married:","Estimate!!Total:!!Female:!!Now married:!!Married, spouse present","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse present","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse absent:","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Separated","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Separated","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Other","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Other","Estimate!!Total:!!Female:!!Widowed","Margin of Error!!Total:!!Female:!!Widowed","Estimate!!Total:!!Female:!!Divorced","Margin of Error!!Total:!!Female:!!Divorced"
"8600000US93656","ZCTA5 93656","4404","370","2306","279","713","170","1438","229","1284","191","154","128","68","66","86","80","70","61","85","55","2098","203","570","173","1336","194","1215","176","121","117","13","13","108","116","125","73","67","43"
"8600000US93657","ZCTA5 93657","27148","855","13882","756","5475","627","6985","505","6006","444","979","289","248","152","731","273","435","182","987","275","13266","623","4072","530","6725","496","5774","452","951","262","628","221","323","141","1229","263","1240","262"
"8600000US93660","ZCTA5 93660","2852","192","1389","153","535","121","821","119","726","98","95","64","0","12","95","64","19","30","14","24","1463","136","519","146","762","89","677","91","85","49","33","31","52","42","85","50","97","52"
"8600000US93662","ZCTA5 93662","22981","808","11494","606","4918","515","5533","363","4794","338","739","257","140","100","599","241","210","96","833","224","11487","520","3568","385","5461","371","4614","330","847","212","290","123","557","198","1045","191","1413","285"
"8600000US93664","ZCTA5 93664","370","83","211","50","50","30","123","33","120","32","3","4","3","4","0","12","10","11","28","21","159","41","0","12","123","35","123","35","0","12","0","12","0","12","25","17","11","10"
"8600000US93665","ZCTA5 93665","532","242","287","136","130","138","91","95","91","95","0","12","0","12","0","12","33","51","33","47","245","123","135","122","79","84","79","84","0","12","0","12","0","12","0","12","31","50"
"8600000US93666","ZCTA5 93666","522","158","253","91","155","75","65","45","65","45","0","12","0","12","0","12","7","11","26","29","269","91","140","70","86","48","67","44","19","23","6","9","13","21","24","23","19","22"
"8600000US93667","ZCTA5 93667","2005","350","919","177","256","91","509","100","497","99","12","16","10","16","2","3","74","71","80","73","1086","204","384","128","532","112","475","99","57","57","2","4","55","57","125","72","45","29"
"8600000US93668","ZCTA5 93668","876","229","478","122","166","90","261","75","217","73","44","59","44","59","0","12","18","28","33","41","398","150","92","88","205","70","205","70","0","12","0","12","0","12","8","14","93","70"
"8600000US93669","ZCTA5 93669","214","111","88","43","0","12","78","45","78","45","0","12","0","12","0","12","0","12","10","15","126","77","25","18","75","43","75","43","0","12","0","12","0","12","26","41","0","12"
"8600000US93673","ZCTA5 93673","558","135","281","80","126","47","126","43","108","41","18","16","0","12","18","16","10","11","19","13","277","73","94","46","140","40","109","38","31","21","11","9","20","18","24","13","19","14"
"8600000US93675","ZCTA5 93675","2955","404","1467","227","390","158","864","153","762","163","102","90","58","63","44","67","74","59","139","83","1488","239","345","160","851","160","758","160","93","69","0","12","93","69","111","68","181","85"
"8600000US93701","ZCTA5 93701","7215","655","3359","408","1868","321","1120","212","868","169","252","120","93","69","159","100","56","47","315","151","3856","467","2252","438","1094","238","862","188","232","136","99","90","133","92","88","58","422","180"
"8600000US93702","ZCTA5 93702","31889","1130","16193","826","8572","634","6101","429","5020","387","1081","221","414","154","667","164","305","97","1215","260","15696","650","6890","553","6302","461","4784","380","1518","279","859","225","659","182","1060","188","1444","264"
"8600000US93703","ZCTA5 93703","23993","1147","11527","825","6115","687","4147","372","3401","344","746","185","296","144","450","144","166","83","1099","228","12466","608","5728","428","4193","409","3219","348","974","210","442","136","532","169","1049","235","1496","250"
"8600000US93704","ZCTA5 93704","23508","1106","11322","775","4689","571","4919","462","4388","397","531","252","266","148","265","184","301","110","1413","285","12186","662","4300","509","4763","397","4219","372","544","163","328","137","216","105","1059","220","2064","332"
"8600000US93705","ZCTA5 93705","27605","1128","13138","767","6309","672","4931","429","4075","382","856","238","361","120","495","197","433","186","1465","317","14467","714","6078","593","5085","385","3882","348","1203","232","743","199","460","143","1449","250","1855","263"
"8600000US93706","ZCTA5 93706","29366","1094","14995","745","7039","554","6340","511","4803","396","1537","317","522","155","1015","245","419","121","1197","225","14371","680","6274","483","5735","486","4588","376","1147","251","628","173","519","154","1101","223","1261","203"
"8600000US93710","ZCTA5 93710","27464","1054","12950","738","6532","591","5053","435","4356","350","697","253","201","120","496","229","314","102","1051","198","14514","755","6784","641","4966","388","4121","345","845","247","336","132","509","209","1148","198","1616","255"
"8600000US93711","ZCTA5 93711","32449","1121","15479","841","4960","631","8528","457","7921","418","607","242","185","124","422","210","537","188","1454","316","16970","656","4716","532","8409","416","7709","395","700","180","332","127","368","124","1787","256","2058","334"
"8600000US93720","ZCTA5 93720","38265","1231","17285","763","5642","628","10013","630","9324","607","689","187","193","113","496","151","379","96","1251","260","20980","874","6036","711","10307","617","9211","584","1096","257","552","217","544","198","1834","329","2803","419"
"8600000US93721","ZCTA5 93721","6857","516","4635","423","2635","307","1157","187","404","114","753","151","227","77","526","132","166","89","677","192","2222","244","1033","210","671","138","395","113","276","85","172","54","104","66","215","76","303","99"
"8600000US93722","ZCTA5 93722","64005","1702","31401","1133","13937","1028","14603","760","12884","790","1719","356","748","253","971","297","539","176","2322","383","32604","1025","11699","840","14638","803","12575","733","2063","424","938","283","1125","276","2014","340","4253","459"
"8600000US93723","ZCTA5 93723","10402","920","4997","490","1510","265","2981","368","2655","358","326","171","116","96","210","142","57","42","449","208","5405","531","1516","349","3125","407","2608","366","517","213","428","207","89","83","412","192","352","149"
"8600000US93725","ZCTA5 93725","19530","1056","9529","685","4452","556","4552","446","4025","412","527","180","251","137","276","99","131","60","394","116","10001","630","3728","513","4479","417","3853","386","626","201","361","171","265","97","787","196","1007","232"
"8600000US93726","ZCTA5 93726","32081","995","15978","638","8344","626","5715","468","4669","378","1046","258","401","166","645","213","372","136","1547","286","16103","800","7371","670","5404","417","4490","375","914","222","494","165","420","149","1013","190","2315","303"
"8600000US93727","ZCTA5 93727","61995","1402","30489","895","12833","757","15059","661","13665","635","1394","294","592","191","802","228","526","134","2071","266","31506","895","11090","643","15265","555","13026","551","2239","319","1082","242","1157","217","2179","295","2972","316"
"8600000US93728","ZCTA5 93728","12868","822","6767","629","3764","635","2270","352","1695","296","575","272","294","153","281","206","155","73","578","190","6101","439","2369","340","2097","281","1639","278","458","196","266","142","192","143","400","125","1235","288"
"8600000US93730","ZCTA5 93730","9856","582","4718","363","1028","222","3165","281","3051","284","114","78","0","19","114","78","206","91","319","138","5138","353","1053","279","3175","270","3014","270","161","85","43","35","118","78","465","145","445","138"
"8600000US93901","ZCTA5 93901","21983","795","11081","604","4921","507","5001","371","4492","309","509","177","214","114","295","146","355","114","804","153","10902","487","4079","444","4836","319","4329","285","507","161","288","120","219","103","949","184","1038","187"
"8600000US93905","ZCTA5 93905","42283","939","21629","660","11530","742","9193","475","7998","447","1195","275","219","99","976","243","284","83","622","165","20654","619","9764","561","9212","441","7625","432","1587","260","670","154","917","209","951","186","727","151"
"8600000US93906","ZCTA5 93906","48801","1026","24373","885","10283","936","12007","624","10638","589","1369","387","234","108","1135","344","560","176","1523","319","24428","689","9658","653","11326","559","10313","539","1013","264","482","169","531","188","1577","343","1867","294"
"8600000US93907","ZCTA5 93907","19341","1067","9501","622","3501","454","5170","354","4650","336","520","179","155","89","365","150","198","108","632","179","9840","607","3141","499","5133","378","4586","321","547","197","228","115","319","146","836","223","730","181"
"8600000US93908","ZCTA5 93908","10349","554","5258","366","1382","310","3387","246","3159","229","228","98","47","32","181","91","179","92","310","110","5091","322","967","243","3389","236","3228","237","161","70","49","38","112","62","355","135","380","139"
"8600000US93920","ZCTA5 93920","1241","240","684","172","261","147","375","127","259","99","116","89","69","85","47","29","5","6","43","44","557","145","181","127","331","104","278","104","53","46","10","16","43","43","0","12","45","43"
"8600000US93921","ZCTA5 93921","2920","270","1410","197","327","143","872","134","809","142","63","59","0","12","63","59","102","69","109","76","1510","187","177","100","850","123","804","140","46","49","0","12","46","49","205","118","278","127"
"8600000US93923","ZCTA5 93923","11125","630","5021","346","1284","277","3226","272","2981","265","245","121","85","72","160","91","83","58","428","125","6104","413","958","217","3219","282","3009","289","210","110","36","45","174","110","1110","244","817","183"
"8600000US93924","ZCTA5 93924","5571","584","2692","350","642","201","1590","210","1482","180","108","94","50","49","58","69","99","79","361","119","2879","355","440","185","1651","204","1542","188","109","73","39","43","70","67","349","137","439","169"
"8600000US93925","ZCTA5 93925","1525","404","734","189","312","103","420","120","342","84","78","56","8","13","70","57","2","4","0","12","791","248","389","178","372","95","335","83","37","35","10","17","27","28","11","19","19","21"
"8600000US93926","ZCTA5 93926","6778","409","3478","310","1533","326","1807","193","1671","181","136","94","41","46","95","80","122","85","16","22","3300","269","1244","223","1825","195","1615","176","210","99","80","55","130","85","126","69","105","75"
"8600000US93927","ZCTA5 93927","13003","559","6511","375","3010","388","3169","278","2844","254","325","112","115","79","210","102","131","89","201","93","6492","433","2606","377","3229","250","2720","227","509","209","133","80","376","188","314","104","343","132"
"8600000US93928","ZCTA5 93928","820","1335","674","1213","461","810","213","405","15","24","198","404","0","12","198","404","0","12","0","12","146","125","113","125","33","33","16","24","17","23","0","12","17","23","0","12","0","12"
"8600000US93930","ZCTA5 93930","12693","643","6714","488","3274","464","3179","312","2869","275","310","154","66","54","244","142","90","67","171","82","5979","393","2453","309","3092","272","2787","255","305","126","83","65","222","110","252","96","182","74"
"8600000US93932","ZCTA5 93932","529","172","230","106","84","68","132","59","115","53","17","26","17","26","0","12","0","12","14","21","299","109","107","76","146","59","125","60","21","24","21","24","0","12","26","29","20","19"
"8600000US93933","ZCTA5 93933","20327","536","9297","551","3931","446","4352","275","4066","287","286","128","105","87","181","77","238","106","776","179","11030","407","4175","432","4676","284","3956","280","720","190","284","121","436","151","861","192","1318","182"
"8600000US93940","ZCTA5 93940","28011","438","13951","638","6021","640","6382","378","5645","340","737","193","242","93","495","166","360","129","1188","269","14060","552","4274","513","6452","401","5731","379","721","187","296","122","425","166","1131","241","2203","345"
"8600000US93943","ZCTA5 93943","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US93950","ZCTA5 93950","13112","215","5787","219","1701","252","3435","179","3219","185","216","81","76","44","140","69","155","61","496","108","7325","210","1582","195","3583","204","3280","187","303","97","128","55","175","83","824","133","1336","183"
"8600000US93953","ZCTA5 93953","3626","381","1652","190","408","121","1106","141","1001","129","105","59","23","37","82","47","62","42","76","60","1974","251","503","167","1094","153","1000","131","94","71","24","38","70","61","214","73","163","68"
"8600000US93954","ZCTA5 93954","370","134","189","72","83","33","85","48","69","45","16","17","0","12","16","17","10","11","11","12","181","71","84","46","79","49","68","44","11","13","5","8","6","11","18","20","0","12"
"8600000US93955","ZCTA5 93955","27231","490","13361","459","5567","466","6521","418","5649","320","872","279","156","95","716","248","340","116","933","196","13870","424","4800","369","6347","410","5619","332","728","236","268","139","460","180","1101","212","1622","256"
"8600000US93960","ZCTA5 93960","21786","586","15337","659","7605","596","5272","352","2853","329","2419","268","605","173","1814","243","377","115","2083","266","6449","425","2564","463","3200","365","2711","319","489","177","193","114","296","143","203","91","482","178"
"8600000US93962","ZCTA5 93962","405","274","217","162","110","90","107","74","107","74","0","12","0","12","0","12","0","12","0","12","188","126","32","52","118","83","118","83","0","12","0","12","0","12","38","57","0","12"
"8600000US94002","ZCTA5 94002","22011","291","10682","345","2897","356","6918","291","6401","279","517","183","102","61","415","173","172","68","695","175","11329","334","2348","315","6701","257","6357","267","344","137","96","65","248","117","848","183","1432","260"
"8600000US94005","ZCTA5 94005","3930","127","1914","189","536","167","1109","159","944","159","165","76","43","47","122","66","65","53","204","147","2016","172","548","161","1118","142","906","131","212","123","114","102","98","68","122","77","228","95"
"8600000US94010","ZCTA5 94010","34408","423","16210","466","4189","417","10661","349","10148","341","513","149","188","106","325","113","413","115","947","193","18198","497","5094","423","10536","299","9957","285","579","169","141","77","438","155","1124","190","1444","232"
